Merge ID	Masuda_et_al_Supple_rev2009(5)F	OurStudy	# Identified
	1570	1729	Novel: 341
P77743	0	0	0	A
P77744	0	0	0	A
P77747	0	0	0	H
P77754	0	0	0	G
P77783	0	1	1	F2
P77789	0	0	0	F4
P77790	0	0	0	A
P77791	1	0	1	A;2,59
P77795	0	0	0	F1
P77802	0	0	0	G
P77806	0	0	0	A
P78061	0	1	1	A
P78271	0	1	1	A
P80668	0	0	0	A
Q06065	1	0	1	A;0,15
Q06067	0	0	0	B
Q2EEQ2	0	0	0	A_trl
Q2EES1	0	0	0	B
Q2EES6	0	0	0	B
Q2EET2	0	0	0	B
Q2EEU2	0	0	0	A
Q2M5U1	0	0	0	B
Q2M7M3	0	0	0	I
Q2M7R5	0	0	0	A
Q2M7X4	0	0	0	G
Q2MB16	1	1	2	B;9
Q46798	1	1	2	I;0,83
Q46801	0	0	0	A
Q46807	0	0	0	A
Q46811	0	1	1	A
Q46814	0	0	0	A
Q46819	0	0	0	A
Q46831	0	0	0	B
Q46832	0	0	0	B
Q46834	0	0	0	G
Q46835	0	1	1	I
Q46836	0	0	0	B
Q46837	1	1	2	E;0,52
Q46839	0	0	0	B
Q46841	0	0	0	B
Q46843	0	0	0	B
Q46844	0	0	0	B
Q46851	1	0	1	A;0,73
Q46861	0	1	1	A
Q46863	1	0	1	G;0,17;0,37
Q46864	0	0	0	A
Q46865	0	0	0	A
Q46867	0	0	0	B
Q46868	1	1	2	A;11,92;2,59
Q46877	0	0	0	A
Q46888	0	0	0	B
Q46889	0	0	0	A
Q46890	0	0	0	A
Q46891	0	0	0	A
Q46892	0	0	0	B
Q46904	0	0	0	A
Q46905	0	0	0	A
Q46906	0	0	0	A
Q46908	0	0	0	A
Q46909	0	0	0	B
Q46915	0	0	0	A
Q46919	0	0	0	A
Q46941	0	0	0	A
Q47013	0	0	0	A
Q47129	0	1	1	A
Q47138	0	0	0	A
Q47140	0	0	0	A
Q47141	0	1	1	A
Q47149	0	0	0	A
Q47150	0	0	0	A
Q47156	0	0	0	A
Q47157	0	0	0	A
Q47158	0	0	0	A
Q47377	0	0	0	B
Q47534	0	0	0	G
Q47537	0	0	0	G
Q47538	0	1	1	F1
Q47539	0	0	0	B
Q47706	0	0	0	H
Q59385	1	1	2	B;2
Q6BEX0	0	0	0	F1
Q6BEX5	0	1	1	G
Q6BF16	0	1	1	A
Q6BF17	0	0	0	A
Q6BF25	0	0	0	B
Q6BF87	0	0	0	B
Q7DFV3	0	0	0	B
P37052	0	0	0	A
P56614	0	0	0	A
P77667	0	0	0	F1
P0A9E5	1	1	2	A;1,51;1,51
P0A6T3	1	0	1	A;3,64;1,15
P0A9C3	1	0	1	A;2,38
P76141	0	0	0	A
P0A9G8	1	0	1	A;1,51
P04982	1	0	1	A;2,16
P64530	0	0	0	A
P37749	1	0	1	A;1,99;5,45
A5A621	0	0	0	A
P64567	0	0	0	A
P27242	1	0	1	F1;0,17
C1P611	0	0	0	B
P39308	0	0	0	A
C1P603	0	0	0	B
P52697	1	0	1	A;2,73
P23325	0	0	0	A
P33647	0	0	0	A
P08365	0	0	0	A
P10805	0	0	0	A
P0AB87	0	0	0	A
P09148	1	0	1	A;0,47
P09147	1	0	1	A;2,65
P25666	1	0	1	A;0,26
C1P607	0	0	0	A
C1P608	0	0	0	A
C1P615	0	0	0	A
C1P617	0	0	0	A
C1P619	0	0	0	A
P0AD72	0	0	0	A
P0AD74	0	0	0	A
A8DYP9	0	0	0	A
P60995	0	0	0	A
P62522	0	0	0	A
P03061	0	0	0	A
P0AD83	0	0	0	A
P0AD86	0	0	0	A
P0AD92	0	0	0	A
P06993	1	0	1	F1;0,33;0,23
P75959	0	0	0	A
P76077	0	0	0	A
P76078	0	0	0	A
P76079	0	0	0	A
P76080	0	0	0	A
P76081	0	0	0	A
P77467	1	0	1	A;0,33
P76084	0	0	0	A
P0C7L2	0	0	0	A
P76085	0	1	1	A
P76086	0	0	0	A
P77181	0	0	0	A
P02338	0	0	0	A
P69407	1	0	1	A;13,68;0,47
P27127	0	0	0	A
P27126	0	0	0	A
P27241	0	0	0	A
P05719	1	0	1	A;0,35;0,16
P36667	0	0	0	A
P45563	0	0	0	A
P23841	0	0	0	A
P75688	0	0	0	A
P08339	0	0	0	A
Q47152	0	0	0	A
P71311	0	0	0	A
P0AAS9	0	0	0	A
P77216	0	0	0	A
P77746	0	0	0	A
P77427	0	0	0	A
P21829	0	0	0	A
P52696	0	0	0	B
P0AAV8	0	0	0	A
P75764	0	0	0	A
P62066	0	0	0	A
P76023	0	0	0	A
A5A613	0	0	0	A
P25906	1	0	1	A;0,39;0,39
P37757	0	0	0	A
P76122	0	0	0	A
P76123	0	0	0	A
P76204	0	0	0	A
P0ACY3	1	1	2	A;0,58;0,11
P76322	0	0	0	A
P69346	0	0	0	A
P76484	0	0	0	A
P76485	0	0	0	A
P76486	0	0	0	A
P76505	0	0	0	A
P45956	0	0	0	A
Q46896	0	0	0	A
P38036	0	0	0	A
Q46897	0	0	0	A
Q46898	0	0	0	A
Q46899	0	0	0	A
P76632	0	0	0	A
Q46787	0	0	0	A
Q46789	0	0	0	A
Q46796	0	0	0	A
P64594	0	0	0	A
P31453	0	0	0	A
P09162	0	0	0	A
P32704	0	0	0	A
P39283	0	0	0	A
C1P621	0	0	0	A
P0AF78	0	0	0	A
P39351	0	0	0	A
P39358	0	0	0	A
P39359	0	0	0	A
P39360	0	0	0	A
P39356	1	0	1	A;0,44
P39389	0	0	0	A
P39390	0	0	0	A
P39410	0	0	0	A
P39399	0	0	0	A
A5A611	0	0	0	A
P77658	0	0	0	A
C1P600	0	0	0	A
C1P604	0	0	0	A
P69348	0	0	0	A
C1P606	0	0	0	A
P76613	0	0	0	A
P77136	0	0	0	A
C1P613	0	0	0	A
C1P618	0	0	0	A
P39317	0	1	1	A
P15078	1	0	1	B;0,78
P0AEC8	1	0	1	B;0,45
P11551	0	0	0	B
P77858	0	0	0	B
P77672	0	0	0	B
P0AFS1	0	0	0	B
P0AF01	0	0	0	B
P0AFA5	0	0	0	B
P0AFF4	0	1	1	B
P76425	0	0	0	B
P37746	0	0	0	B
P37748	0	0	0	B
P45562	0	0	0	B
P75763	0	0	0	B
P76197	0	0	0	B
P0ABD1	0	0	0	B
P27843	0	0	0	B
P39284	0	0	0	B
P39357	0	0	0	B
P39838	1	0	1	B;0;1,74
P0AFM9	1	1	2	B;3,64;20,54
P0ABC3	1	1	2	B;5,45;239,41
P75910	0	0	0	B
P31572	0	0	0	A
A5A605	0	0	0	B
A5A624	0	0	0	B
P77494	0	0	0	B
C1P616	0	0	0	B
P0AAW9	0	0	0	B
P76482	0	0	0	B
A5A615	0	0	0	B
A5A618	0	0	0	B
P76239	0	0	0	B
C1P602	0	0	0	B
C1P609	0	0	0	B
C1P610	0	0	0	B
P77381	0	0	0	B
P77359	0	0	0	B
P37747	1	0	1	B;2,43
P77455	0	0	0	B
P76083	0	0	0	B
Q47536	0	0	0	B
P75711	0	0	0	B
P45848	0	0	0	B
A5A617	0	0	0	B
Q46901	0	0	0	B
P45545	0	0	0	B
P75800	0	0	0	B
P75786	0	0	0	B
A5A612	0	0	0	B
Q46942	0	0	0	B
C1P601	0	0	0	E
P76481	0	0	0	E
P0AAG3	0	0	0	F1
P36937	0	0	0	F1
P77257	0	0	0	F1
P09833	0	0	0	F1
P31060	0	0	0	F1
P0AFV8	0	1	1	F1
C1P605	0	0	0	F1
P76639	0	0	0	F1
P0ACG4	0	0	0	G
P28721	0	0	0	G
Q46943	0	0	0	B
P46883	0	1	1	G
P0AEE5	1	0	1	G;5,42
P0AEG4	1	1	2	G;0,39
P37329	0	0	0	G
P33342	0	0	0	G
P28722	0	0	0	G
P37325	1	0	1	G;1
P76394	0	0	0	G
P33340	0	0	0	G
P33343	0	0	0	G
P33344	0	0	0	G
P77619	0	0	0	G
P45422	0	0	0	G
P64534	0	0	0	G
P31600	1	1	2	H;0,89
P06129	1	1	2	H;1,97;15,68
P06971	1	1	2	H;0,56;6,33
P06996	1	0	1	H;77,48;77,48
P33341	0	0	0	H
P45420	0	0	0	H
P52143	0	1	1	H
P33666	0	0	0	H
P77286	0	0	0	H
P45564	0	0	0	H
P0ADB4	1	0	1	I;3,64
P77296	0	0	0	I
P77335	0	0	0	X
A5A625	0	0	0	A
P06965	0	0	0	A
P06966	0	0	0	A
P0A8A0	1	1	2	A;6,02
P0A8A2	1	1	2	A;2,46;0,43
P0A8P6	1	1	2	A;0,31
P0A8P8	0	1	1	A
P0A927	1	1	2	H;17,74;17,74
P0ABC7	1	1	2	B;1,74;11,41
P0ADF3	0	0	0	A
P0ADP0	1	1	2	A;1,31;0,52
P0ADQ5	0	0	0	A
P0AFM6	1	1	2	F1;1,68;0,25
P0AFN2	1	1	2	B;2,98
P0AGC7	1	1	2	B;2,46
P0CF79	0	0	0	A
P0CG19	1	0	1	A;1,61;2,16
P18310	1	0	1	A;6,74;1,15
P23857	0	0	0	G
P27840	0	0	0	G
P28369	0	0	0	A
P30852	0	0	0	A
P31450	0	0	0	F1
P31665	0	0	0	A
P32051	0	0	0	E
P32690	0	0	0	A
P32696	0	0	0	B
P33227	0	0	0	A
P33345	0	0	0	A
P33353	0	0	0	A
P33669	0	0	0	B
P33924	0	0	0	H
P36943	0	0	0	A
P37003	0	0	0	A
P37014	0	0	0	A
P37057	0	0	0	A
P37309	0	0	0	A
P37635	0	0	0	A
P37655	0	0	0	A
P39180	1	0	1	H;3,33
P39309	0	0	0	A
P39354	0	0	0	A
P39874	0	0	0	A
P42626	0	1	1	B
P42906	0	0	0	A
P45505	0	0	0	A
P45541	0	0	0	A
P45766	0	0	0	G
P46856	0	0	0	A
P46879	0	0	0	B
P52048	0	1	1	B
P52137	0	0	0	B
P64526	0	0	0	A
P64562	0	0	0	A
P69789	0	0	0	B
P75675	0	0	0	A
P75684	0	0	0	B
P75717	0	0	0	A
P75901	0	1	1	B
P75936	0	0	0	F4
P75974	0	0	0	A
P76138	0	0	0	A
P76147	0	0	0	B
P76161	0	0	0	A
P76165	0	0	0	A
P76356	0	0	0	H
P76628	0	0	0	B
P76692	0	0	0	B
P77184	0	0	0	A
P77199	0	0	0	H
P77228	0	0	0	B
P77300	0	0	0	A
P77481	0	0	0	F1
P77601	0	0	0	A
P77609	0	0	0	A
P77688	0	0	0	A
P77699	0	0	0	A
Q2EEQ3	0	0	0	A
Q2EER5	0	0	0	A
Q2EES0	0	0	0	A
Q46797	0	0	0	G
Q46817	0	0	0	B
Q46833	0	1	1	B
Q46840	0	0	0	A
Q46911	0	0	0	A
Q47153	0	0	0	B
Q47154	0	0	0	A
Q47268	0	0	0	A
Q47272	0	0	0	A
Q47719	0	0	0	A
Q7DFU6	0	0	0	A
Q9JMS3	0	0	0	H
Q9S4W2	0	0	0	A
P0ADH7	0	0	0	A
P39347	0	0	0	B
Q79E92	0	0	0	A
P77330	1	1	2	I;1,68;0,93
P09557	0	0	0	A
P23895	0	0	0	B
P0A9R2	0	0	0	B
P0ACG6	0	0	0	G
P0CF84	0	0	0	A
P19768	0	0	0	A
P24218	0	0	0	A
P76056	0	0	0	A
P38393	0	0	0	A
Q47270	0	0	0	A
P31061	0	0	0	A
P03014	0	0	0	A
P77170	0	0	0	A
P0ADI0	0	0	0	A
P15033	0	0	0	A
P33228	0	0	0	A
P07010	0	0	0	A
P16916	0	0	0	A
P16917	0	1	1	A
P16919	0	0	0	A
P0AG74	0	0	0	A
P38392	0	1	1	B
P09153	0	1	1	A
P23849	0	0	0	B
P77698	0	0	0	A
P77368	0	0	0	G
P77634	0	1	1	A
Q47269	0	0	0	A
P68661	0	0	0	A
P77598	0	0	0	A
P64435	0	0	0	A
P28916	0	0	0	B
P33230	0	0	0	A
P38394	0	0	0	A
P0ACW0	0	0	0	A
P76061	0	0	0	A
P28917	0	0	0	B
P29010	0	0	0	A
P76154	0	0	0	A
P76160	0	0	0	A
P76162	0	0	0	A
P64524	0	0	0	A
P77768	0	0	0	A
P28912	0	0	0	B
P77759	1	0	1	A;0,43
P76068	0	0	0	A
P03835	0	0	0	B
P39221	0	1	1	A
P21420	1	0	1	H;0,25
P39349	0	0	0	B
P39391	0	0	0	A
P39393	0	0	0	B
P75978	0	0	0	A
P76066	0	0	0	A
P76119	0	0	0	B
P76205	0	0	0	A
Q46786	0	0	0	A
Q46791	0	0	0	A
P0AD35	0	0	0	A
P0CD93	0	0	0	A
P24211	0	0	0	A
P30192	0	0	0	A
P31452	0	0	0	B
P32109	0	0	0	A
P39220	0	0	0	A
P39355	0	0	0	B
P39369	0	0	0	A
P39387	0	0	0	A
P39901	0	0	0	A
P45421	0	0	0	G
P0CF86	0	0	0	A
P56259	0	0	0	A
P58095	0	0	0	A
P75681	0	0	0	B
P75697	0	0	0	A
P75704	0	0	0	A
P75718	0	0	0	A
Q7DFV4	0	0	0	A
P75980	0	0	0	A
P75981	0	0	0	A
P76000	0	0	0	A
P76069	0	0	0	A
P76137	0	0	0	A
P76164	0	0	0	A
P76321	0	0	0	A
P76323	0	0	0	A
P76335	0	0	0	H
P76349	0	0	0	A
P76359	0	0	0	A
P76508	0	0	0	A
P76509	0	0	0	A
P76611	0	0	0	A
P76616	0	0	0	A
P77087	0	0	0	A
P77169	0	0	0	A
P77326	0	0	0	A
P77354	0	0	0	B
P77460	0	0	0	A
P77528	0	0	0	A
P77551	0	0	0	B
P77779	0	0	0	A
Q2EEP9	0	0	0	A
Q2EES3	0	0	0	A
Q2EET0	0	0	0	A
Q46790	0	0	0	G
Q46793	0	0	0	A
Q46795	0	0	0	A
Q47688	0	0	0	A
P75680	0	0	0	A
Q47718	0	0	0	B
P28697	0	0	0	A
P0CF60	0	0	0	A
P0ADF0	0	0	0	A
P13960	0	0	0	A
A5A627	0	0	0	B
P75971	0	0	0	B
P11291	0	0	0	A
Q2EEQ8	0	0	0	B
Q79CP2	0	0	0	A
Q9Z3A0	0	0	0	A
P36930	0	0	0	A
P37008	0	0	0	A
P76362	0	0	0	A
P64570	0	0	0	A
P76612	0	0	0	A
Q9JMS2	0	0	0	E
Q9JMT2	0	0	0	A
P05052	0	0	0	A
P06960	0	0	0	A
P11072	0	0	0	A
P24200	0	0	0	A
P09169	1	0	1	H;2,16;1,15
P15032	0	0	0	A
P0C079	0	0	0	A
P0C077	0	0	0	A
P0ACW8	0	0	0	A
P29009	0	0	0	A
P21418	0	0	0	A
P31062	0	0	0	A
P32053	0	0	0	B
P33229	0	0	0	A
P33997	0	0	0	A
P36995	0	0	0	A
P0A976	0	0	0	A
P37007	0	0	0	A
P37009	0	0	0	F1
P75969	0	0	0	A
P37326	0	0	0	A
P45581	0	0	0	A
P76510	1	0	1	A;0,47
P52123	0	0	0	A
P52124	0	0	0	A
P52125	0	0	0	A
P52126	0	0	0	A
P52127	0	0	0	A
P52128	0	0	0	A
P52129	0	0	0	A
P52130	0	0	0	A
P52131	1	0	1	F1;0,27
P52132	0	0	0	A
P52133	0	0	0	A
O52982	0	0	0	E
P52135	0	0	0	G
P52138	0	0	0	B
P52139	0	0	0	A
P52140	0	0	0	A
P52141	0	0	0	A
Q47684	0	0	0	A
P75676	0	0	0	A
P77365	0	0	0	E
P77206	0	0	0	A
P75678	0	0	0	A
Q57083	0	0	0	A
Q47689	0	0	0	B
Q47690	0	0	0	A
P75682	0	0	0	A
P77596	0	0	0	A
P75683	0	0	0	B
P77713	0	0	0	A
P76057	0	0	0	A
P76062	0	0	0	A
P76063	0	0	0	G
P76064	0	0	0	A
P76065	0	0	0	A
P77546	0	0	0	A
P76072	0	0	0	A
P77163	0	0	0	A
P76073	0	0	0	A
P76361	0	0	0	B
P64521	0	0	0	A
P76364	0	0	0	A
P75967	0	0	0	A
P75968	0	0	0	B
P77162	0	0	0	G
P77657	0	0	0	A
P77607	0	0	0	B
P71296	0	0	0	A
P71297	0	0	0	A
P71298	0	0	0	A
Q47274	0	0	0	A
P78285	0	0	0	G
P75719	0	0	0	G
P76155	0	0	0	A
P77515	0	0	0	A
P76156	0	0	0	A
P76158	0	0	0	G
P76159	0	0	0	G
P77237	0	0	0	B
P76163	0	0	0	A
P77695	1	1	2	A;9
P0A986	0	0	0	A
P77682	0	0	0	B
P77293	1	0	1	B;0,54;2,65
P76507	1	0	1	B;0,44
P77656	0	0	0	A
P76512	0	0	0	A
P76513	0	0	0	A
P76514	0	0	0	A
P76515	0	0	0	A
P76516	0	0	0	A
P76542	0	0	0	A
P76543	0	0	0	A
P76544	0	0	0	A
P76545	0	0	0	A
P76546	0	0	0	A
P76547	0	0	0	A
P76548	0	0	0	G
P76549	0	0	0	A
P76550	0	0	0	A
P75970	0	0	0	A
P75972	0	0	0	A
P75973	0	0	0	A
P75976	0	0	0	A
P75977	0	0	0	A
P75982	0	0	0	A
P75677	0	0	0	A
Q46953	0	0	0	A
P58033	0	0	0	A
Q47685	0	0	0	A
Q9XB42	0	0	0	A
P77692	0	0	0	A
P75979	0	0	0	B
P09154	0	0	0	A
P52134	0	0	0	B
P58041	0	0	0	I
P58042	0	0	0	I
P76157	0	0	0	A
Q2EES9	0	0	0	A
P75975	0	0	0	A
P0CE57	0	0	0	A
P0CE58	0	0	0	A
P0CF40	0	0	0	A
P0CF41	0	0	0	A
P0CF42	0	0	0	A
P0CF43	0	0	0	A
P0CF44	0	0	0	A
P0CF45	0	0	0	A
P0CF46	0	0	0	A
P0CF53	0	0	0	A
P0CF54	0	0	0	A
P0CF55	0	0	0	A
P0CF56	0	0	0	A
P0CF57	0	0	0	A
P0CF58	0	0	0	A
P0CF59	0	0	0	A
P0CF66	0	0	0	A
P0CF67	0	0	0	A
P0CF68	0	0	0	A
P0CF69	0	0	0	A
P0CF70	0	0	0	A
P0CF71	1	0	1	A;1,25
P0CF72	0	0	0	A
P0CF80	0	0	0	A
P0CF81	0	0	0	A
P0CF82	0	0	0	A
P0CF83	0	0	0	A
Q9JMT3	0	0	0	B
P0CE49	1	0	1	A;1,24
P0CE50	0	0	0	A
P0CE51	0	0	0	A
P0CE52	0	0	0	A
P76071	0	0	0	A
P0CE53	0	0	0	A
P0CE54	0	0	0	A
P0CE55	0	0	0	A
P0CE56	0	0	0	A
P0CF88	0	0	0	A
P0CF89	0	0	0	A
P0CF90	0	0	0	A
P19769	0	0	0	A
P0CF91	1	0	1	A;0,37
P0CF92	0	0	0	A
P0CF93	0	0	0	A
P75679	0	0	0	A
P39212	0	0	0	A
P76102	0	0	0	A
P0CF07	0	0	0	A
P0CF08	0	0	0	A
P0CF09	0	0	0	A
P0CF10	0	0	0	A
P0CF11	0	0	0	A
P0CF12	0	0	0	A
P19767	0	0	0	A
P0CF25	0	0	0	A
P0CF26	0	0	0	A
P0CF27	0	0	0	A
P57998	0	0	0	A
P0CF28	0	0	0	A
P0CF29	0	0	0	A
Q00037	0	0	0	A
P75741	0	0	0	B
P31667	0	0	0	A
P76168	0	0	0	A
P16918	0	0	0	A
P0ADH5	0	0	0	A
P52627	0	0	0	A
P18032	0	0	0	B
P62552	0	0	0	A
P62554	0	0	0	A
P13959	0	0	0	A
P22707	0	0	0	A
P62670	0	0	0	B
P11519	0	0	0	A
P56979	0	0	0	A
P34210	1	0	1	B;25,83;25,83
P96329	0	0	0	A
P10030	0	0	0	A
P04737	0	0	0	B
P18148	0	0	0	A
P10031	0	0	0	A
P06615	0	0	0	A
Q57154	0	0	0	A
P03856	1	0	1	A;0,28;0,11
P56980	0	0	0	A
P62556	0	0	0	A
P62558	0	0	0	A
P13970	0	0	0	B
Q00042	0	0	0	A
P03012	0	0	0	A
P41067	0	0	0	B
P18004	0	0	0	F1
P09130	0	1	1	B
P08322	0	0	0	B
P14497	0	0	0	G
P33790	0	0	0	B
P15069	0	0	0	G
P14565	0	1	1	A
P06626	0	0	0	A
P41066	0	0	0	E
P08321	0	0	0	B
P10026	0	0	0	A
P24082	0	0	0	H
P41068	0	0	0	B
P18033	0	0	0	B
P41065	0	0	0	A
P09129	0	0	0	B
P13979	0	0	0	I
P18471	0	0	0	G
P41069	0	1	1	I
P18472	0	0	0	G
P22709	0	0	0	B
P06627	0	0	0	A
P18034	0	0	0	B
P18035	0	0	0	G
P18473	0	0	0	G
P41070	0	0	0	A
Q05807	0	0	0	B
P15068	0	0	0	B
P41072	0	0	0	A
P19381	0	0	0	B
P18006	0	0	0	B
P18353	0	0	0	B
P47737	0	0	0	G
Q9JMT9	0	0	0	A
Q9JMT8	0	0	0	A
Q9JMT7	0	0	0	B
Q9JMT6	0	0	0	B
Q9JMT5	0	0	0	E
Q9JMT4	0	0	0	B
Q9JMT1	1	0	1	A;13,68;3,64
Q9JMS9	1	0	1	A;1,07
Q9JMS8	0	0	0	A
Q9JMS7	0	0	0	B
Q9JMS6	0	0	0	A
Q9JMS5	1	1	2	H;0,16;0,25
Q9JMS4	0	0	0	B
P34211	0	0	0	B
Q9JMS1	0	0	0	A
Q9JMS0	1	0	1	A;0,93;2,16
Q9JMR9	1	0	1	A;2,51
Q9JMR8	0	0	0	A
Q9JMR7	1	0	1	A;0,36
Q9JMR6	0	0	0	A
P08868	0	0	0	F1
Q9S4X5	0	0	0	A
Q9S4X4	0	0	0	A
Q9S4X3	0	0	0	A
Q9S4X2	1	0	1	A;0
Q9S4X1	0	0	0	A
Q9S4X0	0	0	0	A
Q9S4W9	1	0	1	A;0,93
Q9JMR5	0	0	0	A
Q9S4W7	0	0	0	B
P0C243	0	0	0	A
Q9JMR4	1	0	1	E;0,52;1,85
Q9JMR3	0	0	0	A
Q9JMR2	0	0	0	A
Q02885	0	0	0	A
P18005	0	0	0	A
