EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG10089	aslA	ECK3794	P25549	b3801	CG33957	g1790233	JW3773	12411	EB0087	aa	OK	551	Counterclockwise	3982375	3984030	85.83	atsA;gppB	Arylsulfatase-like	Predicted periplasmic arylsulphatase, suppresses gpp mutants	A 24 aa type I signal peptide is predicted. aslA, ydeN and yidJ are paralogs.	60717.60
EG10090	aslB	ECK3793	P25550	b3800	CG33960	g48994973	JW5594	12408	EB0088	aa	OK	411	Clockwise	3980981	3982216	85.80	atsB;gppB	Arylsulfatase-like	Predicted sulfatase-maturating enzyme; suppresses gpp mutants; Radical SAM enzyme	Radical SAM superfamily. Rob regulon.	46513.17
EG10091	asnA	ECK3738	P00963	b3744	CG995	g1790183	JW3722	12242	EB0089	aa	OK	330	Clockwise	3925178	3926170	84.60	Null	Asparagine	Asparagine synthase A; aspartate-ammonia ligase	AsnA and AsnB are redundant; an asparagine auxotrophy requires that both genes be mutated. AsnA uses ammonia as the nitrogen source. Residues 199-203 of zwf encode a NNWDN peptide involved in MazF(ChpA) toxicity that is likely converted to NNWNN by AsnA since an asnA deletion prevents NNWNN activity (Kolodkin-Gal, 2007).	36650.55
EG10092	asnB	ECK0662	P22106	b0674	CG994	g1786889	JW0660	2292	EB0090	aa	OK; Verified[1]	554	Counterclockwise	696736	698400	15.02	Null	Asparagine	Asparagine synthase B [glutamine-hydrolyzing]	AsnA and AsnB are redundant; an asparagine auxotrophy requires that both genes be mutated. Although ammonia can be utilized, glutamine is the preferred substrate.	62659.01
EG10093	asnC	ECK3737	P0ACI6	b3743	CG18520	g1790182	JW3721	12237	EB0091	aa	OK	152	Counterclockwise	3924568	3925026	84.59	Null	Asparagine	Regulatory gene for asnA, asnC, gidA, Lrp family	Feast/famine regulatory protein.	16887.67
EG10094	asnS	ECK0921	P0A8M0	b0930	CG993	g1787161	JW0913	3162	EB0092	aa	OK; Verified[1]	466	Counterclockwise	986808	988208	21.27	lcs;tss	Asparagine	Asparagine--tRNA ligase	Null	52570.44
EG10095	aspA	ECK4133	P0AC38	b4139	CG991	g87082375	JW4099	13551	EB0093	aa	ALT_INIT[-15]; Verified[1]	478	Counterclockwise	4364914	4366350	94.08	Null	Aspartate	L-Aspartate ammonia-lyase; L-aspartase	Tetrameric enzyme.  Repressed by nitrate via NarXL mediated repression.	52356.13
EG10096	aspC	ECK0919	P00509	b0928	CG990	g1787159	JW0911	3150	EB0094	aa	OK; Verified[0]	396	Counterclockwise	983742	984932	21.20	Null	Aspartate	Aspartate aminotransferase, AspAT; kynurenine aminotransferase; glutamine transaminase K	Null	43573.36
EG10097	aspS	ECK1867	P21889	b1866	CG32508	g1788173	JW1855	6226	EB0095	aa	OK; Verified[0]	590	Counterclockwise	1946774	1948546	41.96	tls	Aspartate	Aspartate--tRNA ligase	Null	65913.45
EG10098	atpA	ECK3727	P0ABB0	b3734	CG33	g1790172	JW3712	12213	EB0096	aa	OK; Verified[0]	513	Counterclockwise	3916339	3917880	84.41	papA;uncA	ATP	ATP synthase subunit alpha, membrane-bound, F1 sector	Binds TrxA (Kumar, 2004). HT_Cmplx10_Mem: AtpA+AtpD+AtpG. HT_Cmplx1_Cyt: AtpA+AtpD.	55222.08
EG10099	atpB	ECK3731	P0AB98	b3738	CG32	g1790176	JW3716	12222	EB0097	aa	OK	271	Counterclockwise	3919259	3920074	84.47	papD;uncB	ATP	ATP synthase subunit a, membrane-bound, F0 sector	Null	30303.26
EG10100	atpC	ECK3724	P0A6E6	b3731	CG31	g1790169	JW3709	12206	EB0098	aa	OK; Verified[1]	139	Counterclockwise	3913576	3913995	84.35	papG;uncC	ATP	ATP synthase subunit epsilon, membrane-bound, F1 sector	Null	15068.27
EG10101	atpD	ECK3725	P0ABB4	b3732	CG30	g1790170	JW3710	12208	EB0099	aa	OK; Verified[1]	460	Counterclockwise	3914016	3915398	84.36	papB;uncD	ATP	ATP synthase subunit beta, membrane-bound, F1 sector	Binds TrxA (Kumar, 2004). HT_Cmplx10_Mem: AtpA+AtpD+AtpG. HT_Cmplx1_Cyt: AtpA+AtpD.	50325.42
EG10102	atpE	ECK3730	P68699	b3737	CG29	g1790175	JW3715	12220	EB0100	aa	OK; Verified[0]	79	Counterclockwise	3918973	3919212	84.47	papH;uncE	ATP	ATP synthase subunit c, membrane-bound, F0 sector; DCCD-binding	Null	8256.11
EG10103	atpF	ECK3729	P0ABA0	b3736	CG28	g1790174	JW3714	12217	EB0101	aa	OK; Verified[0]	156	Counterclockwise	3918441	3918911	84.46	papF;uncF	ATP	ATP synthase subunit b, membrane-bound, F0 sector	Null	17263.96
EG10104	atpG	ECK3726	P0ABA6	b3733	CG27	g1790171	JW3711	12211	EB0102	aa	OK; Verified[1]	287	Counterclockwise	3915425	3916288	84.39	papC;uncG	ATP	ATP synthase subunit gamma, membrane-bound, F1 sector	HT_Cmplx10_Mem: AtpA+AtpD+AtpG.	31577.42
EG10105	atpH	ECK3728	P0ABA4	b3735	CG26	g1790173	JW3713	12215	EB0103	aa	OK; Verified[1]	177	Counterclockwise	3917893	3918426	84.44	papE;uncH	ATP	ATP synthase subunit delta, membrane-bound, F1 sector	Null	19332.22
EG10106	atpI	ECK3732	P0ABC0	b3739	CG18511	g87082325	JW5611	12224	EB0104	aa	ALT_INIT[-4]; Verified[1]	126	Counterclockwise	3920083	3920463	84.49	uncI	ATP	ATP synthase, membrane-bound accessory factor	AtpI is not required for ATP synthase activity and is not present in the ATP synthase complex, although atpI mutants have a lower growth yield indicating an accessory role in ATP synthase function, perhaps as a non-esential membrane assembly factor (von Meyenburg, 1982; Gay, 1984). atpI has numerous rare codons and is poorly expressed. atpI is contained within one of the 20 regions of extreme structure (RES15) probably representing a highly curved DNA segment (Pederson, 2000).	13631.73
EG10107	avtA	ECK3561	P09053	b3572	CG971	g48994949	JW5652	11671	EB0105	aa	OK	417	Clockwise	3737728	3738981	80.56	Null	Alanine-valine transaminase	Valine--pyruvate aminotransferase 1; transaminase C; glutamic-pyruvic transaminase (GPT)	3/30 AvtA peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	46711.23
EG10108	bcp	ECK2476	P0AE52	b2480	CG33035	g1788825	JW2465	8171	EB0106	aa	OK; Verified[0]	156	Clockwise	2598500	2598970	56.01	Null	Bacterioferritin comigratory protein	Thioredoxin-dependent thiol peroxidase; peroxide hypersensitivity	Downregulated twofold by GSNO in defined medium (anaerobic).	17633.94
EG10109	betA	ECK0309	P17444	b0311	CG17740	g1786503	JW0303	1070	EB0107	aa	OK	556	Counterclockwise	324801	326471	7.00	Null	Betaine	Choline dehydrogenase, oxygen-dependent; bet genes confer protection against osmotic stress by making the osmoprotectant glycine betaine from choline	The bet genes are induced by choline, oxygen, and osmotic stress. ArcA regulon.	61877.59
EG10110	betB	ECK0310	P17445	b0312	CG17737	g1786504	JW0304	1072	EB0108	aa	OK; Verified[1]	490	Counterclockwise	326485	327957	7.04	Null	Betaine	Betaine aldehyde dehydrogenase, NAD-dependent; bet genes confer protection against osmotic stress by making the osmoprotectant glycine betaine from choline; tetrameric	The bet genes are induced by choline, oxygen, and osmotic stress. ArcA regulon.	52911.13
EG10111	betI	ECK0311	P17446	b0313	CG30692	g1786505	JW0305	1076	EB0109	aa	OK	195	Counterclockwise	327971	328558	7.07	Null	Betaine	Repressor for the betIBA betT divergon, choline-sensing; bet genes confer protection against osmotic stress by making the osmoprotectant glycine betaine from choline	TetR family. ArcA regulon. BetI is bound to its operator in both repressed and induced cells. A divergon is a regulon comprised of two adjacent divergent operons or genes. The bet genes are induced by choline, oxygen, and osmotic stress.	21815.01
EG10112	betT	ECK0312	P0ABC9	b0314	CG18505	g1786506	JW0306	1080	EB0110	aa	OK	677	Clockwise	328687	330720	7.08	Null	Betaine	High-affinity choline transporter; BCCT family; bet genes confer protection against osmotic stress by making the osmoprotectant glycine betaine from choline	The bet genes are induced by choline, oxygen, and osmotic stress. ArcA regulon.	75842.19
EG10113	bfr	ECK3323	P0ABD3	b3336	CG32528	g1789733	JW3298	10903	EB0111	aa	OK; Verified[0]	158	Counterclockwise	3464271	3464747	74.67	Null	Bacterioferritin	Bacterioferritin; negatively regulated by ryhB RNA as part of indirect positive regulation by Fur; 24-mer	Null	18495.03
EG10114	bglB	ECK3714	P11988	b3721	CG964	g2367270	JW3699	12169	EB0112	aa	OK	470	Counterclockwise	3900312	3901724	84.06	Null	beta-Glucoside	Phospho-beta-glucosidase B; allows growth on arbutin or salicin when activated	bglB is part of the cryptic bglGFBH operon. The bgl operon promoter is silenced by H-NS, represssed by Fis and activated by CRP-cAMP. bglA, bglB and ascB are paralogs.	53161.28
EG10115	bglF	ECK3715	P08722	b3722	CG18502	g1790159	JW3700	12171	EB0113	aa	OK	625	Counterclockwise	3901743	3903620	84.10	bglC;bglS	beta-Glucoside	PTS system EIIABC enzyme, beta-glucoside phosphotransferase; BglG kinase/dephosphorylase; membrane-bound protein; binds BglG	bglF is part of the cryptic bglGFBH operon. The bgl operon promoter is silenced by H-NS,  represssed by Fis and activated by CRP-cAMP.	66482.97
EG10116	bglG	ECK3716	P11989	b3723	CG963	g1790160	JW3701	12174	EB0114	aa	OK	278	Counterclockwise	3903754	3904590	84.14	bglC;bglR;bglS	beta-Glucoside	Transcription anti-terminator for cryptic bglGFBH operon; RNA-binding protein; dimerization and activity modulated by phosphorylation state; binds BglF, its kinase/dephosphorylase	The non-phosphorylated BglG dimer binds to RNA and allows readthrough of transcription.  BglG has an N-terminal RNA-binding domain followed by two PTS-regulation and dimerization domains, PRD1 and PRD2.  BglG is homologus to LicT of B. subtilis.  	32097.14
EG10117	bioA	ECK0763	P12995	b0774	CG959	g1786991	JW0757	2635	EB0115	aa	OK	429	Counterclockwise	807191	808480	17.40	Null	Biotin	7,8-diaminopelargonic acid aminotransferase	7/66 BioA peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	47335.59
EG10118	bioB	ECK0764	P12996	b0775	CG958	g1786992	JW0758	2644	EB0116	aa	OK	346	Clockwise	808567	809607	17.43	Null	Biotin	Biotin synthase; dethiobiotin to biotin pathway; iron-sulfur enzyme	Radical SAM superfamily.  BioB contains two distinct Fe-S cluster binding sites, one site accommodates a [2Fe-2S](2+) cluster with partial noncysteinyl ligation, the other site accommodates a [4Fe-4S](2+,+) cluster that binds S-adenosylmethionine (SAM) at a unique Fe site of the [4Fe-4S](2+) cluster and undergoes O(2)-induced degradation via a distinct type of [2Fe-2S](2+) cluster intermediate.	38648.09
EG10119	bioC	ECK0766	P12999	b0777	CG957	g1786994	JW0760	2648	EB0117	aa	OK	251	Clockwise	810745	811500	17.47	Null	Biotin	Malonyl-CoA methyltransferase, SAM-dependent; biotin synthesis blocked prior to pimeloyl CoA formation	BioC and BioH are required to synthesize pimeloyl-ACP, a biotin precursor, utilizing the enzymes of fatty acid synthesis to add acyl groups to malonyl-CoA in two cycles to form pimeloyl-ACP methyl ester; BioC may methylate malonyl-ACP instead of malonyl-CoA (Lin, 2010).	28276.20
EG10120	bioD	ECK0767	P13000	b0778	CG956	g1786995	JW0761	2650	EB0118	aa	OK; Verified[1]	225	Clockwise	811493	812170	17.49	Null	Biotin	Dethiobiotin synthase	False positive lipoprotein prediction, verified amino terminus, Met is cleaved. BioD is 50% identical to paralog YnfK.	24139.59
EG10121	bioF	ECK0765	P12998	b0776	CG955	g1786993	JW0759	2646	EB0119	aa	OK	384	Clockwise	809604	810758	17.45	Null	Biotin	7-keto-8-amino pelargonic acid synthase	Null	41594.26
EG10122	bioH	ECK3399	P13001	b3412	CG954	g1789817	JW3375	11136	EB0120	aa	OK	256	Counterclockwise	3542096	3542866	76.34	bioB	Biotin	Pimeloyl-ACP carboxylesterase; short acyl chain carboxylesterase, binds CoA; biotin synthesis blocked prior to pimeloyl CoA formation	BioC and BioH are required to synthesize pimeloyl-ACP, a biotin precursor, utilizing the enzymes of fatty acid synthesis to add acyl groups to malonyl-CoA in two cycles to form pimeloyl-ACP methyl ester, which is hydrolyzed by BioH (Lin, 2010). S. marcescens bioH complements E. coli bioH.  	28505.01
EG10123	birA	ECK3965	P06709	b3973	CG952	g1790408	JW3941	13001	EB0121	aa	OK	321	Clockwise	4171105	4172070	89.90	bioR;dhbB	Biotin retention	Bifunctional biotin protein ligase, biotin operon repressor; biotin-[acetyl-CoA carboxylase] holoenzyme synthase; monomeric	Biotinyl-5'-AMP is the co-repressor and is also synthesized by BirA (Cronan, 1988). BirA biotinylates AccB on K122. The biotin operon is regulated by the rate of protein biotination (Cronan, 1989).	35312.00
EG10124	bisC	ECK3538	P20099	b3551	CG951	g87082288	JW5940	11597	EB0122	aa	ALT_INIT[+38]	777	Counterclockwise	3712084	3714417	80.01	Null	Biotin sulfoxide	Biotin sulfoxide and methionine (S) sulfoxide reductase; cytoplasmic	BisC is sufficient for growth on Met-S-SO. BisC is unable to act on protein bound Met-S-SO. The N-terminal 39 amino acids are required for activity and anchor BisC to the cytoplasmic side of the inner membrane.	85850.66
EG10125	bolA	ECK0429	P0ABE2	b0435	CG31032	g87081740	JW5060	1508	EB0123	aa	ALT_INIT[-11]	105	Clockwise	453696	454013	9.78	Null	Bolus	Stationary-phase morphogene, transcriptional repressor for mreB; predicted reductase; also regulates dacA, dacC, and ampC transcription; shape determinant; FtsZ dependent; induced by AI-2 pheromone	BolA overexpression produces osmotically stable spherical cells. bolA and yrbA are paralogs. BolA and OsmC are distant homologs, although BolA does not have the conserved systeines of OsmC; BolA is predicted to be a glutaredoxin-interacting reductase (Huynene, 2005). RpoS regulon.	11993.68
EG10126	btuB	ECK3958	P06129	b3966	CG946	g1790405	JW3938	12987	EB0124	aa	OK; Verified[20]	614	Clockwise	4161662	4163506	89.70	bfe;cer;dcrC	B12 uptake	Vitamin B12 outer membrane receptor; receptor for E colicins, phages BF23 and C1	BtuB translation is regulated by adenosylcobalamin binding directly to btuB mRNA, a vitamin B12-responsive riboswitch.	68407.15
EG10127	btuC	ECK1709	P06609	b1711	CG945	g1788004	JW1701	5712	EB0125	aa	OK	326	Counterclockwise	1792196	1793176	38.63	Null	B12 uptake	Vitamin B12 ABC transporter permease	Null	34949.29
EG10128	btuD	ECK1707	P06611	b1709	CG18499	g1788002	JW1699	5707	EB0126	aa	OK	249	Counterclockwise	1790833	1791582	38.60	Null	B12 uptake	Vitamin B12 ABC transporter ATP-binding protein	Null	27081.18
EG10129	btuE	ECK1708	P06610	b1710	CG18496	g1788003	JW1700	5709	EB0127	aa	OK	183	Counterclockwise	1791582	1792133	38.61	Null	B12 uptake	Glutathione peroxidase; non-specific peroxidase activity	BtuE uses GSH, TrxA or TrxC as reducing agents in vitro; lipid peroxides could be the physiologically-relevant substrates for BtuE (Arenas, 2010). BtuE is induced by oxidative stress (Arenas, 2010). BtuE may be periplasmic but has no signal peptide; a periplasmic location for BtuE also seems unlikely in light of its use of Trx and Grx cytoplasmic proteins as reducing agents. Glutathione peroxidase family. Non-essential for vitamin B12 transport.	20469.56
EG10130	btuR	ECK1264	P0A9H5	b1270	CG18493	g1787525	JW1262	4261	EB0128	aa	OK	196	Counterclockwise	1325791	1326381	28.58	cobA(S.t.)	B12 uptake	Regulatory gene affecting btuB	Null	21998.89
EG10131	cadA	ECK4125	P0A9H3	b4131	CG943	g1790573	JW4092	13526	EB0129	aa	OK; Verified[0]	715	Counterclockwise	4354493	4356640	93.85	Null	Cadaverine	Lysine decarboxylase, acid-inducible; decameric	Induction of the cadAB operon  under acidic conditions and in the presence of lycine neutralized extracellualr environment and enabled production of CO(2); production of cadaverine and aminopropylcadaverine instead of putrescine and spermidine also resulted.  cadAB operon induction also generated a proton motive force.  Lack of cadBA opereon induction results in an increase in speF-potE operon expression. CadA is required for full pathogenicity of Salmonella and Vibrio. CadA and RavA ATPase form a complex. The N-terminus of AdiA from E. coli B was verified (Sabo, 9174).	81260.12
EG10132	cadB	ECK4126	P0AAE8	b4132	CG34228	g1790575	JW4093	13530	EB0130	aa	OK	444	Counterclockwise	4356720	4358054	93.90	Null	Cadaverine	Lysine-cadaverine antiporter	Induction of the cadBA operon under acidic conditions and in the presence of lycine neutralized extracellualr environment and enabled production of CO(2); production of cadaverine and aminopropylcadaverine instead of putrescine and spermidine also resulted.  cadAB operon induction also generated a proton motive force.  Lack of cadBA opereon induction results in an increase in speF-potE operon expression.	46665.03
EG10133	cadC	ECK4127	P23890	b4133	CG34231	g1790576	JW4094	13532	EB0131	aa	OK	512	Counterclockwise	4358419	4359957	93.94	Null	Cadaverine	Transcriptional activator for cadBA, low external pH-, low oxygen-, excess lysine-responsive; homodimeric	cadC transcription is repressed by multicopy leuO.  CadC is a membrane spanning protein with a TM helix predicted from 155 to 180.  The C-terminal periplasmic domain senses external stimuli and the N-terminal domain activates transcription.	57812.95
EG10134	carA	ECK0033	P0A6F1	b0032	CG936	g1786215	JW0030	118	EB0132	aa	OK; Verified[0]	382	Clockwise	29651	30799	0.64	arg;cap;pyrA	Carbamoyl P	Carbamoyl phosphate synthase, small subunit; glutamine-hydrolyzing, tetramer of heterodimers	Null	41431.01
EG10135	carB	ECK0034	P00968	b0033	CG935	g1786216	JW0031	121	EB0133	aa	OK; Verified[1]	1073	Clockwise	30817	34038	0.66	cap;pyrA	Carbamoyl P	Carbamoyl phosphate synthase, ammonia, large subunit; tetramer of heterodimers	Null	117841.72
EG10136	cca	ECK3046	P06961	b3056	CG933	g1789436	JW3028	10031	EB0134	aa	OK	412	Clockwise	3199913	3201151	68.97	Null	CCA tRNA terminus	tRNA nucleotidyltransferase, repairs terminal CCA of tRNAs	The CCA C-terminal HD domain has Ni(2+)-dependent phosphatase activity toward pyrophosphate, canonical 5'-nucleoside tri- and diphosphates, NADP, and 2'-AMP. It also has metal-independent phosphodiesterase activity toward 2',3'-cAMP, -cGMP, and -cCMP.	46467.17
EG10137	cdd	ECK2136	P0ABF6	b2143	CG932	g1788465	JW2131	7086	EB0135	aa	OK; Verified[0]	294	Clockwise	2229866	2230750	48.06	Null	CytiDine Deaminase	Cytidine deaminase; 2-deoxycytidine deaminase; mutants are 5-fluorodeoxycytidine resistant; binds Zn(II)	Null	31539.87
EG10138	cdh	ECK3910	P06282	b3918	CG931	g1790352	JW3889	12797	EB0136	aa	OK	251	Clockwise	4107953	4108708	88.54	pnuE(S.t.);ushB(S.t.)	CDP diglyceride hydrolase	CDP-diglyceride hydrolase; Salmonella ortholog has both UDP sugar hydrolase (UshB) and NAD pyrophosphatase (PnuE) activities	It is unclear if Cdh(E.c.) has UshB or PnuE activity. E. coli is UshB- and cloned cdh does not confer UshB activity, but protein expression is undetectable due to poor translation of cdh(ushB) mRNA	28450.76
EG10139	cdsA	ECK0174	P0ABG1	b0175	CG930	g87081696	JW5810	600	EB0137	aa	ALT_INIT[+36]	285	Clockwise	195677	196534	4.22	Null	CDP diglyceride synthase	CDP-diglyceride synthase, integral membrane protein with eight transmembrane helices; also known as phosphatidate cytidylyltransferase	CdsA binds RNaseE.  CdsA forms degradosome. 	31453.78
EG10140	chbB	ECK1736	P69795	b1738	CG34873	g1788034	JW1727	5797	EB0138	aa	OK	106	Counterclockwise	1819323	1819643	39.21	celA	Chitobiose	N,N'-diacetylchitobiose utilization, enzyme IIB(Chb) of the PTS transport system	The chb operon is induced by N,N'-diacetylchitobiose.  The chb operon was previously thought to encode a cryptic cel operon for a cellobiose degradation system. The Cel+ phenotype is due to mutations making expression chitobiose-independent, but a fully induced operon did not support growth on cellobiose, implying a mutation altering the substrate specificity is needed; several candidate mutations were noted in Genbank, but not proven to alter the specificity of the system (Keyhani, 1997). In contrast, a later study claim that mutations making the operon expression high-level constitutive by chbR and nagC mutations are sufficient for the Cel+ phenotype and that no mutations altering substrate specificity are required (Kachroo, 2007). The chbBC intergenic region contains an RNA decoy (trap-mRNA) which is antisense to the chiX(micM) sRNA; induction of the chb operon leads to chiX(micM) degradation and consequently to chiP induction as chiX(micM) repression is relieved (Overgaard, 2009). In Salmonella, chiX(micM) is also inactivated by the chbBC intergenic region, which in Salmonella (and possibly in E. coli also) is processed by RNase E to a ~3000 bp fragment (Figuera-Bossi (2009).	11426.54
