EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW
EG10119	bioC	ECK0766	P12999	b0777	CG957	g1786994	JW0760	2648	EB0117	aa	OK	251	Clockwise	810745	811500	17.47	Null	Biotin	"Malonyl-CoA methyltransferase, SAM-dependent; biotin synthesis blocked prior to pimeloyl CoA formation"	"BioC and BioH are required to synthesize pimeloyl-ACP, a biotin precursor, utilizing the enzymes of fatty acid synthesis to add acyl groups to malonyl-CoA in two cycles to form pimeloyl-ACP methyl ester; BioC may methylate malonyl-ACP instead of malonyl-CoA (Lin, 2010)."	28276.20
EG10120	bioD	ECK0767	P13000	b0778	CG956	g1786995	JW0761	2650	EB0118	aa	"OK; Verified[1]"	225	Clockwise	811493	812170	17.49	Null	Biotin	Dethiobiotin synthase	False positive lipoprotein prediction, verified amino terminus, Met is cleaved. BioD is 50% identical to paralog YnfK.	24139.59
EG10121	bioF	ECK0765	P12998	b0776	CG955	g1786993	JW0759	2646	EB0119	aa	OK	384	Clockwise	809604	810758	17.45	Null	Biotin	7-keto-8-amino pelargonic acid synthase	Null	41594.26
EG10122	bioH	ECK3399	P13001	b3412	CG954	g1789817	JW3375	11136	EB0120	aa	OK	256	Counterclockwise	3542096	3542866	76.34	bioB	Biotin	"Pimeloyl-ACP carboxylesterase; short acyl chain carboxylesterase, binds CoA; biotin synthesis blocked prior to pimeloyl CoA formation"	BioC and BioH are required to synthesize pimeloyl-ACP, a biotin precursor, utilizing the enzymes of fatty acid synthesis to add acyl groups to malonyl-CoA in two cycles to form pimeloyl-ACP methyl ester, which is hydrolyzed by BioH (Lin, 2010). S. marcescens bioH complements E. coli bioH.  	28505.01
EG10123	birA	ECK3965	P06709	b3973	CG952	g1790408	JW3941	13001	EB0121	aa	OK	321	Clockwise	4171105	4172070	89.90	"bioR;dhbB"	Biotin retention	"Bifunctional biotin protein ligase, biotin operon repressor; biotin-[acetyl-CoA carboxylase] holoenzyme synthase; monomeric"	Biotinyl-5'-AMP is the co-repressor and is also synthesized by BirA (Cronan, 1988). BirA biotinylates AccB on K122. The biotin operon is regulated by the rate of protein biotination (Cronan, 1989).	35312.00
EG10125	bolA	ECK0429	P0ABE2	b0435	CG31032	g87081740	JW5060	1508	EB0123	aa	ALT_INIT[-11]	105	Clockwise	453696	454013	9.78	Null	Bolus	"Stationary-phase morphogene, transcriptional repressor for mreB; predicted reductase; also regulates dacA, dacC, and ampC transcription; shape determinant; FtsZ dependent; induced by AI-2 pheromone"	"BolA overexpression produces osmotically stable spherical cells. bolA and yrbA are paralogs. BolA and OsmC are distant homologs, although BolA does not have the conserved systeines of OsmC; BolA is predicted to be a glutaredoxin-interacting reductase (Huynene, 2005). RpoS regulon."	11993.68
EG10126	btuB	ECK3958	P06129	b3966	CG946	g1790405	JW3938	12987	EB0124	aa	"OK; Verified[20]"	614	Clockwise	4161662	4163506	89.70	"bfe;cer;dcrC"	B12 uptake	"Vitamin B12 outer membrane receptor; receptor for E colicins, phages BF23 and C1"	BtuB translation is regulated by adenosylcobalamin binding directly to btuB mRNA, a vitamin B12-responsive riboswitch.	68407.15
EG10127	btuC	ECK1709	P06609	b1711	CG945	g1788004	JW1701	5712	EB0125	aa	OK	326	Counterclockwise	1792196	1793176	38.63	Null	B12 uptake	Vitamin B12 ABC transporter permease	Null	34949.29
EG10128	btuD	ECK1707	P06611	b1709	CG18499	g1788002	JW1699	5707	EB0126	aa	OK	249	Counterclockwise	1790833	1791582	38.60	Null	B12 uptake	Vitamin B12 ABC transporter ATP-binding protein	Null	27081.18
EG10129	btuE	ECK1708	P06610	b1710	CG18496	g1788003	JW1700	5709	EB0127	aa	OK	183	Counterclockwise	1791582	1792133	38.61	Null	B12 uptake	"Glutathione peroxidase; non-specific peroxidase activity"	"BtuE uses GSH, TrxA or TrxC as reducing agents in vitro; lipid peroxides could be the physiologically-relevant substrates for BtuE (Arenas, 2010). BtuE is induced by oxidative stress (Arenas, 2010). BtuE may be periplasmic but has no signal peptide; a periplasmic location for BtuE also seems unlikely in light of its use of Trx and Grx cytoplasmic proteins as reducing agents. Glutathione peroxidase family. Non-essential for vitamin B12 transport."	20469.56
EG10130	btuR	ECK1264	P0A9H5	b1270	CG18493	g1787525	JW1262	4261	EB0128	aa	OK	196	Counterclockwise	1325791	1326381	28.58	cobA(S.t.)	B12 uptake	Regulatory gene affecting btuB	Null	21998.89
EG10131	cadA	ECK4125	P0A9H3	b4131	CG943	g1790573	JW4092	13526	EB0129	aa	"OK; Verified[0]"	715	Counterclockwise	4354493	4356640	93.85	Null	Cadaverine	"Lysine decarboxylase, acid-inducible; decameric"	"Induction of the cadAB operon  under acidic conditions and in the presence of lycine neutralized extracellualr environment and enabled production of CO(2); production of cadaverine and aminopropylcadaverine instead of putrescine and spermidine also resulted.  cadAB operon induction also generated a proton motive force.  Lack of cadBA opereon induction results in an increase in speF-potE operon expression. CadA is required for full pathogenicity of Salmonella and Vibrio. CadA and RavA ATPase form a complex. The N-terminus of AdiA from E. coli B was verified (Sabo, 9174)."	81260.12
EG10132	cadB	ECK4126	P0AAE8	b4132	CG34228	g1790575	JW4093	13530	EB0130	aa	OK	444	Counterclockwise	4356720	4358054	93.90	Null	Cadaverine	Lysine-cadaverine antiporter	"Induction of the cadBA operon under acidic conditions and in the presence of lycine neutralized extracellualr environment and enabled production of CO(2); production of cadaverine and aminopropylcadaverine instead of putrescine and spermidine also resulted.  cadAB operon induction also generated a proton motive force.  Lack of cadBA opereon induction results in an increase in speF-potE operon expression."	46665.03
EG10133	cadC	ECK4127	P23890	b4133	CG34231	g1790576	JW4094	13532	EB0131	aa	OK	512	Counterclockwise	4358419	4359957	93.94	Null	Cadaverine	"Transcriptional activator for cadBA, low external pH-, low oxygen-, excess lysine-responsive; homodimeric"	cadC transcription is repressed by multicopy leuO.  CadC is a membrane spanning protein with a TM helix predicted from 155 to 180.  The C-terminal periplasmic domain senses external stimuli and the N-terminal domain activates transcription.	57812.95
EG10134	carA	ECK0033	P0A6F1	b0032	CG936	g1786215	JW0030	118	EB0132	aa	"OK; Verified[0]"	382	Clockwise	29651	30799	0.64	"arg;cap;pyrA"	Carbamoyl P	"Carbamoyl phosphate synthase, small subunit; glutamine-hydrolyzing, tetramer of heterodimers"	Null	41431.01
EG10135	carB	ECK0034	P00968	b0033	CG935	g1786216	JW0031	121	EB0133	aa	"OK; Verified[1]"	1073	Clockwise	30817	34038	0.66	"cap;pyrA"	Carbamoyl P	"Carbamoyl phosphate synthase, ammonia, large subunit; tetramer of heterodimers"	Null	117841.72
EG10136	cca	ECK3046	P06961	b3056	CG933	g1789436	JW3028	10031	EB0134	aa	OK	412	Clockwise	3199913	3201151	68.97	Null	CCA tRNA terminus	tRNA nucleotidyltransferase, repairs terminal CCA of tRNAs	The CCA C-terminal HD domain has Ni(2+)-dependent phosphatase activity toward pyrophosphate, canonical 5'-nucleoside tri- and diphosphates, NADP, and 2'-AMP. It also has metal-independent phosphodiesterase activity toward 2',3'-cAMP, -cGMP, and -cCMP.	46467.17
EG10139	cdsA	ECK0174	P0ABG1	b0175	CG930	g87081696	JW5810	600	EB0137	aa	ALT_INIT[+36]	285	Clockwise	195677	196534	4.22	Null	CDP diglyceride synthase	"CDP-diglyceride synthase, integral membrane protein with eight transmembrane helices; also known as phosphatidate cytidylyltransferase"	CdsA binds RNaseE.  CdsA forms degradosome. 	31453.78
EG10145	creD	ECK4392	P08369	b4400	CG929	g1790862	JW4363	14432	EB0143	aa	OK	450	Clockwise	4636201	4637553	99.93	"cet;refII"	Catabolite regulation	Inner membrane protein, function unknown	CreBC regulon. Overproduction of CreD was previously associated with colicin E2 tolerance, but has been shown not to be involved in colicin E2 tolerance (Cariss, 2010).	49829.82
EG10146	cheA	ECK1889	P07363	b1888	CG928	g1788197	JW1877	6294	EB0144	aa	"OK; Verified[1]"	654	Counterclockwise	1971384	1973348	42.49	Null	Chemotaxis	"Histidine protein kinase sensor of chemotactic response; CheY is cognate response regulator; autophosphorylating; CheAS is a short form produced by an internal start at codon 98"	CheAS is required for polar localization of CheZ.  Fla regulon.	71382.39
EG10147	cheB	ECK1884	P07330	b1883	CG927	g1788192	JW1872	6284	EB0145	aa	OK	349	Counterclockwise	1965476	1966525	42.36	Null	Chemotaxis	"Chemotaxis MCP protein-glutamate methylesterase; reverses CheR methylation at specific MCP glutamates"	otherPDB (S. typhimurium): 1CHD, 1A2O. N-terminal response regulator domain inhibits C-terminal methylesterase unless phosphorylated at D56 by CheA. Flagellar regulon.	37467.72
EG10148	cheR	ECK1885	P07364	b1884	CG926	g1788193	JW1873	6286	EB0146	aa	OK	286	Counterclockwise	1966528	1967388	42.39	cheX	Chemotaxis	"Chemotaxis MCP protein methyltransferase, SAM-dependent; binds C-terminus of chemoreceptors; makes glutamate methyl esters"	Overexpression causes filamentous biofilm formation.  otherPDB (S .typhimurium): 1AF7, 1BC5. Flagellar regulon.	32849.44
EG10149	cheW	ECK1888	P0A964	b1887	CG925	g1788196	JW1876	6292	EB0147	aa	OK	167	Counterclockwise	1970860	1971363	42.48	Null	Chemotaxis	"Chemotaxis signal transducer; bridges CheA to chemoreceptors to regulate phophotransfer to CheY and CheB"	Flagellar regulon.	18083.80
EG10150	cheY	ECK1883	P0AE67	b1882	CG924	g1788191	JW1871	6280	EB0148	aa	OK	129	Counterclockwise	1965072	1965461	42.35	Null	Chemotaxis	"Response regulator for chemotactic signal transduction; single-domain response regulator lacking an output domain; CheA is the cognate sensor protein; autoacetylase"	"The proposed mechanism for optimum chemotaxis suggests alteration of side chain signaling state by rotation of Tyr106 side chain; this is presumably modulated by phosphorylation state of the molecule. A mutation resulting in a tyrosine to tryptophan substitution at position 106 results in a hyperactive phenotype, while a double mutation T87I/Y106W resulted in loss of activity. Substitutions at ILE95 affect FliM binding. CheY can be reversibly acetylated at lysine residues 91, 92, 109, 119, 122, and 126 by acetyl-CoA synthase (Acs) in vitro (Barak, 1992; Barak, 2004). CheY can autoacetylate lysines in its C-terminal region in vitro (Barak, 2006). A high level of lysine acetylation of CheY is detected in vivo, and both Acs-dependent, acetate-stimulated acetylation and Acs-independent acetylation occurs (Yan, 2008). In vivo Acs-dependent lysine acetylation of CheY is consistent with the chemotaxis defects observed in Acs mutants and CheY Lys92 mutants (Barak, 2001) Acs-independent acetylation of CheY could be due to autoacetylation or the activity of a second lysine acetyltransferase such as the lysine acetyltransferase YfiQ(Pat) that has been shown to acetylate Acs lysines in vivo in Salmonella. CobB can deacetylate CheY in vitro and in vivo, reducing FliM binding and chemotaxis (Li, 2010). cobB is a mutational phenotypic suppressor of a cheA cheZ double mutation (Li, 2010). Flagellar regulon."	14097.37
EG10152	modC	ECK0754	P09833	b0765	CG920	g1786981	JW0748	2605	EB0150	aa	OK	352	Clockwise	795777	796835	17.15	"chlD;narD"	Molybdenum	"Molybdate uptake; chlorate resistance"	ModC mutants are unable to reduce selenate.	39102.43
EG10153	moeA	ECK0817	P12281	b0827	CG919	g1787049	JW0811	2823	EB0151	aa	OK	411	Counterclockwise	864352	865587	18.63	"bisB;chlE;narE"	Molybdenum	"Molybdopterin (MPT) synthesis; incorporation of molybdenum into MPT; chlorate resistance"	Human gephyrin resembles a fused MoeA and Mog.  MoeA is paralogous to YfaY.  MoeA mutants are unable to reduce selenate.	44067.27
EG10154	moeB	ECK0816	P12282	b0826	CG18472	g1787048	JW0810	2820	EB0152	aa	OK	249	Counterclockwise	863603	864352	18.61	chlN	Molybdenum	"Molybdopterin-synthase sulfurylase; probable adenylation/thiocarboxylation of MoaD C-terminus; chlorate resistance; zinc-containing enyzyme"	Null	26718.83
EG10155	cirA	ECK2148	P17315	b2155	CG916	g1788478	JW2142	7126	EB0153	aa	"OK; Verified[25]"	663	Counterclockwise	2242800	2244791	48.34	"cir;feuA"	Colicin I resistance/receptor	"Colicin I outer membrane receptor and translocator; ferric iron-catecholate transporter"	CirA transports ferric iron-catecholates into cells and the primary function of CirA may be to recapture the hydrolytic products of enterobactin, such as 2,3-dihydroxybenzoic acid and 2,3-dihydroxybenzoylserine (Nikaido, 1990). CirA mediates TonB-dependent translocation of Colicin I into cells (Jakes, 2009). 	73895.73
EG10156	clpA	ECK0873	P0ABH9	b0882	CG31293	g1787109	JW0866	3001	EB0154	aa	"OK; Verified[0]"	758	Clockwise	922487	924763	19.88	lopD	Caseinolytic protease	"ATPase subunit of ClpAP ATP-dependent protease; protease Ti; molecular chaperone"	Null	84206.93
EG10157	clpB	ECK2590	P63284	b2592	CG32875	g1788943	JW2573	8527	EB0155	aa	"OK; Verified[0]"	857	Counterclockwise	2729622	2732195	58.83	htpM	Caseinolytic protease	"Bichaperone with DnaK for protein disaggregation; protein-dependent ATPase; role in de novo protein folding under mild stress conditions"	"ClpB and DnaK cooperate (with DnaJ and GrpE) in the bichaperone-mediated, ATP-dependent unfolding of protein aggregates (Zolkiewski, 1999; Goloubinoff, 1999). ClpB exists in two isoforms, long ClpB(alpha)[ClpB93] and short ClpB(beta3[ClpB79], which is initiated from an internal GUG start at codon 149; both starts have been verified by N-terminal protein sequencing (Pontis, 1991). The dual translation initiation sites for ClpB have been confirmed using site-directed mutagenesis (Park, 1993). The N-terminal domain, present only in the ClpB long form, is required for efficient binding to protein aggregates (Barnett, 2005). ClpB is heat shock protein F84.1 (Squires, 1991). ClpB is regulated by RpoH (Kitagawa, 1991). clpB is required for growth below 8C, which is enabled by transgenic Oleispira antarctica Cpn10/60. HT_Cmplx30_Mem: ClpB+DnaK+InfB+RpsA."	95585.02
EG10158	clpP	ECK0431	P0A6G7	b0437	CG31280	g1786641	JW0427	1515	EB0156	aa	"OK; Verified[14]"	207	Clockwise	455901	456524	9.83	"lopP;wseA"	Caseinolytic protease	"Proteolytic subunit of ClpXP and ClpAP ATP-dependent proteases; protease Ti"	ClpP can simultaneously bind ClpX and ClpA to form a heteromeric complex. Binds TrxA (Kumar, 2004). ClpP is required for MazF-mediated cell death after either DNA damage or inhibition of translation (Amitai, 2009).	23186.65
EG10159	clpX	ECK0432	P0A6H1	b0438	CG31287	g1786642	JW0428	1517	EB0157	aa	"OK; Verified[1]"	424	Clockwise	456650	457924	9.84	lopC	Caseinolytic protease	"ATPase subunit of ClpXP protease; ClpXP degrades ssrA-tagged proteins; molecular chaperone"	Null	46356.01
EG10160	cpdB	ECK4209	P08331	b4213	CG909	g1790658	JW4171	13782	EB0158	aa	"OK; Verified[19]"	647	Counterclockwise	4432645	4434588	95.54	Null	Cyclic nucleotide P-diesterase	2',3'-cyclic nucleotide 2'-phosphodiesterase, periplasmic	Null	70832.19
EG10161	cpsB	ECK2043	P24174	b2049	CG18460	g1788362	JW2034	6791	EB0159	aa	OK	478	Counterclockwise	2121108	2122544	45.72	"manC;mni;rfbM"	Capsular polysaccharide	"Colanic acid (CPS) biosynthesis; mannose 1-P guanyltransferase synthesis"	Null	53016.29
EG10162	cpsG	ECK2042	P24175	b2048	CG37429	g1788361	JW2033	6788	EB0160	aa	OK	456	Counterclockwise	2119633	2121003	45.68	"manB;rfbK"	Capsular polysaccharide	"Phosphomannomutase isozyme; colanic acid biosynthesis synthesis"	Null	50462.58
EG10163	cpxA	ECK3904	P0AE82	b3911	CG908	g1790346	JW3882	12772	EB0161	aa	OK	457	Counterclockwise	4101625	4102998	88.40	"ecfB;eup;rssE;ssd"	Conjugative plasmid expression	"Histidine protein kinase, periplasmic stress sensor; inner membrane protein; CpxR is the two-component cognate response regulator; Kan-R, phage Q resistant; L-serine growth"	Null	51624.25
EG10164	crp	ECK3345	P0ACJ8	b3357	CG906	g1789756	JW5702	10970	EB0162	aa	"OK; Verified[1]"	210	Clockwise	3484142	3484774	75.09	"cap;csm"	cAMP receptor protein	cAMP receptor protein	Null	23640.43
EG10165	crr	ECK2412	P69783	b2417	CG905	g1788757	JW2410	7971	EB0163	aa	"OK; Verified[1]"	169	Clockwise	2533856	2534365	54.61	"gsr;iex;tgs;treD"	Carbohydrate repression resistance	"EIIA(Glc), phosphocarrier for glucose PTS transport; negative control of rpoS"	Phosphorylation of Enzyme IIAGlc is necessary for direct translational control of rpoS.  Formerly EIII(glc), EIIAGlc is also known as EIIACrr.  Dephosphorylation of Enzyme IIAGlc causes inhibition of uptake of a number of non-PTS carbon sources, a process called inducer exclusion. PTS is the phosphoenolpyruvate:carbohydrate phosphotransferase system for the uptake of carbohydrates that are phosphorylated during transport. Binds TrxA (Kumar, 2004).	18251.07
EG10166	cspA	ECK3543	P0A9X9	b3556	CG29540	g1789979	JW3525	11616	EB0164	aa	"OK; Verified[1]"	70	Clockwise	3718072	3718284	80.14	Null	Cold shock protein	"Cold-inducible RNA chaperone and anti-terminator; aids gene expression at low temperature; cold shock protein CS7.4; binds ssRNA and ssDNA"	The cspABEG deletion BX04 is cold-sensitive and forms filaments at 15C (Xia, 2001). A cspA deletion grows slow below 8C (as enabled by transgenic Oleispira antarctica Cpn10/60). CspA is similar to Y-box DNA binding proteins of eukaryotes. Mutant has increased aggregation. Binds TrxA (Kumar, 2004).	7403.28
EG10167	cstA	ECK0591	P15078	b0598	CG31179	g1786814	JW0590	2061	EB0165	aa	OK	701	Clockwise	629117	631222	13.56	ybdC	Carbon starvation	Starvation-induced protein involved in peptide utilization during carbon starvation	Null	75105.24
EG10168	lnt	ECK0649	P23930	b0657	CG31471	g1786878	JW0654	2250	EB0166	aa	OK	512	Counterclockwise	688566	690104	14.84	cutE	Cu tolerance	"Apolipoprotein N-acetyltransferase; copper sensitivity"	Null	57065.82
EG10169	cvpA	ECK2307	P08550	b2313	CG32727	g1788652	JW2310	7633	EB0167	aa	OK	162	Counterclockwise	2428297	2428785	52.34	dedE	Colicin V production	"Affects Col V production; member of purF operon"	Null	17907.01
EG10172	cybB	ECK1410	P0ABE5	b1418	CG17728	g87081903	JW5224	4733	EB0169	aa	ALT_INIT[-12]	176	Clockwise	1488926	1489456	32.09	Null	Cytochrome b	Cytochrome b561	Null	20286.42
EG10173	cydA	ECK0721	P0ABJ9	b0733	CG10369	g87081779	JW0722	2499	EB0170	aa	"ALT_INIT[-1]; Verified[0]"	522	Clockwise	770681	772249	16.61	Null	Cytochrome d	"Cytochrome d (bd-I) terminal oxidase subunit I; upregulated in biofilms and microaerobic conditions; aerobically repressed by H-NS; anaerobically repressed by Fnr"	H-NS, Fnr and ArcA regulons.  ArcA-P antagonizes H-NS repression of cydAB in response to limiting oxygen.  Biofilm microarray result was validated with RT-PCR. HT_Cmplx29_Mem: AppC+CydA.	58205.08
EG10174	cydB	ECK0722	P0ABK2	b0734	CG9469	g1786954	JW0723	2501	EB0171	aa	OK	379	Clockwise	772265	773404	16.64	Null	Cytochrome d	"Cytochrome d (bd-I) terminal oxidase subunit II; upregulated in biofilms and microaerobic conditions; aerobically repressed by H-NS; anaerobically repressed by Fnr"	Fnr and ArcA regulons. ArcA-P antagonizes H-NS repression of cydAB in response to limiting oxygen.	42453.12
EG10176	cynT	ECK0336	P0ABE9	b0339	CG31258	g1786534	JW0330	1171	EB0173	aa	"OK; Verified[0]"	219	Clockwise	358023	358682	7.72	Null	"Cyanase; cyanate metabolism"	Carbonic anhydrase, beta class	Null	23764.26
EG10177	cynX	ECK0338	P17583	b0341	CG31261	g1786536	JW0332	1175	EB0174	aa	OK	384	Clockwise	359216	360370	7.74	Null	"Cyanase; cyanate metabolism"	Putative transporter, function unknown, cyn operon	Major Facilitator Superfamily (MFS). A cynX mutant does not appear to be defective in cyanate sensitivity or utilization (Guilloton, 1993).	41360.70
EG10178	cyoA	ECK0426	P0ABJ1	b0432	CG18439	g1786635	JW0422	1495	EB0175	aa	OK	315	Counterclockwise	449887	450834	9.70	Null	Cytochrome o oxidase	"Cytochrome o oxidase subunit II, lipoprotein; also called cytochrome bo(3) ubiquinol oxidase subunit II"	"2 IM TMS; cleavable signal peptide can be incorrectly predicted as a third TMS. First 24 aa are a type II signal peptide. First 25 aa and the last 200 aa of the mature protein are in the periplasm. Translocation of the N-terminal domain requires YidC; translocation of the large C-terminal domain requires both YidC and the Sec translocon, and is dependent upon prior translocation of the N-terminal domain."	34911.30
