Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra
C6EJQ1_ECOBD	1	1	0	0	2	FUR_ECOLI	C6EJQ1_ECOBD	A	Ferric uptake regulator (Ferric uptake regulator, Fur family)	148	1,695.86	3	3	3	3	3	3						
C6EI20_ECOBD	1	1	1	1	4	YCCF_ECOLI	C6EI20_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)	148	1,130.62	3	4	13	3	4	13	3	3	17	3	3	8
C6ECE6_ECOBD	1	1	1	1	4	RL9_ECOLI	C6ECE6_ECOBD	A	50S ribosomal protein L9	149	9.025.095	38	63	418	11	12	18	5	5	5	1	1	1
C6EJW0_ECOBD	1	1	1	1	4	YGAU_ECOLI	C6EJW0_ECOBD	A	Peptidoglycan-binding LysM (Putative uncharacterized protein ygaU)	149	9.685.524	15	16	60	13	13	25	10	10	31	10	11	17
C6EI26_ECOBD	1	0	0	0	1	YCBG_ECOLI	C6EI26_ECOBD	A	UPF0268 protein ycbG	150	1,405.75	1	1	1									
C6EAL6_ECOBD	1	1	1	0	3	PTKA_ECOLI	C6EAL6_ECOBD	F1	Galactitol-specific enzyme IIA component of PTS (EC 2.7.1.69) (Putative PTS IIA-like nitrogen-regulatory protein PtsN)	150	1,362.77	7	9	17	1	1	1	1	1	1			
C6EDA6_ECOBD	1	1	1	1	4	YICN_ECOLI	C6EDA6_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yicN)	150	8.944.316	4	5	8	4	6	8	4	4	8	5	5	11
C6EAD9_ECOBD	1	1	1	0	3	DKSA_ECOLI	C6EAD9_ECOBD	A	DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein (Transcriptional regulator, TraR/DksA family)	151	2,058.92	2	2	4	2	2	4	1	1	1			
C6EAA5_ECOBD	1	1	1	0	3	FABZ_ECOLI	C6EAA5_ECOBD	F1	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase ((3R)-hydroxymyristoyl ACP dehydrase) (EC 4.2.1.-)	151	2,540.30	11	19	67	2	2	2	8	11	12			
C6EAX4_ECOBD	1	1	0	0	2	MRAZ_ECOLI	C6EAX4_ECOBD	A	Protein mraZ	152	8.855.265	9	12	40	2	2	2						
C6EA49_ECOBD	1	1	1	0	3	XGPT_ECOLI	C6EA49_ECOBD	F1	Xanthine phosphoribosyltransferase (EC 2.4.2.22)	152	1,023.63	1	1	1	1	1	1	1	1	1			
C6EKX6_ECOBD	1	1	1	1	4	YBBJ_ECOLI	C6EKX6_ECOBD	B	Putative uncharacterized protein	152	1,230.68	1	1	1	1	2	4	1	1	1	1	2	4
C6EKD5_ECOBD	1	0	0	0	1	Null	C6EKD5_ECOBD	I	Lysis protein (Predicted murein endopeptidase)	153	8.194.141	1	1	1									
C6ECW0_ECOBD	1	1	0	0	2	YJEE_ECOLI	C6ECW0_ECOBD	A	ATPase with strong ADP affinity (Putative uncharacterized protein)	153	1,372.78	1	1	4	1	1	1						
C6ED61_ECOBD	1	0	0	0	1	SOXR_ECOLI	C6ED61_ECOBD	A	DNA-binding transcriptional dual regulator, Fe-S center for redox-sensing (Transcriptional regulator, MerR family)	154	2,391.33	1	1	1									
C6EIW5_ECOBD	1	0	0	0	1	MNTR_ECOLI	C6EIW5_ECOBD	A	DNA-binding transcriptional regulator of mntH (Iron (Metal) dependent repressor, DtxR family)	155	9.995.834	1	1	1									
C6EDI0_ECOBD	1	1	0	0	2	SECB_ECOLI	C6EDI0_ECOBD	F1	Protein-export protein secB	155	1,098.49	3	3	6	4	4	8						
C6EFZ2_ECOBD	1	1	0	0	2	YIGI_ECOLI	C6EFZ2_ECOBD	B	Putative uncharacterized protein yigI (Thioesterase superfamily protein)	155	995.552	1	1	2	1	1	1						
C6EDK4_ECOBD	1	1	1	1	4	SLYB_ECOLI	C6EDK4_ECOBD	I	17 kDa surface antigen (Outer membrane lipoprotein)	155	1,044.57	8	12	74	8	15	75	7	21	115	7	11	29
C6EGZ4_ECOBD	1	0	0	0	1	ARGR_ECOLI	C6EGZ4_ECOBD	A	Arginine repressor	156	8.304.983	1	1	1									
C6EAI8_ECOBD	1	0	0	0	1	YEHS_ECOLI	C6EAI8_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yehS)	156	1,554.79	6	8	10									
C6ELG9_ECOBD	1	1	0	0	2	RISB_ECOLI	C6ELG9_ECOBD	A	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (Lumazine synthase) (EC 2.5.1.9) (Riboflavin synthase beta chain)	156	2,027.16	8	10	19	2	3	5						
C6EKN1_ECOBD	1	1	1	0	3	BCP_ECOLI	C6EKN1_ECOBD	A	Peroxiredoxin (EC 1.11.1.15) (Thioredoxin-dependent thiol peroxidase) (EC 1.11.1.-) (EC 1.11.1.7)	156	1,028.58	3	3	3	2	2	2	1	1	1			
C6EG67_ECOBD	1	1	1	1	4	ATPF_ECOLI	C6EG67_ECOBD	B	ATP synthase subunit b	156	9.615.314	52	84	867	47	90	587	48	101	994	42	75	244
C6EGC3_ECOBD	1	1	1	1	4	RS7_ECOLI	C6EGC3_ECOBD	A	30S ribosomal protein S7	156	8.105.086	37	69	398	13	18	26	10	13	26	7	10	13
C6EL06_ECOBD	1	1	1	1	4	YLAC_ECOLI	C6EL06_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	156	1,389.76	1	1	1	1	1	1	2	2	4	2	2	3
C6EBH4_ECOBD	1	1	1	1	4	CREA_ECOLI	C6EBH4_ECOBD	G	CreA family protein (Putative uncharacterized protein creA)	157	8.774.778	14	16	56	10	13	22	5	6	11	7	8	9
C6EGD0_ECOBD	1	0	0	0	1	BFR_ECOLI	C6EGD0_ECOBD	A	Bacterioferritin	158	1,669.95	1	1	1									
C6EE23_ECOBD	1	1	0	0	2	RSD_ECOLI	C6EE23_ECOBD	A	Regulator of RpoD, Rsd/AlgQ (Stationary phase protein, binds sigma 70 RNA polymerase subunit)	158	1,096.71	3	3	5	4	4	4						
C6EIQ2_ECOBD	1	1	0	0	2	YBJN_ECOLI	C6EIQ2_ECOBD	A	Predicted oxidoreductase (Putative sensory transduction regulator)	158	1,422.66	1	1	1	1	1	1						
C6ECY5_ECOBD	1	1	1	1	4	FXSA_ECOLI	C6ECY5_ECOBD	B	FxsA cytoplasmic membrane protein (Inner membrane protein)	158	1,364.62	5	5	19	5	5	14	6	7	15	5	6	9
C6EK17_ECOBD	1	1	0	0	2	RSEC_ECOLI	C6EK17_ECOBD	B	Positive regulator of sigma E, RseC/MucC (RseC protein involved in reduction of the SoxR iron-sulfur cluster)	159	1,100.44	1	1	1	1	1	1						
C6EKY3_ECOBD	1	1	0	0	2	YBAK_ECOLI	C6EKY3_ECOBD	A	Putative uncharacterized protein ybaK (YbaK/ebsC protein)	159	1,631.95	10	14	22	2	2	2						
C6EA03_ECOBD	1	1	1	0	3	CCME_ECOLI	C6EA03_ECOBD	B	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	159	1,371.71	2	2	2	3	3	4	2	3	3			
C6EK50_ECOBD	1	0	0	0	1	YBEL_ECOLI	C6EK50_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein ybeL)	160	1,414.73	5	6	7									
C6EJX3_ECOBD	1	1	0	0	2	SSRP_ECOLI	C6EJX3_ECOBD	A	SsrA-binding protein (Small protein B)	160	1,031.53	7	7	20	4	4	8						
C6EEW9_ECOBD	1	1	0	0	2	RRAA_ECOLI	C6EEW9_ECOBD	A	Regulator of ribonuclease activity A	161	1,917.02	6	6	12	3	3	3						
C6ECL5_ECOBD	1	0	1	0	2	SPY_ECOLI	C6ECL5_ECOBD	G	Envelope stress induced periplasmic protein (Putative uncharacterized protein)	161	8.203.871	1	1	1				1	1	1			
C6EAA7_ECOBD	1	1	1	1	4	SKP_ECOLI	C6EAA7_ECOBD	G	Outer membrane chaperone Skp (OmpH) (Periplasmic chaperone)	161	1,092.55	30	54	288	24	31	55	18	22	44	14	21	29
C6EFD8_ECOBD	1	0	0	0	1	GNTK_ECOLI	C6EFD8_ECOBD	A	Carbohydrate kinase, thermoresistant glucokinase family (EC 2.7.1.12)	162	2,744.40	5	6	9									
C6EF56_ECOBD	1	0	0	0	1	RFAH_ECOLI	C6EF56_ECOBD	A	Transcriptional acivator RfaH (Transcriptional activator RfaH)	162	8.824.428	4	4	5									
C6EFN0_ECOBD	1	1	0	0	2	SIEB_ECOLI	C6EFN0_ECOBD	B	Phage superinfection exclusion protein (Putative uncharacterized protein)	162	1,192.66	1	1	1	1	1	1						
C6E9Z0_ECOBD	1	1	1	1	4	ECOT_ECOLI	C6E9Z0_ECOBD	G	Ecotin (Proteinase inhibitor I11 ecotin)	162	1,504.79	8	10	23	8	10	11	3	3	4	2	3	4
C6EKH6_ECOBD	1	1	1	1	4	ISCR_ECOLI	C6EKH6_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, BadM/Rrf2 family)	162	1,146.61	5	6	26	1	1	5	2	2	5	1	1	2
C6EL43_ECOBD	1	1	1	0	3	YAJQ_ECOLI	C6EL43_ECOBD	A	UPF0234 protein yajQ	163	1,202.67	9	9	14	7	7	7	2	2	2			
C6EH23_ECOBD	1	1	1	1	4	PTSN_ECOLI	C6EH23_ECOBD	F1	PTS IIA-like nitrogen-regulatory protein PtsN (Sugar-specific enzyme IIA component of PTS) (EC 2.7.1.69)	163	1,811.04	1	1	1	1	1	1	2	3	4	1	1	1
C6EHZ9_ECOBD	1	0	0	0	1	HYBD_ECOLI	C6EHZ9_ECOBD	A	Hydrogenase expression/formation protein (Predicted maturation element for hydrogenase 2)	164	1,689.96	2	2	2									
C6ELF9_ECOBD	1	1	0	0	2	YFBU_ECOLI	C6ELF9_ECOBD	A	UPF0304 protein yfbU	164	8.725.201	5	5	6	5	5	5						
C6EI93_ECOBD	1	1	1	1	4	LRP_ECOLI	C6EI93_ECOBD	B	DNA-binding transcriptional dual regulator, leucine-binding (Transcriptional regulator, AsnC family)	164	1,045.60	27	43	207	13	15	22	1	1	1	1	1	1
C6EKU1_ECOBD	1	1	1	1	4	PPIB_ECOLI	C6EKU1_ECOBD	A	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	164	1,106.57	5	7	8	6	8	10	1	1	2	2	2	3
C6EHZ0_ECOBD	1	1	1	1	4	YQHA_ECOLI	C6EHZ0_ECOBD	B	UPF0114 protein yqhA	164	1,023.51	3	3	5	3	3	5	5	5	9	4	6	7
C6EBF4_ECOBD	1	1	0	0	2	FTNA_ECOLI	C6EBF4_ECOBD	A	Ferritin iron storage protein (Cytoplasmic) (Ferroxidase) (EC 1.16.3.1)	165	2,130.02	2	2	9	2	2	3						
C6EDY1_ECOBD	1	1	0	0	2	UBIC_ECOLI	C6EDY1_ECOBD	A	Chorismate--pyruvate lyase (CL) (CPL) (EC 4.1.3.40)	165	8.415.256	5	5	13	1	1	1						
C6EE34_ECOBD	1	1	1	1	4	RL10_ECOLI	C6EE34_ECOBD	A	50S ribosomal protein L10	165	8.825.084	40	67	426	14	17	33	15	16	47	12	14	25
C6EH04_ECOBD	1	1	1	1	4	SSPB_ECOLI	C6EH04_ECOBD	A	ClpXP protease specificity-enhancing factor (Stringent starvation protein B)	165	8.175.043	6	8	31	5	6	8	4	4	4	4	4	4
C6EEY4_ECOBD	1	1	0	0	2	CPXP_ECOLI	C6EEY4_ECOBD	F2	Periplasmic protein combats stress (Putative uncharacterized protein)	166	9.765.245	2	2	3	1	1	2						
C6E9R7_ECOBD	1	1	1	0	3	NUOE_ECOLI	C6E9R7_ECOBD	F1	NADH dehydrogenase subunit E (EC 1.6.5.3) (NADH-quinone oxidoreductase, E subunit)	166	1,270.77	5	8	15	3	3	3	1	1	2			
C6EH69_ECOBD	1	0	0	0	1	YHBS_ECOLI	C6EH69_ECOBD	A	GCN5-related N-acetyltransferase (Predicted acyltransferase with acyl-CoA N-acyltransferase domain)	167	2,277.31	1	1	1									
C6EIX0_ECOBD	1	1	1	1	4	DPS_ECOLI	C6EIX0_ECOBD	A	DNA protection during starvation conditions (Ferritin Dps family protein)	167	9.155.258	45	75	587	18	26	34	6	6	9	1	1	1
C6EGG3_ECOBD	1	1	1	1	4	RS5_ECOLI	C6EGG3_ECOBD	A	30S ribosomal protein S5	167	8.744.881	30	65	675	13	19	47	17	23	66	16	22	62
C6EHS7_ECOBD	1	1	1	0	3	MUG_ECOLI	C6EHS7_ECOBD	A	G/U mismatch-specific DNA glycosylase (Uracil-DNA glycosylase superfamily)	168	1,229.66	9	10	21	2	2	2	1	1	1			
C6EFQ8_ECOBD	1	1	1	1	4	TPX_ECOLI	C6EFQ8_ECOBD	A	Redoxin domain protein (Thiol peroxidase) (EC 1.11.1.-)	168	9.785.619	11	11	22	11	12	20	7	8	11	3	3	3
C6EF36_ECOBD	1	0	0	0	1	YIHI_ECOLI	C6EF36_ECOBD	A	Der GTPase-activating protein YihI	169	1,246.60	3	3	4									
C6EGI0_ECOBD	1	1	1	0	3	DEF_ECOLI	C6EGI0_ECOBD	A	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	169	1,280.78	5	5	7	4	4	4	2	2	2			
C6EB94_ECOBD	1	1	1	1	4	C56H_ECOLI	C6EB94_ECOBD	B	Cytochrome B561	169	1,828.89	2	2	4	2	2	4	2	2	4	1	1	3
C6EL60_ECOBD	1	1	1	1	4	PTGA_ECOLI	C6EL60_ECOBD	F1	Glucose-specific PTS system enzyme IIA component (EC 2.7.1.69) (PTS system, glucose subfamily, IIA subunit)	169	1,103.58	20	31	123	13	16	41	8	9	15	3	3	3
C6EJ00_ECOBD	1	1	0	0	2	MOAB_ECOLI	C6EJ00_ECOBD	A	Molybdenum cofactor biosynthesis protein B (Molybdopterin biosynthesis protein B)	170	1,392.65	3	3	3	3	3	3						
C6EKI0_ECOBD	1	0	0	0	1	HSCB_ECOLI	C6EKI0_ECOBD	A	Co-chaperone protein hscB (Hsc20)	171	1,508.75	1	1	1									
C6EJT9_ECOBD	1	1	0	0	2	LUXS_ECOLI	C6EJT9_ECOBD	A	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein luxS)	171	2,171.09	5	6	9	4	4	5						
C6EIW8_ECOBD	1	1	1	1	4	OMPX_ECOLI	C6EIW8_ECOBD	H	Outer membrane protein X (Virulence-related outer membrane protein)	171	1,626.83	14	19	128	12	17	79	12	19	98	13	17	53
C6EF59_ECOBD	1	1	1	1	4	TATB_ECOLI	C6EF59_ECOBD	B	Sec-independent translocase (Twin-arginine translocation protein, TatB subunit)	171	8.213.822	8	9	35	6	6	8	11	14	27	15	17	31
C6EIB6_ECOBD	1	1	1	1	4	YBJP_ECOLI	C6EIB6_ECOBD	I	Predicted lipoprotein (Putative lipoprotein)	171	1,067.66	7	7	19	7	8	15	4	4	9	6	6	9
C6EI28_ECOBD	1	1	1	0	3	FABA_ECOLI	C6EI28_ECOBD	A	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60) (Beta-hydroxydecanoyl thioester dehydrase)	172	1,061.60	4	4	7	4	4	7	1	1	1			
C6EBW4_ECOBD	1	0	0	0	1	RUVC_ECOLI	C6EBW4_ECOBD	A	Crossover junction endodeoxyribonuclease ruvC (EC 3.1.22.4) (Holliday junction nuclease ruvC) (Holliday junction resolvase ruvC)	173	2,117.14	2	2	3									
C6EHC6_ECOBD	1	0	0	0	1	YCED_ECOLI	C6EHC6_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yceD)	173	1,250.78	1	1	1									
C6EJJ6_ECOBD	1	1	1	1	4	PAL_ECOLI	C6EJJ6_ECOBD	I	Peptidoglycan-associated lipoprotein (Peptidoglycan-associated outer membrane lipoprotein)	173	1,423.74	12	17	85	13	18	55	12	16	139	12	14	20
C6EDJ9_ECOBD	1	1	1	1	4	SODC_ECOLI	C6EDJ9_ECOBD	G	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	173	9.135.102	1	1	1	1	1	1	1	1	1	1	1	1
C6ELJ9_ECOBD	1	0	0	0	1	AROL_ECOLI	C6ELJ9_ECOBD	A	Shikimate kinase (EC 2.7.1.71) (Shikimate kinase II) (EC 2.7.1.71)	174	2,802.49	2	2	3									
C6EJV7_ECOBD	1	1	1	1	4	YGAP_ECOLI	C6EJV7_ECOBD	B	Predicted inner membrane protein with hydrolase activity (Rhodanese domain protein)	174	881.4	8	11	24	8	11	17	4	5	8	3	4	6
C6EKZ7_ECOBD	1	1	0	0	2	PRIC_ECOLI	C6EKZ7_ECOBD	A	Primosomal replication priB and priC (Primosomal replication protein N'')	175	9.664.526	2	2	2	1	1	1						
C6EE77_ECOBD	1	1	0	0	2	HSLV_ECOLI	C6EE77_ECOBD	A	ATP-dependent protease subunit HslV (EC 3.4.25.2) (Heat shock protein HslV)	176	9.315.683	2	2	2	1	1	1						
C6EAD7_ECOBD	1	1	0	0	2	LIGT_ECOLI	C6EAD7_ECOBD	A	2'-5' RNA ligase	176	1,144.65	2	2	4	2	2	2						
C6EJU2_ECOBD	1	1	0	0	2	MPRA_ECOLI	C6EJU2_ECOBD	A	DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux (Transcriptional regulator, MarR family)	176	1,558.71	2	2	4	1	1	2						
C6EJ39_ECOBD	1	1	0	0	2	RPPH_ECOLI	C6EJ39_ECOBD	A	Dinucleoside polyphosphate hydrolase (EC 3.6.1.-) (NUDIX hydrolase)	176	1,178.61	1	1	1	1	1	1						
C6EJQ0_ECOBD	1	1	1	0	3	FLAV_ECOLI	C6EJQ0_ECOBD	A	Flavodoxin (Flavodoxin 1)	176	1,082.55	2	2	2	2	2	2	1	1	2			
C6ECC2_ECOBD	1	1	1	0	3	IPYR_ECOLI	C6ECC2_ECOBD	A	Inorganic diphosphatase (EC 3.6.1.1) (Inorganic pyrophosphatase) (EC 3.6.1.1)	176	1,082.43	3	3	3	2	2	2	3	3	3			
C6EGT2_ECOBD	1	1	1	1	4	DSBB_ECOLI	C6EGT2_ECOBD	B	Disulfide bond formation protein B (Disulphide bond formation protein DsbB)	176	1,144.60	2	2	2	2	2	2	1	1	2	1	1	1
C6EHG7_ECOBD	1	1	0	0	2	YMDB_ECOLI	C6EHG7_ECOBD	A	Appr-1-p processing domain protein (Putative uncharacterized protein ymdB)	177	1,776.99	2	2	7	1	1	1						
C6EG68_ECOBD	1	1	1	1	4	ATPD_ECOLI	C6EG68_ECOBD	F1	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)	177	1,143.64	21	36	416	8	14	32	6	9	20	4	5	7
C6EGG1_ECOBD	1	1	1	1	4	RL6_ECOLI	C6EGG1_ECOBD	A	50S ribosomal protein L6	177	1,228.61	33	52	578	17	24	60	14	20	45	9	10	13
C6EIE2_ECOBD	1	1	0	0	2	YGHD_ECOLI	C6EIE2_ECOBD	B	General secretion pathway M protein	178	1,118.58	1	1	1	1	1	1						
C6ED65_ECOBD	1	1	1	0	3	SSB_ECOLI	C6ED65_ECOBD	A	Single-stranded DNA-binding protein	178	1,249.65	6	8	15	4	4	5	1	1	1			
C6ECX4_ECOBD	1	1	1	1	4	BLC_ECOLI	C6ECX4_ECOBD	I	Lipocalin family protein (Outer membrane lipoprotein (Lipocalin))	178	1,986.96	7	7	9	7	7	9	3	3	4	4	4	6
C6ECN2_ECOBD	1	1	1	1	4	YNIB_ECOLI	C6ECN2_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	178	960.511	4	5	12	2	2	2	3	4	7	2	3	4
C6ELM6_ECOBD	1	0	0	0	1	YAIL_ECOLI	C6ELM6_ECOBD	A	Nucleoprotein/polynucleotide-associated enzyme (Putative uncharacterized protein)	179	1,485.80	4	4	12									
C6ELH2_ECOBD	1	1	0	0	2	YAJI_ECOLI	C6ELH2_ECOBD	I	Predicted lipoprotein (Putative uncharacterized protein)	179	1,964.00	1	1	1	1	1	1						
C6EGF8_ECOBD	1	1	1	1	4	RL5_ECOLI	C6EGF8_ECOBD	A	50S ribosomal protein L5	179	2,478.44	42	79	556	36	70	233	19	31	109	19	26	47
C6EGY4_ECOBD	1	1	1	0	3	YCFP_ECOLI	C6EGY4_ECOBD	A	UPF0227 protein ycfP	180	8.394.621	7	8	20	2	2	3	1	1	2			
C6ECN9_ECOBD	1	1	1	1	4	IF3_ECOLI	C6ECN9_ECOBD	A	Translation initiation factor IF-3	180	1,511.71	23	34	90	5	5	5	3	4	7	1	1	1
C6E9S1_ECOBD	1	1	1	1	4	NUOI_ECOLI	C6E9S1_ECOBD	F1	NADH-quinone oxidoreductase subunit I (EC 1.6.99.5) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	180	1,399.72	25	38	164	17	23	60	12	15	25	9	10	14
C6EA94_ECOBD	1	1	0	0	2	YAEQ_ECOLI	C6EA94_ECOBD	A	Putative uncharacterized protein yaeQ (YaeQ family protein)	181	2,403.26	2	2	5	1	1	1						
C6EJP7_ECOBD	1	1	1	0	3	SEQA_ECOLI	C6EJP7_ECOBD	F1	Regulatory protein for replication initiation (SeqA family protein)	181	8.595.361	16	25	102	11	19	25	1	1	1			
C6EF48_ECOBD	1	1	1	1	4	HEMG_ECOLI	C6EF48_ECOBD	A	Protoporphyrin oxidase, flavoprotein (EC 1.3.3.4) (Protoporphyrinogen oxidase) (EC 1.3.3.4)	181	1,193.60	16	20	64	15	20	38	7	9	20	8	8	10
C6EE37_ECOBD	1	1	1	1	4	NUSG_ECOLI	C6EE37_ECOBD	A	Transcription antitermination protein nusG	181	1,194.58	20	30	92	6	7	9	3	3	5	1	1	1
C6EJ79_ECOBD	1	1	1	1	4	SYDP_ECOLI	C6EJ79_ECOBD	F1	Protein syd	181	1,791.03	9	12	28	1	2	4	3	4	6	1	2	2
C6EJY4_ECOBD	1	1	0	0	2	RIMM_ECOLI	C6EJY4_ECOBD	A	Ribosome maturation factor rimM	182	1,549.90	5	5	6	1	1	1						
C6EAT2_ECOBD	1	1	1	0	3	HPRT_ECOLI	C6EAT2_ECOBD	A	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)	182	1,830.97	1	1	4	1	1	2	1	1	1			
C6ECK4_ECOBD	1	1	1	0	3	YNJA_ECOLI	C6ECK4_ECOBD	B	Carboxymuconolactone decarboxylase (Putative uncharacterized protein ynjA)	182	8.825.044	2	2	2	2	2	2	2	2	2			
C6EBF0_ECOBD	1	1	1	1	4	PGSA_ECOLI	C6EBF0_ECOBD	B	CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthetase) (EC 2.7.8.5)	182	914.567	4	4	4	4	4	4	3	3	4	2	2	2
C6ECB5_ECOBD	1	0	0	0	1	YJGA_ECOLI	C6ECB5_ECOBD	A	UPF0307 protein yjgA	183	8.604.473	8	8	29									
C6EAU7_ECOBD	1	1	0	0	2	AMPD_ECOLI	C6EAU7_ECOBD	A	N-acetyl-anhydromuranmyl-L-alanine amidase (N-acetylmuramyl-L-alanine amidase, negative regulator of AmpC, AmpD)	183	1,388.74	1	1	1	1	1	1						
C6EKZ5_ECOBD	1	1	0	0	2	APT_ECOLI	C6EKZ5_ECOBD	A	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	183	1,265.67	2	2	3	2	2	3						
C6EKE8_ECOBD	1	1	0	0	2	YBCL_ECOLI	C6EKE8_ECOBD	G	PEBP family protein (Predicted kinase inhibitor)	183	1,447.80	1	1	1	1	1	1						
C6ECP7_ECOBD	1	1	1	0	3	BTUE_ECOLI	C6ECP7_ECOBD	A	Glutathione peroxidase	183	1,250.67	2	2	4	2	2	3	1	1	1			
C6ECJ2_ECOBD	1	1	1	0	3	YDJA_ECOLI	C6ECJ2_ECOBD	A	Nitroreductase (Predicted oxidoreductase)	183	1,115.61	2	2	2	2	2	2	1	1	1			
C6EGB2_ECOBD	1	1	1	1	4	KEFG_ECOLI	C6EGB2_ECOBD	F1	NAD(P)H dehydrogenase (Quinone)	183	1,573.78	6	6	19	3	3	3	6	7	9	4	4	4
C6EH34_ECOBD	1	1	1	1	4	MLAD_ECOLI	C6EH34_ECOBD	G	Mammalian cell entry related domain protein (Predicted ABC-type organic solvent transporter)	183	9.924.534	21	30	216	19	30	121	20	31	184	21	31	82
C6EHH7_ECOBD	1	1	1	0	3	YCDY_ECOLI	C6EHH7_ECOBD	A	Cytoplasmic chaperone TorD family protein (Putative uncharacterized protein ycdY)	184	1,750.03	5	5	11	2	2	2	1	1	1			
C6E9S2_ECOBD	1	1	1	1	4	NUOJ_ECOLI	C6E9S2_ECOBD	B	NADH dehydrogenase (Quinone) (EC 1.6.99.5) (NADH dehydrogenase subunit J) (EC 1.6.5.3)	184	8.454.475	4	5	63	3	4	18	6	8	23	3	4	6
C6ECC9_ECOBD	1	1	1	0	3	YTFJ_ECOLI	C6ECC9_ECOBD	G	Predicted transcriptional regulator (Uncharacterized protein YtfJ)	185	2,302.10	2	2	2	2	2	2	1	1	1			
C6EFA2_ECOBD	1	1	1	1	4	DCRB_ECOLI	C6EFA2_ECOBD	E	Periplasmic protein (Putative uncharacterized protein)	185	8.955.361	21	34	188	20	32	118	14	23	79	14	22	50
C6EA05_ECOBD	1	1	1	1	4	DSBE_ECOLI	C6EA05_ECOBD	B	Periplasmic thioredoxin of cytochrome c-type biogenesis (Redoxin domain protein)	185	1,727.88	3	3	13	2	2	2	3	3	6	1	1	1
C6EAB3_ECOBD	1	1	1	1	4	RRF_ECOLI	C6EAB3_ECOBD	A	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	185	1,150.65	11	12	26	8	8	9	7	7	8	1	1	1
C6EFH9_ECOBD	1	1	0	0	2	NUDE_ECOLI	C6EFH9_ECOBD	A	ADP-ribose diphosphatase (EC 3.6.1.-) (NUDIX hydrolase)	186	1,590.78	1	1	1	1	1	1						
C6EHF0_ECOBD	1	1	1	1	4	YCEB_ECOLI	C6EHF0_ECOBD	I	Predicted lipoprotein (Putative uncharacterized protein)	186	1,138.47	12	12	34	12	12	20	11	12	19	2	2	2
C6EFP3_ECOBD	1	0	0	0	1	YDAL_ECOLI	C6EFP3_ECOBD	A	Putative uncharacterized protein ydaL (Smr protein/MutS2)	187	1,364.76	3	4	7									
C6EK89_ECOBD	1	1	1	1	4	AHPC_ECOLI	C6EK89_ECOBD	A	Alkyl hydroperoxide reductase, C22 subunit (EC 1.11.1.15) (Peroxiredoxin)	187	1,216.60	10	15	43	11	17	26	10	12	17	1	1	1
C6EI30_ECOBD	1	1	1	1	4	YMBA_ECOLI	C6EI30_ECOBD	E	Putative uncharacterized protein	187	2,115.10	4	5	19	4	7	22	3	3	5	3	3	4
C6EHF6_ECOBD	1	1	0	0	2	C56I_ECOLI	C6EHF6_ECOBD	B	Cytochrome B561 (Predicted cytochrome b561)	188	1,159.53	1	1	1	1	1	1						
C6EBV2_ECOBD	1	1	0	0	2	YECM_ECOLI	C6EBV2_ECOBD	A	Predicted metal-binding enzyme (Putative uncharacterized protein)	188	1,783.02	1	1	1	1	1	1						
C6EJT6_ECOBD	1	0	1	0	2	YQAB_ECOLI	C6EJT6_ECOBD	A	Beta-phosphoglucomutase family hydrolase (Predicted hydrolase)	188	1,020.48	5	5	19				1	1	1			
