Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
C6EBH0_ECOBD	1	1	0	0	2	ARCA_ECOLI	C6EBH0_ECOBD	A	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA (Two component transcriptional regulator, winged helix family)	238	2,043.98	7	7	13	1,252.58	238	3	3	3										
C6EH17_ECOBD	1	1	1	0	3	ARCB_ECOLI	C6EH17_ECOBD	B	Hybrid sensory histidine kinase in two-component regulatory system with ArcA (EC 2.7.3.-) (Multi-sensor hybrid histidine kinase)	778	9.404.887	34	36	86	9.404.887	778	32	35	67	1,161.63	778	26	30	38					
C6EKU5_ECOBD	0	0	0	0	0	ARCC_ECOLI	C6EKU5_ECOBD	A	Carbamate kinase (EC 2.7.2.2) (Predicted carbamate kinase)																				
C6EDP3_ECOBD	0	0	0	0	0	ARCD_ECOLI	C6EDP3_ECOBD	B	Arginine/ornithine antiporter (Predicted arginine/ornithine antiporter transporter)																				
C6EIN4_ECOBD	0	0	0	0	0	ARCL_ECOLI	C6EIN4_ECOBD	A	Carbamate kinase (EC 2.7.2.2) (Predicted amino acid kinase)																				
C6ELQ7_ECOBD	0	0	0	0	0	ARCM_ECOLI	C6ELQ7_ECOBD	A	Carbamate kinase (EC 2.7.2.2) (Predicted carbamate kinase-like protein)																				
C6EJ51_ECOBD	1	0	0	0	1	ARGA_ECOLI	C6EJ51_ECOBD	A	Amino-acid N-acetyltransferase (N-acetylglutamate synthase) (EC 2.3.1.1)	443	1,078.59	3	3	3															
C6EE50_ECOBD	1	1	1	0	3	ARGB_ECOLI	C6EE50_ECOBD	A	Acetylglutamate kinase	258	2,075.08	2	2	3	2,075.08	258	1	1	1	1,969.06	258	1	1	1					
C6EE51_ECOBD	0	0	0	0	0	ARGC_ECOLI	C6EE51_ECOBD	A	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase)																				
C6EGA4_ECOBD	1	1	1	0	3	ARGD_ECOLI	C6EGA4_ECOBD	A	Bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase (EC 2.6.1.11) (EC 2.6.1.17) (Succinylornithine transaminase family) (EC 2.6.1.17)	406	2,718.45	3	3	3	2,718.45	406	3	3	3	1,002.56	406	2	2	2					
C6EE52_ECOBD	1	1	1	0	3	ARGE_ECOLI	C6EE52_ECOBD	A	Acetylornithine deacetylase (EC 3.5.1.16) (Acetylornithine deacetylase (ArgE)) (EC 3.5.1.16)	383	2,805.42	1	1	1	2,805.42	383	1	1	1	1,339.64	383	1	1	1					
C6EIJ1_ECOBD	0	0	0	0	0	ARGK_ECOLI	C6EIJ1_ECOBD	F1	Arginine/ornithine transport system ATPase (EC 2.7.-.-) (LAO/AO transport system ATPase)																				
C6EII6_ECOBD	0	0	0	0	0	ARGO_ECOLI	C6EII6_ECOBD	B	Arginine exporter protein (L-lysine exporter)																				
C6EGZ4_ECOBD	1	0	0	0	1	ARGR_ECOLI	C6EGZ4_ECOBD	A	Arginine repressor	156	8.304.983	1	1	1															
C6ELE3_ECOBD	1	1	1	1	4	ARGT_ECOLI	C6ELE3_ECOBD	G	Cationic amino acid ABC transporter, periplasmic binding protein (Lysine/arginine/ornithine transporter subunit)	260	1,701.83	6	6	11	1,701.83	260	6	6	7	7.953.995	260	6	7	9	1,322.66	260	2	2	2
C6EGU8_ECOBD	0	0	0	0	0	ARIR_ECOLI	C6EGU8_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein ymgB)																				
C6EE49_ECOBD	1	1	1	1	4	ARLY_ECOLI	C6EE49_ECOBD	A	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	457	1,040.57	4	5	6	1,040.57	457	4	5	5	1,428.69	457	2	2	2	1,798.96	457	1	1	1
C6E9U5_ECOBD	1	1	1	1	4	ARNA_ECOLI	C6E9U5_ECOBD	A	Bifunctional polymyxin resistance protein ArnA	660	9.754.995	11	11	19	9.754.995	660	12	12	14	1,709.02	660	7	7	15	1,709.02	660	4	4	5
C6E9U7_ECOBD	1	0	1	0	2	ARNB_ECOLI	C6E9U7_ECOBD	A	DegT/DnrJ/EryC1/StrS aminotransferase	379	1,191.60	8	9	12						3,042.49	379	4	4	4					
C6E9U6_ECOBD	1	1	1	1	4	ARNC_ECOLI	C6E9U6_ECOBD	B	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.7.8.n1) (Undecaprenyl-phosphate Ara4FN transferase)	322	1,462.84	27	39	350	1,462.84	322	26	43	293	1,144.62	322	22	42	427	1,205.47	322	20	32	185
C6E9U4_ECOBD	1	1	1	1	4	ARND_ECOLI	C6E9U4_ECOBD	A	Polysaccharide deacetylase (Putative uncharacterized protein yfbH)	296	8.155.238	19	22	46	8.155.238	296	13	17	23	7.343.216	296	13	15	25	2,814.47	296	7	8	11
C6E9U2_ECOBD	0	0	0	0	0	ARNE_ECOLI	C6E9U2_ECOBD	B	Putative uncharacterized protein yfbW (Small multidrug resistance protein)																				
C6E9U1_ECOBD	0	0	0	0	0	ARNF_ECOLI	C6E9U1_ECOBD	B	Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF (L-Ara4N-phosphoundecaprenol flippase subunit ArnF) (Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF)																				
C6E9U3_ECOBD	1	1	1	1	4	ARNT_ECOLI	C6E9U3_ECOBD	B	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.n1) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	550	1,129.71	8	8	19	9.414.399	550	8	8	14	1,129.71	550	12	12	42	1,157.60	550	8	11	12
C6EI74_ECOBD	0	0	1	1	2	AROA_ECOLI	C6EI74_ECOBD	A	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase)											1,274.68	427	1	1	1	1,274.68	427	1	1	1
C6EFI7_ECOBD	0	0	0	0	0	AROB_ECOLI	C6EFI7_ECOBD	A	3-dehydroquinate synthase (EC 4.2.3.4)																				
C6ELC4_ECOBD	0	0	0	0	0	AROC_ECOLI	C6ELC4_ECOBD	B	Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)																				
C6ECR4_ECOBD	0	0	1	0	1	AROD_ECOLI	C6ECR4_ECOBD	A	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase)											675.44	252	1	1	1					
C6EGI5_ECOBD	0	0	0	0	0	AROE_ECOLI	C6EGI5_ECOBD	A	Shikimate dehydrogenase (EC 1.1.1.25)																				
C6EJZ1_ECOBD	0	0	0	0	0	AROF_ECOLI	C6EJZ1_ECOBD	A	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible (EC 2.5.1.54) (Phospho-2-dehydro-3-deoxyheptonate aldolase) (EC 2.5.1.54)																				
C6EJJ0_ECOBD	0	0	1	0	1	AROG_ECOLI	C6EJJ0_ECOBD	A	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible (EC 2.5.1.54) (Phospho-2-dehydro-3-deoxyheptonate aldolase) (EC 2.5.1.54)											6.304.186	350	1	1	1					
C6ECQ2_ECOBD	1	0	0	0	1	AROH_ECOLI	C6ECQ2_ECOBD	A	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible (EC 2.5.1.54) (Phospho-2-dehydro-3-deoxyheptonate aldolase) (EC 2.5.1.54)	348	9.714.905	1	1	1															
C6EFI6_ECOBD	1	0	0	0	1	AROK_ECOLI	C6EFI6_ECOBD	A	Shikimate kinase (EC 2.7.1.71)	225	1,186.68	4	5	8															
C6ELJ9_ECOBD	1	0	0	0	1	AROL_ECOLI	C6ELJ9_ECOBD	A	Shikimate kinase (EC 2.7.1.71) (Shikimate kinase II) (EC 2.7.1.71)	174	2,802.49	2	2	3															
C6ELJ7_ECOBD	0	0	0	0	0	AROM_ECOLI	C6ELJ7_ECOBD	B	AroM family protein (Putative uncharacterized protein aroM)																				
C6EAU5_ECOBD	1	1	1	1	4	AROP_ECOLI	C6EAU5_ECOBD	B	Amino acid permease-associated region	456	8.594.996	2	3	8	8.594.996	456	2	3	7	1,456.70	456	3	4	6	8.594.996	456	2	3	5
C6EEI2_ECOBD	0	0	0	0	0	ARSB_ECOLI	C6EEI2_ECOBD	B	Arsenical pump membrane protein (Arsenite/antimonite transporter)																				
C6EEI1_ECOBD	0	0	0	0	0	ARSC_ECOLI	C6EEI1_ECOBD	A	Arsenate reductase (EC 1.20.4.1)																				
C6EIB8_ECOBD	1	1	1	1	4	ARTI_ECOLI	C6EIB8_ECOBD	G	Arginine transporter subunit (Cationic amino acid ABC transporter, periplasmic binding protein)	243	3,495.78	15	16	29	3,495.78	243	16	19	22	1,749.91	243	13	15	25	1,203.55	243	5	5	7
C6EIC1_ECOBD	1	1	1	1	4	ARTJ_ECOLI	C6EIC1_ECOBD	G	Arginine transporter subunit (Cationic amino acid ABC transporter, periplasmic binding protein)	243	2,145.12	11	14	19	2,145.12	243	13	16	19	1,157.62	243	8	9	12	1,157.62	243	3	3	3
C6EIC0_ECOBD	1	1	1	1	4	ARTM_ECOLI	C6EIC0_ECOBD	B	Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	222	1,648.98	3	3	3	1,648.98	222	3	3	3	7.063.882	222	3	3	6	8.344.832	222	2	2	2
C6EIB7_ECOBD	1	1	1	1	4	ARTP_ECOLI	C6EIB7_ECOBD	F1	Arginine transporter ATP-binding subunit (Arginine transporter subunit)	242	1,001.54	13	17	76	1,621.80	242	6	8	11	1,100.61	242	7	9	18	1,100.61	242	4	5	7
C6EIB9_ECOBD	1	1	1	1	4	ARTQ_ECOLI	C6EIB9_ECOBD	B	Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	238	1,726.91	2	2	8	1,977.06	238	2	2	4	1,726.91	238	2	2	5	1,726.91	238	1	1	1
C6EJR5_ECOBD	0	0	0	0	0	ASCB_ECOLI	C6EJR5_ECOBD	A	Cryptic 6-phospho-beta-glucosidase (EC 3.2.1.86) (Glycoside hydrolase family 1)																				
C6EJR7_ECOBD	0	0	0	0	0	ASCG_ECOLI	C6EJR7_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, LacI family)																				
C6EG14_ECOBD	0	0	0	0	0	ASLA_ECOLI	C6EG14_ECOBD	G	Acrylsulfatase-like enzyme (EC 3.1.6.1) (Sulfatase)																				
C6EG15_ECOBD	0	0	0	0	0	ASLB_ECOLI	C6EG15_ECOBD	A	Predicted regulator of arylsulfatase activity (Radical SAM domain protein)																				
C6EAP3_ECOBD	1	1	1	1	4	ASMA_ECOLI	C6EAP3_ECOBD	B	AsmA family protein (Predicted assembly protein)	617	1,136.53	19	20	34	9.414.687	617	21	22	31	9.385.195	617	41	57	97	9.414.687	617	21	25	39
C6EG59_ECOBD	1	1	0	0	2	ASNA_ECOLI	C6EG59_ECOBD	A	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	330	1,408.85	2	2	3	1,408.85	330	1	1	1										
C6EJR1_ECOBD	1	1	1	0	3	ASNB_ECOLI	C6EJR1_ECOBD	A	Asparagine synthase (Glutamine-hydrolyzing) (Asparagine synthetase B) (EC 6.3.5.4)	554	8.034.258	4	4	4	8.034.258	554	1	1	1	1,772.88	554	1	1	1					
C6EG60_ECOBD	0	0	0	0	0	ASNC_ECOLI	C6EG60_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, AsnC family)																				
C6ECY6_ECOBD	1	1	1	0	3	ASPA_ECOLI	C6ECY6_ECOBD	A	Aspartate ammonia-lyase	478	1,501.80	9	9	9	1,501.80	478	9	9	9	1,190.68	478	3	3	3					
C6ECJ0_ECOBD	0	0	0	0	0	ASPG1_ECOLI	C6ECJ0_ECOBD	A	Cytoplasmic asparaginase I (EC 3.5.1.1) (L-asparaginase, type I)																				
C6EIF4_ECOBD	0	0	1	0	1	ASPG2_ECOLI	C6EIF4_ECOBD	G	L-asparaginase, type II											1,694.87	348	1	1	1					
C6EDQ1_ECOBD	0	0	0	0	0	ASR_ECOLI	C6EDQ1_ECOBD	G	Acid shock protein (Acid shock repeat protein)																				
C6EH54_ECOBD	1	1	1	1	4	ASSY_ECOLI	C6EH54_ECOBD	A	Argininosuccinate synthase (EC 6.3.4.5)	447	1,283.58	4	4	5	1,127.48	447	4	4	4	1,372.63	447	1	1	1	1,204.62	447	1	1	1
C6ECL1_ECOBD	0	0	0	0	0	ASTA_ECOLI	C6ECL1_ECOBD	A	Arginine N-succinyltransferase (EC 2.3.1.109) (Arginine succinyltransferase) (EC 2.3.1.109)																				
C6ECL3_ECOBD	0	0	0	0	0	ASTB_ECOLI	C6ECL3_ECOBD	A	N-succinylarginine dihydrolase (EC 3.5.3.23)																				
C6ECL0_ECOBD	1	1	1	0	3	ASTC_ECOLI	C6ECL0_ECOBD	A	Acetylornithine and succinylornithine aminotransferase (EC 2.6.1.81) (Succinylornithine transaminase, PLP-dependent) (EC 2.6.1.-)	406	8.744.629	8	8	20	9.894.898	406	1	1	1	2,622.32	406	6	6	6					
C6ECL2_ECOBD	0	0	0	0	0	ASTD_ECOLI	C6ECL2_ECOBD	A	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase)																				
C6ECL4_ECOBD	0	0	0	0	0	ASTE_ECOLI	C6ECL4_ECOBD	A	Succinylglutamate desuccinylase (EC 3.5.1.96)																				
C6EDR4_ECOBD	0	0	0	0	0	ATDA_ECOLI	C6EDR4_ECOBD	A	Diamine N-acetyltransferase (EC 2.3.1.57) (Spermidine N1-acetyltransferase) (EC 2.3.1.57)																				
C6EJN6_ECOBD	0	0	1	0	1	ATKA_ECOLI	C6EJN6_ECOBD	B	Potassium-transporting ATPase A chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium-binding and translocating subunit A) (Potassium-translocating ATPase A chain)											1,594.88	557	1	1	1					
C6EJN7_ECOBD	1	1	1	0	3	ATKB_ECOLI	C6EJN7_ECOBD	B	Potassium-transporting ATPase B chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	682	1,205.63	5	5	5	1,205.63	682	5	5	5	3,428.68	682	7	8	12					
C6EJN8_ECOBD	1	1	1	1	4	ATKC_ECOLI	C6EJN8_ECOBD	B	Potassium-transporting ATPase C chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain)	190	2,355.28	1	1	2	2,355.28	190	1	1	1	2,355.28	190	4	4	5	1,456.84	190	1	1	1
C6ECA6_ECOBD	1	1	1	1	4	ATMA_ECOLI	C6ECA6_ECOBD	B	Magnesium transporter (EC 3.6.3.1) (Magnesium-translocating P-type ATPase) (EC 3.6.3.2)	898	8.184.367	29	35	124	8.184.367	898	27	31	77	1,853.97	898	44	66	222	8.425.823	898	24	26	64
C6E9X8_ECOBD	0	0	0	0	0	ATOA_ECOLI	C6E9X8_ECOBD	A	3-oxoacid CoA-transferase, B subunit (EC 2.8.3.8) (Acetyl-CoA:acetoacetyl-CoA transferase, beta subunit) (EC 2.8.3.-)																				
C6E9X6_ECOBD	0	0	0	0	0	ATOB_ECOLI	C6E9X6_ECOBD	A	Acetyl-CoA acetyltransferase (EC 2.3.1.9)																				
C6E9Y0_ECOBD	0	0	0	0	0	ATOC_ECOLI	C6E9Y0_ECOBD	A	Fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein (Two component, sigma54 specific, transcriptional regulator, Fis family)																				
C6E9X9_ECOBD	0	0	0	0	0	ATOD_ECOLI	C6E9X9_ECOBD	A	3-oxoacid CoA-transferase, A subunit (EC 2.8.3.8) (Acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit) (EC 2.8.3.-)																				
C6E9X7_ECOBD	0	0	0	0	0	ATOE_ECOLI	C6E9X7_ECOBD	B	Short chain fatty acid transporter																				
C6E9Y1_ECOBD	0	0	0	0	0	ATOS_ECOLI	C6E9Y1_ECOBD	B	Sensory histidine kinase in two-component regulatory system with AtoC (EC 2.7.3.-) (Signal transduction histidine kinase, nitrogen specific, NtrB)																				
C6EG65_ECOBD	1	1	1	1	4	ATP6_ECOLI	C6EG65_ECOBD	B	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	271	8.444.888	2	2	8	2,695.29	271	1	3	6	6.793.775	271	6	8	13	2,695.29	271	1	2	4
C6EG69_ECOBD	1	1	1	1	4	ATPA_ECOLI	C6EG69_ECOBD	F1	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	513	2,150.09	62	93	850	8.825.408	513	47	65	141	7.794.299	513	49	65	350	1,229.69	513	44	59	163
C6EG71_ECOBD	1	1	1	1	4	ATPB_ECOLI	C6EG71_ECOBD	F1	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	460	2,343.30	60	90	740	9.615.467	460	47	66	125	9.615.467	460	29	40	77	1,107.55	460	21	24	38
C6EG68_ECOBD	1	1	1	1	4	ATPD_ECOLI	C6EG68_ECOBD	F1	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)	177	1,143.64	21	36	416	961.55	177	8	14	32	1,605.77	177	6	9	20	945.555	177	4	5	7
C6EG72_ECOBD	1	1	0	0	2	ATPE_ECOLI	C6EG72_ECOBD	F1	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	139	8.305.347	14	21	69	1,048.61	139	2	2	2										
C6EG67_ECOBD	1	1	1	1	4	ATPF_ECOLI	C6EG67_ECOBD	B	ATP synthase subunit b	156	9.615.314	52	84	867	9.615.314	156	47	90	587	1,059.58	156	48	101	994	1,169.69	156	42	75	244
C6EG70_ECOBD	1	1	1	1	4	ATPG_ECOLI	C6EG70_ECOBD	F1	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	287	8.484.912	48	72	507	1,311.66	287	20	30	66	1,787.94	287	15	21	52	9.145.671	287	11	14	29
C6EG66_ECOBD	1	1	1	0	3	ATPL_ECOLI	C6EG66_ECOBD	B	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (Lipid-binding protein)	79	1,064.65	1	1	2	1,064.65	79	1	2	5	1,064.65	79	3	3	22					
C6EG64_ECOBD	0	0	0	0	0	ATPZ_ECOLI	C6EG64_ECOBD	B	ATP synthase I chain (F0F1 ATP synthase subunit I) (EC 3.6.3.14)																				
C6EFA5_ECOBD	1	1	1	1	4	ATZN_ECOLI	C6EFA5_ECOBD	B	Heavy metal translocating P-type ATPase	732	9.884.946	29	38	216	9.884.946	732	30	43	208	1,144.60	732	37	69	408	8.154.733	732	26	38	157
C6EEA7_ECOBD	1	1	1	0	3	AVTA_ECOLI	C6EEA7_ECOBD	A	Aminotransferase class I and II (Valine-pyruvate transaminase) (EC 2.6.1.66)	417	9.475.057	3	3	3	9.475.057	417	3	3	3	1,346.77	417	1	1	1					
C6EEV1_ECOBD	0	0	0	0	0	AZOR_ECOLI	C6EEV1_ECOBD	A	Acyl carrier protein phosphodiesterase (EC 3.1.4.14) (NAD(P)H dehydrogenase (Quinone))																				
C6EAM6_ECOBD	1	0	0	0	1	BAER_ECOLI	C6EAM6_ECOBD	A	DNA-binding response regulator in two-component regulatory system with BaeS (Two component transcriptional regulator, winged helix family)	240	2,240.29	1	2	3															
C6EAM7_ECOBD	1	1	1	1	4	BAES_ECOLI	C6EAM7_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	467	1,701.89	3	3	6	1,701.89	467	3	3	4	2,734.38	467	14	16	23	2,249.08	467	9	9	10
C6EJ86_ECOBD	1	1	1	1	4	BARA_ECOLI	C6EJ86_ECOBD	B	Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	918	1,513.73	9	9	10	1,513.73	918	7	7	7	1,180.56	918	14	16	17	1,734.84	918	2	2	2
C6ED11_ECOBD	1	1	1	1	4	BASR_ECOLI	C6ED11_ECOBD	A	DNA-binding response regulator in two-component regulatory system with BasS (Two component transcriptional regulator, winged helix family)	222	8.514.621	9	11	39	1,715.81	222	2	2	2	1,259.77	222	1	1	1	1,259.77	222	1	1	1
C6ED12_ECOBD	1	1	1	1	4	BASS_ECOLI	C6ED12_ECOBD	B	Histidine kinase	366	1,319.73	2	2	2	1,319.73	366	2	2	2	9.524.958	366	8	10	10	9.524.958	366	7	7	10
C6EEA9_ECOBD	0	0	0	0	0	BAX_ECOLI	C6EEA9_ECOBD	G	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase (Putative uncharacterized protein bax)																				
C6EGK5_ECOBD	0	0	0	0	0	BCCP_ECOLI	C6EGK5_ECOBD	A	Acetyl-CoA carboxylase (Acetyl-CoA carboxylase, biotin carboxyl carrier protein)																				
C6EKN1_ECOBD	1	1	1	0	3	BCP_ECOLI	C6EKN1_ECOBD	A	Peroxiredoxin (EC 1.11.1.15) (Thioredoxin-dependent thiol peroxidase) (EC 1.11.1.-) (EC 1.11.1.7)	156	1,028.58	3	3	3	2,294.07	156	2	2	2	1,028.58	156	1	1	1					
C6EA15_ECOBD	1	1	1	1	4	BCR_ECOLI	C6EA15_ECOBD	B	Bicyclomycin/multidrug efflux system (Drug resistance transporter, Bcr/CflA subfamily)	396	1,210.66	1	1	1	1,210.66	396	1	1	1	9.374.925	396	2	2	16	1,210.66	396	1	1	4
C6EEF0_ECOBD	0	0	0	0	0	BCSA_ECOLI	C6EEF0_ECOBD	B	Cellulose synthase catalytic subunit (UDP-forming) (Cellulose synthase, catalytic subunit) (EC 2.4.1.12)																				
C6EEF1_ECOBD	1	1	1	1	4	BCSB_ECOLI	C6EEF1_ECOBD	B	Cellulose synthase subunit B	767	1,245.64	20	23	34	1,245.64	767	21	25	34	1,629.88	767	32	41	68	1,284.59	767	4	5	10
C6EEF3_ECOBD	1	1	0	0	2	BCSC_ECOLI	C6EEF3_ECOBD	G	Cellulose synthase operon C domain protein (Cellulose synthase subunit)	1157	1,583.85	1	1	1	1,583.85	1157	1	1	1										
C6EEN6_ECOBD	0	0	0	0	0	BDM_ECOLI	C6EEN6_ECOBD	A	Biofilm-dependent modulation protein																				
C6ELS0_ECOBD	1	1	1	1	4	BETA_ECOLI	C6ELS0_ECOBD	F1	Choline dehydrogenase (EC 1.1.99.1)	556	9.565.636	11	13	16	1,729.88	556	4	4	5	2,725.35	556	5	5	6	2,113.07	556	3	3	4
C6ELR9_ECOBD	1	1	1	0	3	BETB_ECOLI	C6ELR9_ECOBD	A	Betaine aldehyde dehydrogenase (Betaine aldehyde dehydrogenase, NAD-dependent) (EC 1.2.1.8)	490	1,249.69	3	3	3	1,249.69	490	3	3	3	3,812.94	490	1	1	1					
C6ELR8_ECOBD	0	0	0	0	0	BETI_ECOLI	C6ELR8_ECOBD	A	Transcriptional regulator BetI (Transcriptional regulator, TetR family)																				
C6ELR7_ECOBD	1	1	1	1	4	BETT_ECOLI	C6ELR7_ECOBD	B	Choline transporter of high affinity (Choline/carnitine/betaine transporter)	677	1,273.55	7	8	20	1,273.55	677	7	9	21	9.895.779	677	10	12	60	9.674.667	677	8	8	17
C6EGC9_ECOBD	0	0	0	0	0	BFD_ECOLI	C6EGC9_ECOBD	A	BFD domain protein (2Fe-2S)-binding domain protein (Bacterioferritin-associated ferredoxin)																				
C6EGD0_ECOBD	1	0	0	0	1	BFR_ECOLI	C6EGD0_ECOBD	A	Bacterioferritin	158	1,669.95	1	1	1															
C6EHS0_ECOBD	0	0	0	0	0	BGA2_ECOLI	C6EHS0_ECOBD	A	Cryptic beta-D-galactosidase, alpha subunit (EC 3.2.1.23) (Glycoside hydrolase family 2 TIM barrel)																				
C6ELN6_ECOBD	1	0	1	0	2	BGAL_ECOLI	C6ELN6_ECOBD	A	Beta-D-galactosidase (EC 3.2.1.23) (Beta-galactosidase) (EC 3.2.1.23)	1024	1,083.52	7	7	11						1,394.73	1024	1	1	1					
C6EIK7_ECOBD	0	0	0	0	0	BGLA_ECOLI	C6EIK7_ECOBD	A	Glycoside hydrolase family 1																				
C6EG82_ECOBD	0	0	0	0	0	BGLB_ECOLI	C6EG82_ECOBD	A	Cryptic phospho-beta-glucosidase B (EC 3.2.1.86) (Glycoside hydrolase family 1)																				
C6EG80_ECOBD	0	0	0	0	0	BGLG_ECOLI	C6EG80_ECOBD	A	Transcriptional antiterminator of the bgl operon (Transcriptional antiterminator, BglG)																				
C6EG83_ECOBD	0	0	0	0	0	BGLH_ECOLI	C6EG83_ECOBD	H	Carbohydrate-specific outer membrane porin, cryptic (Porin LamB type)																				
C6EBK4_ECOBD	0	0	0	0	0	BGLJ_ECOLI	C6EBK4_ECOBD	A	DNA-binding transcriptional activator (Transcriptional regulator, LuxR family)																				
C6EDN0_ECOBD	0	0	0	0	0	BGLR_ECOLI	C6EDN0_ECOBD	A	Beta-D-glucuronidase (EC 3.2.1.31) (Beta-glucuronidase) (EC 3.2.1.31)																				
C6EAH9_ECOBD	1	1	1	1	4	BGLX_ECOLI	C6EAH9_ECOBD	G	Beta-D-glucoside glucohydrolase, periplasmic (EC 3.2.1.21) (Glycoside hydrolase family 3 domain protein)	765	9.416.032	45	58	118	9.416.032	765	43	57	101	1,355.59	765	55	73	129	2,878.46	765	9	10	22
C6EGY0_ECOBD	0	0	0	0	0	BHSA_ECOLI	C6EGY0_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein ycfR)																				
C6EJ08_ECOBD	0	0	0	0	0	BIOA_ECOLI	C6EJ08_ECOBD	A	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (Adenosylmethionine-8-amino-7-oxononanoate transaminase) (EC 2.6.1.62)																				
C6EJ07_ECOBD	0	0	0	0	0	BIOB_ECOLI	C6EJ07_ECOBD	B	Biotin synthase (EC 2.8.1.6)																				
C6EJ05_ECOBD	0	0	0	0	0	BIOC_ECOLI	C6EJ05_ECOBD	A	Biotin biosynthesis protein BioC (Predicted methltransferase, enzyme of biotin synthesis)																				
C6EJ04_ECOBD	0	0	0	0	0	BIOD_ECOLI	C6EJ04_ECOBD	A	Dethiobiotin synthase (EC 6.3.3.3) (Dethiobiotin synthetase) (EC 6.3.3.3)																				
C6EDQ5_ECOBD	0	0	0	0	0	BIOD2_ECOLI	C6EDQ5_ECOBD	B	Dethiobiotin synthase (EC 6.3.3.3) (Predicted dethiobiotin synthetase)																				
C6EJ06_ECOBD	0	0	0	0	0	BIOF_ECOLI	C6EJ06_ECOBD	A	8-amino-7-oxononanoate synthase (EC 2.3.1.47)																				
