K12 Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	Common Core 	Gene Ontology ID (Uniprot)	Category	1st Secr Sys	2nd Secr Sys	SignalP SP HMM	Smax HMM	SignalP SP NN	D-score NN	LipoP S	Peptidase	Score	Helixes Predicted	Expected No aas in helixes	Expected No aas in helixes in first 60 aas	Phobius Signal	Phobius TMHs	TatP Signal	TatP D-score	Uniprot Description	Pseudogenes / Mobile Elements Notes
LPXB_ECOLI	C6EAA3_ECOBD		Common Core 	"GO:0009245; GO:0008915"	F1			0	0	0	0		CYT 		0	1.01	0.79		0	35	0.144	Lipid-A-disaccharide synthase (EC 2.4.1.182)	 
LPXA_ECOLI	C6EAA4_ECOBD	Cytoplasm. 	Common Core 	"GO:0008780; GO:0005737; GO:0009245"	A			0	0	25	0		CYT 		0	0.38	0.01		0	39	0.043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	 
FABZ_ECOLI	C6EAA5_ECOBD	Cytoplasm. 	Common Core 	"GO:0005737; GO:0006633; GO:0016836; GO:0009245"	F1			0	0	0	0		CYT 		0	0.70	0.04		0	52	0.031	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase ((3R)-hydroxymyristoyl ACP dehydrase) (EC 4.2.1.-)	 
LPXD_ECOLI	C6EAA6_ECOBD		Common Core 	"GO:0008415; GO:0009245"	A			0	0	0	0		CYT 		0	0.10	0.00		0	45	0.054	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.-)	 
YAET_ECOLI	C6EAA8_ECOBD		Common Core 	GO:0019867	H	SEC	BAM	21	1.000	21	0.748	20	SpI 	10.573	0	9.40	9.20	20	0	41	0.067	Outer membrane protein assembly complex, YaeT protein (Putative uncharacterized protein yaeT)	 
RSEP_ECOLI	C6EAA9_ECOBD		Common Core 	"GO:0016021; GO:0046872; GO:0004222; GO:0005886; GO:0005515; GO:0006508"	B	SEC		0	0	0	0		TMH 	3.000	4	93.76	23.12		4	14	0.088	Membrane-associated zinc metalloprotease (Zinc metallopeptidase)	 
CDSA_ECOLI	C6EAB0_ECOBD		Common Core 	"GO:0016021; GO:0004605"	B	SEC		30	0.948	30	0.603		TMH 	18.335	8	174.91	38.18	18	8	59	0.049	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	 
UPPS_ECOLI	C6EAB1_ECOBD		Common Core 	GO:0008834	A			0	0	0	0		CYT 		0	0.03	0.00		0	57	0.264	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	 
RRF_ECOLI	C6EAB3_ECOBD	Cytoplasm. 	Common Core 	"GO:0005737; GO:0006415"	A			0	0	0	0		CYT 		0	0.00	0.00		0	37	0.091	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	 
PYRH_ECOLI	C6EAB4_ECOBD		Common Core 	"GO:0033862; GO:0008652; GO:0005737; GO:0006221"	A			0	0	0	0		CYT 		0	3.80	2.63		0	38	0.041	Uridylate kinase (EC 2.7.4.22)	 
RS2_ECOLI	C6EAB6_ECOBD		Common Core 	"GO:0015935; GO:0003735; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.00	0.00		0	34	0.128	30S ribosomal protein S2	 
AMPM_ECOLI	C6EAB7_ECOBD		Common Core 	"GO:0004177; GO:0009987; GO:0046872; GO:0008235; GO:0006508"	A			0	0	0	0		CYT 		0	0.00	0.00		0	22	0.060	Methionine aminopeptidase (EC 3.4.11.18)	 
GLND_ECOLI	C6EAB8_ECOBD		Common Core 	"GO:0008773; GO:0016597; GO:0006807"	A			0	0	0	0		CYT 		0	0.10	0.00		0	9	0.113	[Protein-PII] uridylyltransferase (PII uridylyl-transferase) (EC 2.7.7.59) (UTase) (Uridylyl-removing enzyme)	 
DAPD_ECOLI	C6EAB9_ECOBD	Cytoplasm. 	Common Core 	"GO:0008666; GO:0005737; GO:0019877"	A			0	0	24	0		CYT 		0	0.02	0.00		0	23	0.116	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase)	 
YAEH_ECOLI	C6EAC1_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.00	0.00		0	43	0.048	UPF0325 protein yaeH	 
CDAR_ECOLI	C6EAC2_ECOBD		Common Core 	GO:0003677	A			0	0	0	0		CYT 		0	0.02	0.00		0	16	0.046	DNA-binding transcriptional activator (Transcriptional regulator, CdaR)	 
DGTP_ECOLI	C6EAC4_ECOBD		Common Core 	"GO:0046039; GO:0008832; GO:0000287"	A			0	0	0	0		CYT 		0	0.00	0.00		0	19	0.108	Deoxyguanosinetriphosphate triphosphohydrolase (dGTP triphosphohydrolase) (dGTPase) (EC 3.1.5.1)	 
MTNN_ECOLI	C6EAC5_ECOBD		Common Core 	"GO:0019509; GO:0008782; GO:0008930; GO:0009164"	A			0	0	0	0		CYT 		0	0.03	0.02		0	56	0.091	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-methylthioadenosine nucleosidase) (S-adenosylhomocysteine nucleosidase)	 
BTUF_ECOLI	C6EAC6_ECOBD		Common Core 	"GO:0006827; GO:0005381"	G	SEC		23	0.990	23	0.865	22	SpI 	10.843	0	5.44	5.44	22	0	39	0.135	Periplasmic binding protein (Vitamin B12-transporter protein BtuF)	 
ERPA_ECOLI	C6EAC8_ECOBD		Common Core 	"GO:0016226; GO:0051536; GO:0005198"	A			0	0	0	0		CYT 		0	0.05	0.05		0	14	0.085	Iron-sulfur cluster assembly accessory protein (Putative uncharacterized protein yadR)	 
GSA_ECOLI	C6EAD0_ECOBD	Cytoplasm. 	Common Core 	"GO:0042286; GO:0030170; GO:0033014; GO:0008483"	A			0	0	26	0		CYT 		0	0.35	0.01		0	25	0.249	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase)	 
FHUD_ECOLI	C6EAD2_ECOBD		Common Core 	"GO:0006827; GO:0005381"	G	TAT / SEC		31	1.000	31	0.692	30	SpI 	8.812	0	7.21	2.18	30	0	30	0.220	Iron-hydroxamate transporter subunit (Periplasmic binding protein)	 
FHUC_ECOLI	C6EAD3_ECOBD		Common Core 	"GO:0005524; GO:0016887"	F1			0	0	0	0		CYT 		0	1.04	0.34		0	36	0.295	ABC transporter related (Iron-hydroxamate transporter subunit)	 
HRPB_ECOLI	C6EAD6_ECOBD		Common Core 	"GO:0005524; GO:0008026; GO:0003676"	A			0	0	0	0		CYT 		0	0.00	0.00	26	0	43	0.168	ATP-dependent helicase HrpB (Predicted ATP-dependent helicase)	 
LIGT_ECOLI	C6EAD7_ECOBD		Common Core 	"GO:0008664; GO:0016070; GO:0005622"	A			0	0	0	0		CYT 		0	0.13	0.00		0	10	0.044	2'-5' RNA ligase	 
SFSA_ECOLI	C6EAD8_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.09	0.00		0	40	0.083	Sugar fermentation stimulation protein A	 
DKSA_ECOLI	C6EAD9_ECOBD		Common Core 	"GO:0003677; GO:0008270"	A			0	0	0	0		CYT 		0	0.00	0.00		0	18	0.253	DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein (Transcriptional regulator, TraR/DksA family)	 
GLUQ_ECOLI	C6EAE0_ECOBD		Common Core 	"GO:0005524; GO:0005737; GO:0016876; GO:0043039; GO:0006400; GO:0006412"	A			0	0	0	0		CYT 		0	0.08	0.08		0	45	0.147	Glutamyl-Q tRNA(Asp) synthetase (Glu-Q-RSs) (EC 6.1.1.-)	 
PCNB_ECOLI	C6EAE1_ECOBD		Common Core 	"GO:0005524; GO:0003723; GO:0006378; GO:0004652"	B	SEC		0	0	0	0		CYT 		0	0.13	0.00		0	25	0.097	Poly(A) polymerase (EC 2.7.7.19)	 
PSUT_ECOLI	C6EAE9_ECOBD		Common Core 	"GO:0016020; GO:0001882; GO:0005415"	B	SEC		25	0.674	13	0		TMH 	2.444	8	204.60	39.95		10	55	0.187	Nucleoside transporter (Predicted nucleoside transporter)	 
NSR_ECOLI	C6EAF0_ECOBD		Common Core 	"GO:0003677; GO:0045449"	A			0	0	0	0		CYT 		0	0.18	0.04		0	16	0.097	Transcriptional regulator, Crp/Fnr family	 
RIHB_ECOLI	C6EAF1_ECOBD		Common Core 	GO:0050263	A			0	0	0	0		CYT 		0	0.22	0.11		0	40	0.044	Ribonucleoside hydrolase 2 (EC 3.2.2.-) (Ribosylpyrimidine nucleosidase) (EC 3.2.2.8)	 
YEIE_ECOLI	C6EAF6_ECOBD		Common Core 	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	0.21	0.00		0	36	0.247	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	 
LYSP_ECOLI	C6EAF7_ECOBD		Common Core 	"GO:0015171; GO:0016021"	B	SEC		0	0	0	0		TMH 	10.738	12	266.44	30.22		12	46	0.376	Amino acid permease-associated region (Lysine transporter)	 
SFGH2_ECOLI	C6EAF9_ECOBD		Common Core 	"GO:0018738; GO:0004091; GO:0016023"	A			0	0	0	0		TMH 	0.234	0	0.02	0.00		0	40	0.130	Predicted esterase (EC 3.1.1.-) (S-formylglutathione hydrolase) (EC 3.1.2.12)	 
GALS_ECOLI	C6EAG2_ECOBD		Common Core 	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	0.09	0.01		0	30	0.100	DNA-binding transcriptional repressor (Transcriptional regulator, LacI family)	 
YEIA_ECOLI	C6EAG5_ECOBD		Common Core 	"GO:0006207; GO:0006222; GO:0005737; GO:0004158; GO:0017113; GO:0009055; GO:0051536; GO:0055114"	A			0	0	0	0		CYT 		0	0.10	0.06		0	54	0.074	Dihydroorotate dehydrogenase family protein (EC 1.3.1.2) (Dihydropyrimidine dehydrogenase)	 
YEIT_ECOLI	C6EAG6_ECOBD		Common Core 	"GO:0050660; GO:0051536; GO:0055114; GO:0016491"	A			0	0	0	0		CYT 		0	0.00	0.00		0	39	0.179	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Predicted oxidoreductase)	 
SANA_ECOLI	C6EAG8_ECOBD		Common Core 		B	SEC		23	0.993	12	0.579		TMH 	6.956	1	25.05	24.63	22	0	3	0.084	Putative uncharacterized protein (Putative uncharacterized protein sanA)	 
CDD_ECOLI	C6EAG9_ECOBD		Common Core 	"GO:0004126; GO:0008270"	B	SEC		0	0	0	0		CYT 		0	0.16	0.02		0	60	0.062	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)	 
YOHK_ECOLI	C6EAH0_ECOBD		Common Core 	GO:0016020	B	SEC		0	0	16	0.454		TMH 	1.427	6	121.57	39.32	23	4	39	0.076	LrgB family protein (Predicted inner membrane protein)	 
DUSC_ECOLI	C6EAH2_ECOBD		Common Core 	"GO:0050660; GO:0055114; GO:0017150; GO:0008033"	A			0	0	0	0		CYT 		0	0.00	0.00		0	6	0.034	Dihydrouridine synthase DuS (tRNA-dihydrouridine synthase C)	 
YOHF_ECOLI	C6EAH4_ECOBD		Common Core 	"GO:0005488; GO:0055114; GO:0016491"	A			0	0	0	0		CYT 		0	0.12	0.00		0	19	0.048	Predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain (Short-chain dehydrogenase/reductase SDR)	 
YOHC_ECOLI	C6EAH6_ECOBD		Common Core 		B	SEC		0	0	0	0		TMH 	2.034	5	113.26	22.37		5	72	0.049	Predicted inner membrane protein (Putative uncharacterized protein)	 
PBP7_ECOLI	C6EAH7_ECOBD		Common Core 	"GO:0006508; GO:0009002"	G	SEC		26	1.000	26	0.885	25	SpI 	17.102	0	2.20	2.18	25	0	30	0.216	Peptidase S11 D-alanyl-D-alanine carboxypeptidase 1	 
DLD_ECOLI	C6EAH8_ECOBD		Common Core 	"GO:0008720; GO:0050660; GO:0051287; GO:0006089; GO:0055114; GO:0055085"	F1			0	0	0	0		CYT 		0	0.18	0.12		0	48	0.184	D-lactate dehydrogenase (EC 1.1.1.28) (D-lactate dehydrogenase, FAD-binding, NADH independent) (EC 1.1.1.28)	 
BGLX_ECOLI	C6EAH9_ECOBD		Common Core 	"GO:0008422; GO:0005975"	G	SEC		21	1.000	21	0.541	20	SpI 	6.294	0	0.24	0.20	20	0	36	0.055	Beta-D-glucoside glucohydrolase, periplasmic (EC 3.2.1.21) (Glycoside hydrolase family 3 domain protein)	 
OSMF_ECOLI	C6EAI0_ECOBD		Common Core 	"GO:0005488; GO:0005215"	G	SEC		24	1.000	24	0.893	23	SpI 	13.946	0	1.10	1.09	23	0	23	0.054	Predicted transporter subunit: periplasmic-binding component of ABC superfamily (Substrate-binding region of ABC-type glycine betaine transport system)	 
YEHX_ECOLI	C6EAI2_ECOBD		Common Core 	"GO:0005524; GO:0016887"	F1			0	0	0	0		CYT 		0	0.02	0.00		0	46	0.150	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	 
MLRA_ECOLI	C6EAI5_ECOBD		Common Core 	"GO:0003677; GO:0000166; GO:0006355; GO:0003700"	B	SEC		0	0	23	0		CYT 		0	15.13	0.04		1	37	0.022	DNA-binding transcriptional regulator (Transcriptional regulator, MerR family)	 
YEHU_ECOLI	C6EAI6_ECOBD		Common Core 	"GO:0005524; GO:0007047; GO:0016021; GO:0000155; GO:0000160"	B	SEC		0	0	0	0		TMH 	6.368	6	128.90	37.77		6	30	0.060	Predicted sensory kinase in two-component system with YehT (Signal transduction histidine kinase, LytS) (EC 2.7.13.3)	 
YEHT_ECOLI	C6EAI7_ECOBD		Common Core 	"GO:0006355; GO:0000156; GO:0000160"	A			0	0	0	0		CYT 		0	0.00	0.00		0	42	0.024	Predicted response regulator in two-component system withYehU (Two component transcriptional regulator, LytTR family)	 
YEHS_ECOLI	C6EAI8_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.10	0.09		0	32	0.049	Putative uncharacterized protein (Putative uncharacterized protein yehS)	 
SYM_ECOLI	C6EAJ7_ECOBD		Common Core 	"GO:0005524; GO:0005737; GO:0046872; GO:0004825; GO:0006431; GO:0000049"	A_trl			0	0	0	0		CYT 		0	0.11	0.09		0	17	0.043	Methionyl-tRNA synthetase	 
MRP_ECOLI	C6EAJ8_ECOBD		Common Core 	GO:0005524	A			0	0	0	0		CYT 		0	0.04	0.03		0	14	0.290	Antiporter inner membrane protein (Mrp protein)	 
THID_ECOLI	C6EAK7_ECOBD		Common Core 	"GO:0008972; GO:0009228"	A			0	0	1	0		CYT 		0	0.65	0.65		0	31	0.183	Phosphomethylpyrimidine kinase (EC 2.7.4.7)	 
YEGX_ECOLI	C6EAK8_ECOBD		Common Core 	"GO:0043169; GO:0016998; GO:0003796; GO:0009253"	B	SEC		25	0.914	17	0.540		TMH 	7.433	1	17.87	17.32	25	0	27	0.206	Glycoside hydrolase family 25 (Predicted hydrolase)	 
YEGW_ECOLI	C6EAK9_ECOBD		Common Core 	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350; GO:0030528"	A			0	0	0	0		CYT 		0	0.00	0.00		0	18	0.044	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, GntR family)	 
YEGU_ECOLI	C6EAL1_ECOBD		Common Core 	GO:0016787	A			0	0	0	0		CYT 		0	0.07	0.04		0	32	0.270	ADP-ribosylation/Crystallin J1 (Predicted hydrolase)	 
YEGR_ECOLI	C6EAM3_ECOBD		Common Core 		I	SEC	LOL	23	0.987	22	0.539	17	SpII 	15.174	0	2.92	2.92	22	0	62	0.031	Putative uncharacterized protein (Putative uncharacterized protein yegR)	 
YEGQ_ECOLI	C6EAM4_ECOBD		Common Core 	"GO:0008233; GO:0006508"	A			0	0	22	0		CYT 		0	0.02	0.00		0	26	0.094	Peptidase U32 (Predicted peptidase) (EC 3.4.-.-)	 
YEGP_ECOLI	C6EAM5_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.00	0.00		0	39	0.165	Putative uncharacterized protein (Putative uncharacterized protein yegP)	 
BAER_ECOLI	C6EAM6_ECOBD		Common Core 	"GO:0003677; GO:0005622; GO:0006355; GO:0006350; GO:0000156; GO:0000160"	A			0	0	0	0		CYT 		0	0.00	0.00		0	1	0.051	DNA-binding response regulator in two-component regulatory system with BaeS (Two component transcriptional regulator, winged helix family)	 
BAES_ECOLI	C6EAM7_ECOBD	"Membrane; Multi-pass membrane protein. "	Common Core 	"GO:0005524; GO:0016021; GO:0018106; GO:0000155; GO:0000160"	B	SEC		0	0	31	0		TMH 	6.325	2	43.45	21.73		2	30	0.133	Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	 
MDTB_ECOLI	C6EAN0_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	Common Core 	"GO:0016020; GO:0005215"	B	SEC		0	0	28	0		TMH 	4.888	11	245.79	22.49		12	33	0.134	Multidrug resistance protein mdtB (Multidrug transporter mdtB)	 
MDTA_ECOLI	C6EAN1_ECOBD	"Cell inner membrane; Peripheral membrane protein. "	Common Core 	"GO:0016020; GO:0009306; GO:0008565"	F2	SEC		0	0	22	0.678		TMH 	7.315	1	19.63	19.60		1	67	0.227	Multidrug resistance protein mdtA (Multidrug transporter mdtA)	 
YEGI_ECOLI	C6EAN7_ECOBD		Common Core 	"GO:0005524; GO:0003677; GO:0006281; GO:0006468; GO:0004672"	B	SEC		0	0	0	0		CYT 		0	28.54	0.00		2	28	0.179	Putative uncharacterized protein (Putative uncharacterized protein yegI)	 
YEGD_ECOLI	C6EAN8_ECOBD		Common Core 	GO:0005524	A			0	0	0	0		CYT 		0	0.00	0.00		0	45	0.069	Predicted chaperone (Uncharacterized chaperone protein YegD)	 
URK_ECOLI	C6EAP1_ECOBD	Cytoplasm. 	Common Core 	"GO:0005524; GO:0016773; GO:0004849"	A			0	0	19	0		CYT 		0	1.57	1.57		0	24	0.169	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	 
DCD_ECOLI	C6EAP2_ECOBD		Common Core 	"GO:0008829; GO:0006229; GO:0005515; GO:0009220"	A			0	0	0	0		CYT 		0	0.11	0.00		0	49	0.079	Deoxycytidine triphosphate deaminase (dCTP deaminase) (EC 3.5.4.13)	 
ASMA_ECOLI	C6EAP3_ECOBD		Common Core 		B	SEC		23	0.999	17	0.531		TMH 	10.213	1	21.41	21.39	21	0	17	0.062	AsmA family protein (Predicted assembly protein)	 
YEGH_ECOLI	C6EAP4_ECOBD		Common Core 	"GO:0050660; GO:0003824; GO:0016021; GO:0055114"	B	SEC		0	0	0	0		TMH 	2.581	7	145.65	35.57		7	5	0.072	Fused predicted membrane protein/predicted membrane protein (Integral membrane protein TerC)	 
WZA_ECOLI	C6EAP5_ECOBD		Common Core 	"GO:0016020; GO:0015159"	I	SEC	LOL	34	0.983	8	0.536	20	SpII 	12.393	0	3.44	3.44	25	0	34	0.051	Lipoprotein required for capsular polysaccharide translocation through the outer membrane (Polysaccharide export protein)	 
WZB_ECOLI	C6EAP6_ECOBD		Common Core 	"GO:0006470; GO:0004725"	A			0	0	0	0		CYT 		0	0.00	0.00		0	53	0.068	Protein tyrosine phosphatase (Protein-tyrosine phosphatase) (EC 3.1.3.48)	 
WZC_ECOLI	C6EAP7_ECOBD		Common Core 	"GO:0045227; GO:0030234; GO:0009103; GO:0016020; GO:0004715; GO:0004714"	B	SEC		0	0	0	0		CYT 		2	53.30	22.24		2	42	0.050	Capsular exopolysaccharide family (EC 2.7.10.2) (Protein-tyrosine kinase) (EC 2.7.10.1)	 
WCAA_ECOLI	C6EAP8_ECOBD		Common Core 	GO:0016740	A			0	0	0	0		CYT 		0	0.00	0.00		0	20	0.028	Glycosyl transferase family 2 (Predicted glycosyl transferase)	 
WCAB_ECOLI	C6EAP9_ECOBD		Common Core 	GO:0016740	A			0	0	0	0		CYT 		0	6.08	5.70		0	7	0.221	Predicted acyl transferase (Putative colanic acid biosynthesis acetyltransferase WcaB)	 
WCAC_ECOLI	C6EAQ0_ECOBD		Common Core 	"GO:0009058; GO:0016740"	A			0	0	0	0		CYT 		0	0.04	0.00		0	11	0.252	Glycosyl transferase (Predicted glycosyl transferase)	 
WCAE_ECOLI	C6EAQ2_ECOBD		Common Core 	GO:0016740	A			0	0	0	0		CYT 		0	0.07	0.00		0	26	0.032	Glycosyl transferase family 2 (Predicted glycosyl transferase)	 
WCAF_ECOLI	C6EAQ3_ECOBD		Common Core 	GO:0016740	A			0	0	0	0		CYT 		0	6.14	6.09		0	28	0.292	Predicted acyl transferase (Transferase hexapeptide repeat containing protein)	 
GM4D_ECOLI	C6EAQ4_ECOBD		Common Core 	"GO:0008446; GO:0019673; GO:0050662; GO:0005622"	A			0	0	0	0		CYT 		0	0.00	0.00		0	31	0.046	GDP-D-mannose dehydratase, NAD(P)-binding (EC 4.2.1.47) (GDP-mannose 4,6-dehydratase)	 
FCL_ECOLI	C6EAQ5_ECOBD		Common Core 	"GO:0044237; GO:0050662; GO:0016853; GO:0055114; GO:0016491"	A			0	0	0	0		CYT 		0	0.11	0.00		0	20	0.144	Bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase (EC 1.-.-.-) (EC 5.1.3.-) (NAD-dependent epimerase/dehydratase)	 
NUDD_ECOLI	C6EAQ6_ECOBD		Common Core 	GO:0016818	A			0	0	0	0		CYT 		0	0.06	0.00		0	9	0.226	NUDIX hydrolase	 
WCAI_ECOLI	C6EAQ7_ECOBD		Common Core 	"GO:0009058; GO:0016740"	B	SEC		0	0	0	0		CYT 		0	1.63	0.00		0	29	0.045	Glycosyl transferase group 1 (Predicted glycosyl transferase)	 
MANC_ECOLI	C6EAQ8_ECOBD		Common Core 	"GO:0016853; GO:0009103; GO:0008928; GO:0004475"	A			0	0	0	0		CYT 		0	0.03	0.03		0	26	0.107	Mannose-1-phosphate guanyltransferase (EC 2.7.7.22) (Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase) (EC 2.7.7.13)	 
MANB_ECOLI	C6EAQ9_ECOBD		Common Core 	"GO:0005975; GO:0000287; GO:0004615"	A			0	0	0	0		CYT 		0	0.02	0.00		0	59	0.033	Phosphomannomutase (EC 5.4.2.8)	 
WCAJ_ECOLI	C6EAR0_ECOBD		Common Core 	"GO:0005488; GO:0047360"	B	SEC		0	0	0	0		TMH 	4.268	5	109.97	37.06		5	31	0.132	Predicted UDP-glucose lipid carrier transferase (Undecaprenyl-phosphate glucose phosphotransferase) (EC 2.7.8.6)	 
WZXC_ECOLI	C6EAR1_ECOBD		Common Core 	"GO:0016020; GO:0000271"	B	SEC		0	0	0	0		TMH 	3.474	12	265.61	38.63		12	17	0.160	Colanic acid exporter (Polysaccharide biosynthesis protein)	 
WCAK_ECOLI	C6EAR2_ECOBD		Common Core 	GO:0016740	A			0	0	0	0		CYT 		0	0.12	0.00		0	26	0.060	Polysaccharide pyruvyl transferase (Predicted pyruvyl transferase)	 
WCAL_ECOLI	C6EAR3_ECOBD		Common Core 	"GO:0009058; GO:0016740"	A			0	0	0	0		CYT 		0	0.04	0.02	14	0	47	0.046	Glycosyl transferase group 1 (Predicted glycosyl transferase)	 
WCAM_ECOLI	C6EAR4_ECOBD		Common Core 		G	TAT		29	1.000	29	0.848	28	SpI 	15.795	0	0.29	0.18	28	0	28	0.465	Predicted colanic acid biosynthesis protein (Putative uncharacterized protein)	 
GALF_ECOLI	C6EAR5_ECOBD		Common Core 	"GO:0006011; GO:0003983; GO:0009058; GO:0030234"	B	SEC		23	0.742	0	0		CYT 		0	0.17	0.17		0	25	0.059	Predicted subunit with GalU (EC 2.7.7.9) (Regulatory protein GalF)	 
PANC_ECOLI	C6EAS4_ECOBD	Cytoplasm. 	Common Core 	"GO:0005737; GO:0004592; GO:0015940"	A			0	0	0	0		CYT 		0	0.00	0.00		0	27	0.086	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	 
PAND_ECOLI	C6EAS6_ECOBD	Cytoplasm. 	Common Core 	"GO:0006523; GO:0004068; GO:0005488; GO:0005737; GO:0015940"	A			0	0	0	0		CYT 		0	2.96	0.00		0	61	0.045	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase)	 
YADE_ECOLI	C6EAS7_ECOBD		Common Core 	"GO:0005975; GO:0016810"	G	SEC		20	1.000	20	0.894	19	SpI 	12.516	1	19.11	18.53	19	0	32	0.078	Polysaccharide deacetylase (Predicted polysaccharide deacetylase lipoprotein)	 
YADI_ECOLI	C6EAS8_ECOBD		Common Core 	"GO:0016021; GO:0009401"	F1			0	0	0	0		CYT 		0	0.00	0.00		0	45	0.102	PTS system fructose subfamily IIA component (Predicted PTS Enzyme IIA)	 
YADG_ECOLI	C6EAT0_ECOBD		Common Core 	"GO:0005524; GO:0016887"	F1			0	0	0	0		CYT 		0	0.01	0.01		0	54	0.078	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	 
CAN_ECOLI	C6EAT1_ECOBD		Common Core 	"GO:0015976; GO:0004089; GO:0008270"	A			0	0	0	0		CYT 		0	0.00	0.00		0	48	0.080	Carbonic anhydrase (EC 4.2.1.1)	 
HPRT_ECOLI	C6EAT2_ECOBD		Common Core 	"GO:0005737; GO:0004422; GO:0006166"	A			0	0	0	0		CYT 		0	0.04	0.01		0	50	0.060	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)	 
DHG_ECOLI	C6EAT3_ECOBD		Common Core 	"GO:0016021; GO:0030288; GO:0055114; GO:0048038; GO:0008876"	B	SEC		0	0.726	19	0.468		TMH 	21.084	5	113.66	42.48		5	20	0.370	Glucose dehydrogenase (EC 1.1.5.2) (Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family) (EC 1.1.5.2)	 
YACC_ECOLI	C6EAT5_ECOBD		Common Core 		G	SEC		25	1.000	23	0.682	24	SpI 	10.616	0	0.77	0.77	22	0	1	0.287	Putative uncharacterized protein (Putative uncharacterized protein yacC)	 
SPEE_ECOLI	C6EAT6_ECOBD		Common Core 	"GO:0008295; GO:0004766"	A			0	0	0	0		CYT 		0	6.56	0.00		0	20	0.058	Spermidine synthase (EC 2.5.1.16) (Putrescine aminopropyltransferase) (SPDSY)	 
SPED_ECOLI	C6EAT7_ECOBD		Common Core 	"GO:0006557; GO:0004014; GO:0008295"	A			0	0	0	0		CYT 		0	0.00	0.00		0	19	0.073	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50)	 
YACL_ECOLI	C6EAT8_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.00	0.00		0	15	0.049	UPF0231 protein yacL	 
ACON2_ECOLI	C6EAT9_ECOBD		Common Core 	"GO:0047456; GO:0051539; GO:0003994; GO:0005515; GO:0006099"	A			0	0	0	0		CYT 		0	0.29	0.00		0	13	0.083	Aconitate hydratase 2 (EC 4.2.1.3)	 
DLDH_ECOLI	C6EAU1_ECOBD		Common Core 	"GO:0050660; GO:0045454; GO:0005737; GO:0004148; GO:0055114"	F1			0	0	0	0		CYT 		0	0.42	0.18		0	21	0.103	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	 
ODP1_ECOLI	C6EAU3_ECOBD		Common Core 	"GO:0055114; GO:0004739"	B	SEC		0	0	0	0		CYT 		0	0.04	0.00		0	54	0.040	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	 
