Entry Name K12	Entry Name BL21(DE3)			Category	Suggested Category		Description	Protein Length	UNTREATED	TREATED			Cellular Component	Biological Process	GO Annotation	GO ID				Ishihama2008		Masuda2009		Taniguchi2010	
GSIC_ECOLI	C6EIV1	P75798		B			Binding-protein-dependent transport systems inner membrane component (Predicted peptide transporter subunit: membrane component of ABC superfamily)	306		Y			(plasma+membrane)	(transport)	transport	GO:0006810									
GSID_ECOLI	C6EIV0	P75799		B			Binding-protein-dependent transport systems inner membrane component (Predicted peptide transporter subunit: membrane component of ABC superfamily)	303		Y					transport	GO:0006810									
HISM_ECOLI	C6ELE6	P0AEU3		B			Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	238		Y					amino acid transport|transport	GO:0006810|GO:0006865									
HISQ_ECOLI	C6ELE5	P52094		B			Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	228		Y					amino acid transport|transport	GO:0006810|GO:0006865									
HTPX_ECOLI	C6EC00	P23894		B			Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	293		Y					proteolysis|response to temperature stimulus|response to stress	GO:0006508|GO:0006950|GO:0009266			450	9,31E-01	2,78E+02	2,51	115,26	0,0095725	957,25
KCH_ECOLI	C6EFY6	P31069		B			TrkA-N domain protein (Voltage-gated potassium channel)	417		Y					transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811			1200					0,012004	1200,4
KDTA_ECOLI	C6EDF8	P0AC75		B			3-deoxy-D-manno-octulosonic-acid transferase (Three-deoxy-D-manno-octulosonic-acid transferase domain protein)	425		Y			(plasma+membrane)		lipid A biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0009245			290	3,34E-01	1,53E+02			0,0042705	427,05
KEFA_ECOLI	C6EKZ9	P77338		B			Fused conserved protein (MscS Mechanosensitive ion channel)	1120		Y			(plasma+membrane)	(transmembrane+transport::transport)	cellular water homeostasis|transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0009992|GO:0006811			72	2,84E-01	1,39E+02	0,08	4,08		
KEFB_ECOLI	C6EGB3	P45522		B			Glutathione-regulated potassium-efflux system protein kefB (K(+)/H(+) antiporter) (NEM-activatable K(+)/H(+) antiporter)	601		Y					transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811									
KEFC_ECOLI	C6EB06	P03819		B			Glutathione-regulated potassium-efflux system protein (Potassium efflux system protein)	620		Y			(plasma+membrane)	(transmembrane+transport)	transport|response to methylglyoxal|potassium ion transport|response to toxin|ion transport	GO:0006810|GO:0006813|GO:0051595|GO:0006811|GO:0009636			134					0,0013379	133,79
KGTP_ECOLI	C6EJZ9	P0AEX3		B			Alpha-ketoglutarate transporter (Metabolite/H+ symporter, major facilitator superfamily (MFS))	432		Y					transport	GO:0006810			392	1,68E+00	3,92E+02				
KUP_ECOLI	C6EG56	P63183		B			Potassium transporter (Potassium uptake protein)	622		Y					transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811									
LGT_ECOLI	C6EJ41	P60955		B			Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	291		Y					transferase activity	GO:0016740			37			0,78	37,12		
LNT_ECOLI	C6EK38	P23930		B			Apolipoprotein N-acyltransferase	512		Y			(plasma+membrane)		transferase activity|acyltransferase activity	GO:0008415|GO:0016740			99	4,68E-01	1,86E+02	0,26	12,79		
LOLC_ECOLI	C6EGX6	P0ADC3		B			Lipoprotein releasing system, transmembrane protein, LolC/E family (Outer membrane-specific lipoprotein transporter subunit)	399		Y					transport|lipoprotein transport	GO:0006810|GO:0042953									
LPTC_ECOLI	C6EH28	P0ADV9		B			Putative uncharacterized protein (Putative uncharacterized protein yrbK)	191		Y					lipopolysaccharide transport	GO:0015920									
LPTF_ECOLI	C6EC90	P0AF98		B			Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	366		Y					transport|lipopolysaccharide transport	GO:0006810|GO:0015920			61			1,31	61,36		
LPXK_ECOLI	C6EI67	P27300		B			Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	328		Y					lipid biosynthetic process|lipid A biosynthetic process|phosphorylation	GO:0016310|GO:0008610|GO:0009245									
LYSP_ECOLI	C6EAF7	P25737		B			Amino acid permease-associated region (Lysine transporter)	489		Y					amino acid transport|transport	GO:0006810|GO:0006865									
MACB_ECOLI	C6EIA2	P75831		B			ABC transporter related (Fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component)	648		Y			(plasma+membrane)	(transport)	response to antibiotic|transport	GO:0046677|GO:0006810									
MDLA_ECOLI	C6EL15	P77265		B			ABC transporter related (Fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components)	590		Y					transport	GO:0006810			75					0,00074814	74,814
MDLB_ECOLI	C6EL14	P0AAG5		B			ABC transporter related (Fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components)	593		Y					transport	GO:0006810			223					0,0022272	222,72
MDTC_ECOLI	C6EAM9	P76399		B			Acriflavin resistance protein (Multidrug efflux system, subunit C)	1025		Y			(plasma+membrane)	(transport)	transport	GO:0006810									
METI_ECOLI	C6EA86	P31547		B			Binding-protein-dependent transport systems inner membrane component (DL-methionine transporter subunit)	217		Y					amino acid transport|transport	GO:0006810|GO:0006865									
MRAY_ECOLI	C6EAW8	P0A6W3		B			Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	360		Y					regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization	GO:0009252|GO:0051301|GO:0008360|GO:0007049|GO:0007047									
MREC_ECOLI	C6EGL1	P16926		B			Cell wall structural complex MreBCD transmembrane component MreC (Rod shape-determining protein MreC)	367		Y					regulation of cell shape	GO:0008360			21			0,43	20,84		
MSBB_ECOLI	C6EBX2	P24205		B			Lipid A biosynthesis (KDO)2-(Lauroyl)-lipid IVA acyltransferase	323		Y			(plasma+membrane)		lipopolysaccharide biosynthetic process	GO:0009103			398	4,68E-01	1,86E+02	0,33	16,12	0,009926	992,6
MTGA_ECOLI	C6EH19	P46022		B			Monofunctional biosynthetic peptidoglycan transglycosylase (Monofunctional TGase) (EC 2.4.2.-)	242		Y			(plasma+membrane)		Gram-negative-bacterium-type cell wall biogenesis|regulation of cell shape|peptidoglycan biosynthetic process|cellular cell wall organization	GO:0009252|GO:0008360|GO:0007047|GO:0043164									
NANT_ECOLI	C6EH08	P41036		B			Putative sialic acid transporter (Sialic acid permease)	496		Y					carbohydrate transport|transport	GO:0006810|GO:0008643			54			1,15	54,08		
NARX_ECOLI	C6EGP2	P0AFA2		B			Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	598		Y			(plasma+membrane)	(signal+transduction)	nitrate assimilation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0042128|GO:0016310|GO:0000160									
NHAB_ECOLI	C6EGT1	P0AFA7		B			Na(+)/H(+) antiporter nhaB (Sodium/proton antiporter nhaB)	513		Y					transport|cellular sodium ion homeostasis|proton transport|sodium ion transport|response to lithium ion|ion transport|intracellular pH reduction	GO:0006810|GO:0051452|GO:0010226|GO:0006883|GO:0006814|GO:0015992|GO:0006811									
Null	C6EB50			B			O antigen polymerase (Wzy) (Putative uncharacterized protein)	391		Y															
NUOH_ECOLI	C6E9S0	P0AFD4		B			NADH-quinone oxidoreductase subunit H (EC 1.6.99.5) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	325		Y					oxidation-reduction process|aerobic respiration|anaerobic respiration	GO:0009061|GO:0055114|GO:0009060			61			1,31	61,36		
NUOJ_ECOLI	C6E9S2	P0AFE0		B			NADH dehydrogenase (Quinone) (EC 1.6.99.5) (NADH dehydrogenase subunit J) (EC 1.6.5.3)	184		Y					oxidation-reduction process|anaerobic respiration	GO:0009061|GO:0055114									
NUOL_ECOLI	C6E9S4	P33607		B			NADH dehydrogenase subunit L (EC 1.6.5.3) (Proton-translocating NADH-quinone oxidoreductase, chain L)	613		Y					oxidation-reduction process	GO:0055114									
NUPC_ECOLI	C6EL76	P0AFF2		B			Nucleoside (Except guanosine) transporter (Nucleoside transporter)	400		Y					transport	GO:0006810			198	5,20E-01	1,98E+02				
OPPB_ECOLI	C6EGM3	P0AFH2		B			Binding-protein-dependent transport systems inner membrane component (Oligopeptide permease ABC transporter membrane protein)	306		Y					transport|protein transport|tripeptide transport|peptide transport	GO:0006810|GO:0042939|GO:0015833|GO:0015031			125			2,73	125,04		
OPPC_ECOLI	C6EFZ1	P0AFH6		B			Binding-protein-dependent transport systems inner membrane component (Oligopeptide transporter subunit)	302		Y					transport|protein transport|peptide transport	GO:0006810|GO:0015833|GO:0015031			28			0,58	27,85		
PBPB_ECOLI	C6EAD5	P02919		B			Penicillin-binding protein 1B (Penicillin-binding protein 1b) (EC 2.4.1.129) (EC 3.4.-.-)	841		Y			(plasma+membrane)		response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|cellular cell wall organization|metabolic process	GO:0046677|GO:0009252|GO:0008152|GO:0008360|GO:0007047			26			0,32	15,65	0,00037298	37,298
PGSA_ECOLI	C6EBF0	P0ABF8		B			CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthetase) (EC 2.7.8.5)	182		Y			(plasma+membrane)		phospholipid biosynthetic process	GO:0008654			1285					0,01285	1285
PHEP_ECOLI	C6EKC5	P24207		B			Amino acid permease-associated region	470		Y			(plasma+membrane)	(transmembrane+transport::transport)	amino acid transport|transport	GO:0006810|GO:0006865									
PHOQ_ECOLI	C6EGW2	P23837		B			Histidine kinase (Sensory histidine kinase in two-compoent regulatory system with PhoP) (EC 2.7.1.-)	486		Y					two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160			280					0,0027951	279,51
PITA_ECOLI	C6EEJ2	P0AFJ7		B			Phosphate transporter (Phosphate transporter, low-affinity)	499		Y					transport|phosphate transport	GO:0006810|GO:0006817			193	7,78E-01	2,50E+02	2,98	136,13		
POTB_ECOLI	C6EGW6	P0AFK4		B			Binding-protein-dependent transport systems inner membrane component	285		Y					transport|polyamine transport	GO:0006810|GO:0015846									
POTC_ECOLI	C6EGW7	P0AFK6		B			Binding-protein-dependent transport systems inner membrane component (Spermidine/putrescine ABC transporter membrane protein)	264		Y			(plasma+membrane)		transport|polyamine transport	GO:0006810|GO:0015846									
PQIB_ECOLI	C6EI31	P43671		B			Mammalian cell entry related domain protein (Paraquat-inducible protein B)	546		Y			(plasma+membrane)						75	4,45E-01	1,81E+02	0,23	11,36	0,00031571	31,571
PROW_ECOLI	C6EJU7	P14176		B			Binding-protein-dependent transport systems inner membrane component (Glycine betaine transporter subunit)	354		Y					amino acid transport|transport	GO:0006810|GO:0006865									
PROY_ECOLI	C6ELI2	P0AAE2		B			Amino acid permease-associated region (Predicted cryptic proline transporter)	457		Y			(plasma+membrane)	(transmembrane+transport::transport)	amino acid transport|transport	GO:0006810|GO:0006865									
PSPC_ECOLI	C6EFS6	P0AFN2		B			DNA-binding transcriptional activator (Phage shock protein C, PspC)	119		Y					transcription, DNA-dependent|regulation of transcription, DNA-dependent|response to stress	GO:0006355|GO:0006950|GO:0006351									
PTFBC_ECOLI	C6EA31	P20966		B			Fused fructose-specific PTS enzymes: IIBcomponent/IIC components (PTS system, fructose subfamily, IIC subunit)	563		Y			(plasma+membrane)	(transport)	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401									
PTNC_ECOLI	C6EC12	P69801		B			Mannose-specific enzyme IIC component of PTS (PTS system, mannose/fructose/sorbose family, IIC subunit)	266		Y					transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0006810|GO:0008643|GO:0009401			4348			0,12	6,05	0,086909	8690,9
PTND_ECOLI	C6EC11	P69805		B			PTS system, mannose/fructose/sorbose family, IID subunit	283		Y					transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0006810|GO:0008643|GO:0009401			264	1,85E+00	4,14E+02	2,46	113,03		
PTW3C_ECOLI	C6EJQ6	P09323		B			Fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB, and IIA components (EC 2.7.1.69) (PTS system, N-acetylglucosamine-specific IIBC subunit)	648		Y					carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			314	9,31E-01	2,78E+02	7,91	350,74		
PTYBC_ECOLI	C6EKS4	P77272		B			N-acetylmuramic acid phosphotransfer permease (Phosphotransferase system EIIC)	474		Y					carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401									
PURP_ECOLI	C6EG89	P31466		B			Predicted inner membrane protein (Xanthine/uracil/vitamin C permease)	445		Y					transport|adenine transport	GO:0006810|GO:0015853									
PUTP_ECOLI	C6EHJ1	P07117		B			Proline:sodium symporter (Sodium/proline symporter)	502		Y			(plasma+membrane)	(transmembrane+transport)	proline transport|amino acid transport|transport|sodium ion transport|ion transport	GO:0006810|GO:0006865|GO:0015824|GO:0006811|GO:0006814			723			1,78	83	0,013638	1363,8
QMCA_ECOLI	C6EKX5	P0AA53		B			Band 7 protein (Predicted protease, membrane anchored)	305		Y			(plasma+membrane)												
QSEC_ECOLI	C6EHW7	P40719		B			Histidine kinase (Sensory histidine kinase in two-component regulatory system with QseB) (EC 2.7.3.-)	449		Y			(plasma+membrane)	(signal+transduction)	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160									
RBSC_ECOLI	C6EJ66	P0AGI1		B			Inner-membrane translocator (Ribose transport system permease protein rbsC)	327		Y					carbohydrate transport|transport	GO:0006810|GO:0008643									
RCSC_ECOLI	C6E9Y2	P14376		B			Histidine kinase	949		Y			(plasma+membrane)	(signal+transduction)	protein autophosphorylation|cellular response to osmotic stress|single-species biofilm formation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0071470|GO:0000160|GO:0044010|GO:0046777			351					0,0035097	350,97
RFAL_ECOLI	C6EDG8	P27243		B			Lipid A-core, surface polymer ligase (O-antigen polymerase)	417		Y			(plasma+membrane)		lipopolysaccharide core region biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0009244									
RMUC_ECOLI	C6EF64	P0AG71		B			Predicted recombination limiting protein (Putative uncharacterized protein)	475		Y					DNA recombination	GO:0006310			202	1,55E-01	9,79E+01			0,0030663	306,63
RODA_ECOLI	C6EK59	P0ABG7		B			Cell cycle protein (Cell wall shape-determining protein)	370		Y			(plasma+membrane)	(cell+cycle)	regulation of cell shape	GO:0008360									
RSTB_ECOLI	C6EDN9	P18392		B			Histidine kinase (Sensory histidine kinase in two-component regulatory system with RstA)	433		Y			(plasma+membrane)	(signal+transduction)	protein autophosphorylation|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0018106|GO:0016310|GO:0000160|GO:0046777									
RTN_ECOLI	C6EA21	P76446		B			Diguanylate phosphodiesterase (Putative uncharacterized protein rtn)	518		Y									389					0,0038853	388,53
SANA_ECOLI	C6EAG8	P0AFY2		B			Putative uncharacterized protein (Putative uncharacterized protein sanA)	239		Y			(plasma+membrane)												
SAPB_ECOLI	C6EFT9	P0AGH3		B			Binding-protein-dependent transport systems inner membrane component (Predicted antimicrobial peptide transporter subunit)	321		Y					transport|protein transport|peptide transport	GO:0006810|GO:0015833|GO:0015031									
SBMA_ECOLI	C6ELL0	P0AFY6		B			Predicted transporter (SbmABacA family protein)	406		Y					transport	GO:0006810									
SDAC_ECOLI	C6EJ75	P0AAD6		B			Predicted serine transporter (Serine transporter)	429		Y					transport	GO:0006810			374	4,18E+00	6,64E+02	1,78	83		
SSTT_ECOLI	C6EHQ5	P0AGE4		B			Sodium:dicarboxylate symporter (Sodium:serine/threonine symporter)	414		Y					amino acid transport|transport|serine transport	GO:0032329|GO:0006810|GO:0006865									
TATE_ECOLI	C6EK66	P0A843		B			Twin arginine translocase protein E (Twin-arginine translocation protein, TatA/E family subunit)	67		Y				(transport)	transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			2114			2,98	136,13	0,040915	4091,5
TOLA_ECOLI	C6EJJ8	P19934		B			Cell envelope integrity inner membrane protein TolA (Protein TolA)	421		Y					transport|bacteriocin transport|protein transport|protein import	GO:0006810|GO:0043213|GO:0017038|GO:0015031			216	1,85E+00	4,14E+02	0,35	17,07		
TOLR_ECOLI	C6EJJ9	P0ABV6		B			Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolR)	142		Y					transport|bacteriocin transport|protein transport	GO:0006810|GO:0043213|GO:0015031									
UBIA_ECOLI	C6EDY0	P0AGK1		B			4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase)	290		Y					ubiquinone biosynthetic process	GO:0006744									
UBIB_ECOLI	C6EF61	P0A6A0		B			Probable ubiquinone biosynthesis protein ubiB	546		Y			(plasma+membrane)		ubiquinone biosynthetic process	GO:0006744									
UPPP_ECOLI	C6EHT8	P60932		B			Undecaprenol kinase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	273		Y			(plasma+membrane)		response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|response to drug|cellular cell wall organization	GO:0046677|GO:0009252|GO:0042493|GO:0008360|GO:0007047									
WECA_ECOLI	C6EG28	P0AC78		B			UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase (EC 2.4.1.-) (Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase)	367		Y			(plasma+membrane)		cell wall macromolecule biosynthetic process|lipopolysaccharide biosynthetic process|cellular cell wall organization	GO:0009103|GO:0044038|GO:0007047									
WZZE_ECOLI	C6EG27	P0AG00		B			Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein (Lipopolysaccharide biosynthesis protein)	348		Y					lipopolysaccharide biosynthetic process|enterobacterial common antigen biosynthetic process	GO:0009103|GO:0009246			37			0,78	37,12		
YAGU_ECOLI	C6EA36	P0AAA1		B			Conserved inner membrane protein (Putative uncharacterized protein)	204		Y			(plasma+membrane)		response to acidity	GO:0010447									
YAJR_ECOLI	C6EL42	P77726		B			Major facilitator superfamily MFS_1 (Predicted transporter)	454		Y					transport	GO:0006810									
YBBM_ECOLI	C6EKX3	P77307		B			Predicted inner membrane protein (Putative uncharacterized protein)	259		Y															
YBBP_ECOLI	C6EKW8	P77504		B			Predicted inner membrane protein (Putative uncharacterized protein)	804		Y			(plasma+membrane)	(transport)	transport	GO:0006810									
YBDG_ECOLI	C6EKC4	P0AAT4		B			MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	415		Y			(plasma+membrane)	(transmembrane+transport)	transport|ion transport|cellular response to osmotic stress	GO:0006810|GO:0071470|GO:0006811			199			0,41	20	0,0037704	377,04
YBHR_ECOLI	C6EIZ0	P0AFP9		B			ABC-2 type transporter (Predicted transporter subunit: membrane component of ABC superfamily)	368		Y					transport	GO:0006810									
YBHS_ECOLI	C6EIY9	P0AFQ2		B			ABC-2 type transporter (Predicted transporter subunit: membrane component of ABC superfamily)	377		Y			(plasma+membrane)	(transport)	transport	GO:0006810									
YBJL_ECOLI	C6EIQ8	P60869		B			Putative transport protein ybjL	561		Y					transport	GO:0006810			21			0,44	21,31		
YBJT_ECOLI	C6EIB2	P75822		B			Conserved protein with NAD(P)-binding Rossmann-fold domain (NAD-dependent epimerase/dehydratase)	476		Y															
YCCF_ECOLI	C6EI20	P0AB12		B			Conserved inner membrane protein (Putative uncharacterized protein)	148		Y															
YCCS_ECOLI	C6EI21	P75870		B			Putative uncharacterized protein	720		Y			(plasma+membrane)												
YCEG_ECOLI	C6EHB7	P28306		B			Aminodeoxychorismate lyase (Predicted aminodeoxychorismate lyase) (EC 2.7.4.9)	340		Y															
YCHM_ECOLI	C6EGR0	P0AFR2		B			Sulfate transporter	550		Y					transport	GO:0006810			21			0,43	20,84		
YCIS_ECOLI	C6EFV5	P0ACV4		B			Conserved inner membrane protein (Putative uncharacterized protein)	102		Y															
YDHJ_ECOLI	C6EDK1	P76185		B			Secretion protein HlyD family protein (Undecaprenyl pyrophosphate phosphatase)	285		Y															
YDIK_ECOLI	C6ECR8	P0AFS7		B			Predicted inner membrane protein (Putative uncharacterized protein)	370		Y															
YEAJ_ECOLI	C6EC44	P76237		B			Diguanylate cyclase (Predicted diguanylate cyclase)	496		Y			(plasma+membrane)		diguanylate cyclase activity|transferase activity|metal ion binding	GO:0046872|GO:0052621|GO:0016740									
YEBT_ECOLI	C6EBZ5	P76272		B			Mammalian cell entry related domain protein (Putative uncharacterized protein yebT)	877		Y									94	1,45E-01	9,43E+01				
YEDV_ECOLI	C6EBA0	P76339		B			Heavy metal sensor signal transduction histidine kinase	452		Y			(plasma+membrane)	(signal+transduction)	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160			143					0,0014271	142,71
YEEF_ECOLI	C6EB69	P0AA47		B			Amino acid permease-associated region (Predicted amino-acid transporter)	452		Y			(plasma+membrane)	(transmembrane+transport::transport)	amino acid transport|transport	GO:0006810|GO:0006865			235	1,68E+00	3,92E+02	1,68	78		
YEGE_ECOLI	C6EAP0	P38097		B			Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (Predicted diguanylate cyclase, GGDEF domain signalling protein)	1105		Y				(signal+transduction)	diguanylate cyclase activity|GTP binding|transferase activity|nucleotide binding|metal ion binding	GO:0046872|GO:0052621|GO:0000166|GO:0016740|GO:0005525			96					0,00095931	95,931
YEGH_ECOLI	C6EAP4	P76389		B			Fused predicted membrane protein/predicted membrane protein (Integral membrane protein TerC)	527		Y									275					0,0027537	275,37
YEIU_ECOLI	C6EA23	P76445		B			Phosphoesterase PA-phosphatase related (Undecaprenyl pyrophosphate phosphatase)	237		Y					transport|Gram-negative-bacterium-type cell outer membrane assembly	GO:0006810|GO:0043165									
YEJM_ECOLI	C6EA09	P0AD27		B			Predicted hydrolase, inner membrane (Sulfatase)	586		Y															
YFCJ_ECOLI	C6ELD1	P77549		B			Major facilitator superfamily MFS_1 (Predicted transporter)	392		Y															
YFEA_ECOLI	C6EL75	P23842		B			Diguanylate cyclase/phosphodiesterase (Predicted diguanylate cyclase)	729		Y															
YFHB_ECOLI	C6EK28	P0AD42		B			HAD superfamily (Subfamily IF) hydrolase, YfhB	211		Y					tRNA wobble adenosine to inosine editing	GO:0002100									
YFHK_ECOLI	C6EKF1	P52101		B			Histidine kinase (Predicted sensory kinase in two-component system)	475		Y					protein autophosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0046777									
YFJD_ECOLI	C6EJY0	P37908		B			Putative uncharacterized protein	420		Y			(plasma+membrane)		carbohydrate catabolic process|non-phosphorylated glucose catabolic process	GO:0019595|GO:0016052									
YGAF_ECOLI	C6EJW5	P37339		B			FAD dependent oxidoreductase (Predicted enzyme)	422		Y			(cytoplasm)		oxidation-reduction process	GO:0055114									
YGAP_ECOLI	C6EJV7	P55734		B			Predicted inner membrane protein with hydrolase activity (Rhodanese domain protein)	174		Y									4351					0,043509	4350,9
YHFK_ECOLI	C6EGA5	P45537		B			Integral membrane protein, YccS/YhfK family	696		Y															
YHHM_ECOLI	C6EFA7	P37615		B			Putative receptor	119		Y															
YHIH_ECOLI	C6EEJ8	P37624		B			ABC transporter related (Fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein)	911		Y			(plasma+membrane)	(transport)	transport	GO:0006810									
YHJD_ECOLI	C6EEG1	P37642		B			Conserved inner membrane protein (Ribonuclease)	337		Y			(plasma+membrane)	(transport)	transport	GO:0006810									
YHJG_ECOLI	C6EEF9	P37645		B			AsmA family protein (Predicted outer membrane biogenesis protein)	691		Y			(plasma+membrane)												
YHJK_ECOLI	C6EEF4	P37649		B			Diguanylate cyclase/phosphodiesterase with extracellular sensor (Predicted diguanylate cyclase)	649		Y			(plasma+membrane)	(signal+transduction)											
YHJU_ECOLI	C6EEE5	P37659		B			Cellulose synthase operon protein YhjU (Predicted inner membrane protein)	559		Y									15			0,33	16,12	0,00013216	13,216
YICH_ECOLI	C6EDD4	P31433		B			AsmA family protein (Putative uncharacterized protein yicH)	569		Y									76					0,00076455	76,455
YICN_ECOLI	C6EDA6	P0ADL3		B			Putative uncharacterized protein (Putative uncharacterized protein yicN)	150		Y															
YIDE_ECOLI	C6ED85	P60872		B			Putative uncharacterized protein yidE (YidE/YbjL duplication)	553		Y			(plasma+membrane)	(transport)	transport	GO:0006810									
YIFK_ECOLI	C6EG16	P27837		B			Amino acid permease-associated region (Predicted transporter)	461		Y					amino acid transport|transport	GO:0006810|GO:0006865									
YJCD_ECOLI	C6ED60	P0AF52		B			Predicted permease (Xanthine/uracil/vitamin C permease)	449		Y			(plasma+membrane)	(transmembrane+transport::transport)	transport	GO:0006810									
YJCE_ECOLI	C6ED59	P32703		B			Na+/H+ antiporter (Predicted cation/proton antiporter)	549		Y					transport|sodium ion transport|ion transport	GO:0006810|GO:0006814|GO:0006811			160	3,59E-01	1,60E+02				
YJCH_ECOLI	C6ED57	P0AF54		B			Conserved inner membrane protein involved in acetate transport (Putative uncharacterized protein)	104		Y															
YJEP_ECOLI	C6ECW6	P39285		B			MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	1107		Y			(plasma+membrane)	(transmembrane+transport::transport)											
YOAE_ECOLI	C6EC15	P0AEC0		B			Fused predicted membrane protein/conserved protein (Integral membrane protein TerC)	518		Y															
YOJI_ECOLI	C6E9Y8	P33941		B			Cyclic peptide transporter (Fused predicted multidrug transport subunits of ABC superfamily: membrane component/ATP-binding component)	547		Y					response to antibiotic|transport|peptide transport	GO:0046677|GO:0006810|GO:0015833									
YQEG_ECOLI	C6EIP8	P63340		B			Predicted transporter (Serine transporter)	409		Y					transport	GO:0006810									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
