Entry Name K12		Entry Name BL21(DE3)	Category	Suggested Category 	Suggested Category		Description	Protein Length	UNTREATED	TREATED		Cellular Component	Biological Process	GO Annotation	GO ID				Ishihama2008		Masuda2009		Taniguchi2010	
LLDD_ECOLI	P33232	C6EDI4	B	 			FMN-dependent alpha-hydroxy acid dehydrogenase (L-lactate dehydrogenase, FMN-linked) (EC 1.1.2.3)	396	Y	Y		plasma membrane		oxidation-reduction process|lactate metabolic process|L-fucose catabolic process|aerobic respiration	GO:0042355|GO:0006089|GO:0055114|GO:0009060			523			13,68	596,53	0,004497	449,7
FRDC_ECOLI	P0A8Q0	C6ECX1	B	 			Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	131		Y		plasma membrane		flagellum assembly|ciliary or flagellar motility|fermentation|anaerobic respiration	GO:0009296|GO:0001539|GO:0009061|GO:0006113									
PTGCB_ECOLI	P69786	C6EGZ1	B	 			Fused glucose-specific PTS enzymes: IIB component/IIC component (EC 2.7.1.69) (PTS system, glucose-specific IIBC subunit) (EC 2.7.1.69)	477	Y	Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			743	1,08E+01	1,15E+03	7,58	336,54		
MSBA_ECOLI	P60752	C6EI68	B	 			Fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component (Lipid A ABC exporter, fused ATPase and inner membrane subunits MsbA)	582	Y	Y				transport|lipid transport	GO:0006810|GO:0006869			414	5,57E-01	2,06E+02	0,91	43	0,0099165	991,65
PTM3C_ECOLI	P00550	C6EDJ3	B	 			Fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components (PTS system, mannitol-specific IIC subunit)	637	Y	Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			57			1,21	56,81		
PTW3C_ECOLI	P09323	C6EJQ6	B	 			Fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB, and IIA components (EC 2.7.1.69) (PTS system, N-acetylglucosamine-specific IIBC subunit)	648		Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			314	9,31E-01	2,78E+02	7,91	350,74		
YOAE_ECOLI	P0AEC0	C6EC15	B	 			Fused predicted membrane protein/conserved protein (Integral membrane protein TerC)	518		Y														
YEGH_ECOLI	P76389	C6EAP4	B	 			Fused predicted membrane protein/predicted membrane protein (Integral membrane protein TerC)	527		Y								275					0,0027537	275,37
PTTBC_ECOLI	P36672	C6ECA8	B	 			Fused trehalose(Maltose)-specific PTS enzyme: IIB component/IIC component (PTS system, trehalose-specific IIBC subunit)	473	Y	Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			4845	7,78E-01	2,50E+02	236,14	9440,35		
FXSA_ECOLI	P37147	C6ECY5	B	 			FxsA cytoplasmic membrane protein (Inner membrane protein)	158		Y		plasma membrane												
PTKC_ECOLI	P69831	C6EAL8	B	 			Galactitol-specific enzyme IIC component of PTS (PTS system, galactitol-specific IIC subunit)	451	Y	Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|galactitol metabolic process	GO:0006810|GO:0008643|GO:0019402|GO:0009401			174	6,68E-01	2,29E+02	2,59	118,82		
GNTT_ECOLI	P39835	C6EFF9	B	 			Gluconate transporter (Gluconate transporter, high-affinity GNT I system)	438		Y				D-gluconate metabolic process|transport|carbohydrate transport|gluconate transport	GO:0006810|GO:0008643|GO:0019521|GO:0015725			167	3,89E-01	1,67E+02				
DHG_ECOLI	P15877	C6EAT3	B	 			Glucose dehydrogenase (EC 1.1.5.2) (Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family) (EC 1.1.5.2)	796		Y		plasma membrane		oxidation-reduction process	GO:0055114			467	2,28E+00	4,67E+02				
GLTK_ECOLI	P0AER5	C6EK42	B	 			Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	224		Y				amino acid transport|transport	GO:0006810|GO:0006865									
GLTS_ECOLI	P0AER8	C6EDD6	B	 			Glutamate transporter (Sodium/glutamate symporter)	401		Y		plasma membrane		transport|sodium ion transport|ion transport	GO:0006810|GO:0006814|GO:0006811									
GLTP_ECOLI	P21345	C6ED48	B	 			Glutamate/aspartate:proton symporter (Sodium:dicarboxylate symporter)	437		Y				transport	GO:0006810									
GLNP_ECOLI	P0AEQ6	C6EIX2	B	 			Glutamine ABC transporter permease protein (Polar amino acid ABC transporter, inner membrane subunit)	219		Y				amino acid transport|transport	GO:0006810|GO:0006865			28			0,58	27,85		
KEFB_ECOLI	P45522	C6EGB3	B	 			Glutathione-regulated potassium-efflux system protein kefB (K(+)/H(+) antiporter) (NEM-activatable K(+)/H(+) antiporter)	601		Y				transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811									
OPGH_ECOLI	P62517	C6EHG3	B	 			Glycosyl transferase family 2	837	Y	Y				glucan biosynthetic process|response to osmotic stress	GO:0006970|GO:0009250			614			1	28,78	0,011987	1198,7
YEDV_ECOLI	P76339	C6EBA0	B	 			Heavy metal sensor signal transduction histidine kinase	452		Y		plasma membrane	signal transduction	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160			143					0,0014271	142,71
HEMY_ECOLI	P0ACB7	C6EG13	B	 			HemY protein (Predicted protoheme IX synthesis protein)	398	Y	Y		plasma membrane		porphyrin biosynthetic process	GO:0006779			67			1,23	57,72	0,00075754	75,754
Null		C6ECH4	B	 			HflC protein (Modulator for HflB protease specific for phage lambda cII repressor)	334	Y	Y														
HFLK_ECOLI	P0ABC7	C6ECH5	B	 			HflK protein (Modulator for HflB protease specific for phage lambda cII repressor)	419	Y	Y				response to heat	GO:0009408									
BASS_ECOLI	P30844	C6ED12	B	 			Histidine kinase	366		Y		plasma membrane	signal transduction	response to iron(III) ion|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0018106|GO:0016310|GO:0000160|GO:0010041			30					0,00029603	29,603
RCSC_ECOLI	P14376	C6E9Y2	B	 			Histidine kinase	949		Y		plasma membrane	signal transduction	protein autophosphorylation|cellular response to osmotic stress|single-species biofilm formation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0071470|GO:0000160|GO:0044010|GO:0046777			351					0,0035097	350,97
NARX_ECOLI	P0AFA2	C6EGP2	B	 			Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	598		Y		plasma membrane	signal transduction	nitrate assimilation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0042128|GO:0016310|GO:0000160									
YFHK_ECOLI	P52101	C6EKF1	B	 			Histidine kinase (Predicted sensory kinase in two-component system)	475		Y				protein autophosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0046777									
PHOQ_ECOLI	P23837	C6EGW2	B	 			Histidine kinase (Sensory histidine kinase in two-compoent regulatory system with PhoP) (EC 2.7.1.-)	486		Y				two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160			280					0,0027951	279,51
BAES_ECOLI	P30847	C6EAM7	B	 			Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	467		Y		plasma membrane	signal transduction	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160									
QSEC_ECOLI	P40719	C6EHW7	B	 			Histidine kinase (Sensory histidine kinase in two-component regulatory system with QseB) (EC 2.7.3.-)	449		Y		plasma membrane	signal transduction	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160									
RSTB_ECOLI	P18392	C6EDN9	B	 			Histidine kinase (Sensory histidine kinase in two-component regulatory system with RstA)	433		Y		plasma membrane	signal transduction	protein autophosphorylation|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0018106|GO:0016310|GO:0000160|GO:0046777									
CPXA_ECOLI	P0AE82	C6EEY6	B	 			Histidine kinase (Two-component sensor protein) (EC 2.7.1.-)	457	Y	Y				protein autophosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0046777									
HISM_ECOLI	P0AEU3	C6ELE6	B	 			Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	238		Y				amino acid transport|transport	GO:0006810|GO:0006865									
HISQ_ECOLI	P52094	C6ELE5	B	 			Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	228		Y				amino acid transport|transport	GO:0006810|GO:0006865									
BARA_ECOLI	P0AEC5	C6EJ86	B	 			Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	918		Y		plasma membrane	signal transduction	transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0006355|GO:0006351			87					0,00087491	87,491
ARCB_ECOLI	P0AEC3	C6EH17	B	 			Hybrid sensory histidine kinase in two-component regulatory system with ArcA (EC 2.7.3.-) (Multi-sensor hybrid histidine kinase)	778		Y		plasma membrane		transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0006355|GO:0006351			776	1,60E-01	9,99E+01	0,66	31,57	0,021952	2195,2
OXAA_ECOLI	P25714	C6EG98	B	 			Inner membrane protein oxaA	548	Y	Y				protein insertion into membrane	GO:0051205			439	4,62E+00	7,04E+02	3,83	173,62		
RBSC_ECOLI	P0AGI1	C6EJ66	B	 			Inner-membrane translocator (Ribose transport system permease protein rbsC)	327		Y				carbohydrate transport|transport	GO:0006810|GO:0008643									
YHFK_ECOLI	P45537	C6EGA5	B	 			Integral membrane protein, YccS/YhfK family	696		Y														
IGAA_ECOLI	P45800	C6EFH7	B	 			Intracellular growth attenuator IgaA	707	Y	Y														
MSCL_ECOLI	P0A742	C6EGH6	B	 			Large-conductance mechanosensitive channel	136	Y	Y				cellular water homeostasis|transport|ion transport	GO:0006810|GO:0009992|GO:0006811			54			1,15	54,08		
MSBB_ECOLI	P24205	C6EBX2	B	 			Lipid A biosynthesis (KDO)2-(Lauroyl)-lipid IVA acyltransferase	323		Y		plasma membrane		lipopolysaccharide biosynthetic process	GO:0009103			398	4,68E-01	1,86E+02	0,33	16,12	0,009926	992,6
HTRB_ECOLI	P0ACV0	C6EHF9	B	 			Lipid A biosynthesis lauroyl (Or palmitoleoyl) acyltransferase (Lipid A biosynthesis lauroyl acyltransferase) (EC 2.3.1.-)	306	Y	Y		plasma membrane	response to stress	lipid A biosynthetic process|lipopolysaccharide biosynthetic process|response to stress	GO:0009103|GO:0006950|GO:0009245									
RFAL_ECOLI	P27243	C6EDG8	B	 			Lipid A-core, surface polymer ligase (O-antigen polymerase)	417		Y		plasma membrane		lipopolysaccharide core region biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0009244									
WZZB_ECOLI	P76372	C6EB58	B	 			Lipopolysaccharide biosynthesis protein	326	Y	Y				lipopolysaccharide biosynthetic process	GO:0009103			779	7,48E+00	9,32E+02	14	626,95		
LOLE_ECOLI	P75958	C6EGX4	B	 			Lipoprotein releasing system, transmembrane protein LolE	412	Y	Y		protein complex		transport|lipoprotein transport	GO:0006810|GO:0042953			107	5,20E-01	1,98E+02	0,33	16,12		
LOLC_ECOLI	P0ADC3	C6EGX6	B	 			Lipoprotein releasing system, transmembrane protein, LolC/E family (Outer membrane-specific lipoprotein transporter subunit)	399		Y				transport|lipoprotein transport	GO:0006810|GO:0042953									
FSR_ECOLI	P52067	C6EKY5	B	 			Major facilitator superfamily MFS_1 (Predicted fosmidomycin efflux system)	406		Y				response to antibiotic	GO:0046677									
YAJR_ECOLI	P77726	C6EL42	B	 			Major facilitator superfamily MFS_1 (Predicted transporter)	454		Y				transport	GO:0006810									
YFCJ_ECOLI	P77549	C6ELD1	B	 			Major facilitator superfamily MFS_1 (Predicted transporter)	392		Y														
PQIB_ECOLI	P43671	C6EI31	B	 			Mammalian cell entry related domain protein (Paraquat-inducible protein B)	546		Y		plasma membrane						75	4,45E-01	1,81E+02	0,23	11,36	0,00031571	31,571
YEBT_ECOLI	P76272	C6EBZ5	B	 			Mammalian cell entry related domain protein (Putative uncharacterized protein yebT)	877		Y								94	1,45E-01	9,43E+01				
PTNC_ECOLI	P69801	C6EC12	B	 			Mannose-specific enzyme IIC component of PTS (PTS system, mannose/fructose/sorbose family, IIC subunit)	266		Y				transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0006810|GO:0008643|GO:0009401			4348			0,12	6,05	0,086909	8690,9
TOLQ_ECOLI	P0ABU9	C6EJK0	B	 			Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolQ)	230	Y	Y				transport|bacteriocin transport|protein transport	GO:0006810|GO:0043213|GO:0015031			245	1,78E+00	4,05E+02	1,85	85,75		
TOLR_ECOLI	P0ABV6	C6EJJ9	B	 			Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolR)	142		Y				transport|bacteriocin transport|protein transport	GO:0006810|GO:0043213|GO:0015031									
EXBB_ECOLI	P0ABU7	C6EHY7	B	 			Membrane spanning protein in TonB-ExbB-ExbD complex (TonB-system energizer ExbB)	244		Y				bacteriocin transport|transport|protein transport	GO:0043213|GO:0006810|GO:0015031			364	4,18E+00	6,64E+02	1,37	64,08		
PROP_ECOLI	P0C0L7	C6ED13	B	 			Metabolite/H+ symporter, major facilitator superfamily (MFS) (Proline/glycine betaine transporter)	500	Y	Y				proline transport|transport|amino acid transport|hyperosmotic salinity response|response to osmotic stress	GO:0006810|GO:0006865|GO:0006970|GO:0042538|GO:0015824			182	1,31E+00	3,39E+02	0,52	25,05		
ZNTB_ECOLI	P64423	C6EFP1	B	 			Mg2 transporter protein CorA family protein (Zinc transporter)	327	Y	Y				transport|ion transport	GO:0006810|GO:0006811									
MTGA_ECOLI	P46022	C6EH19	B	 			Monofunctional biosynthetic peptidoglycan transglycosylase (Monofunctional TGase) (EC 2.4.2.-)	242		Y		plasma membrane		Gram-negative-bacterium-type cell wall biogenesis|regulation of cell shape|peptidoglycan biosynthetic process|cellular cell wall organization	GO:0009252|GO:0008360|GO:0007047|GO:0043164									
NHAB_ECOLI	P0AFA7	C6EGT1	B	 			Na(+)/H(+) antiporter nhaB (Sodium/proton antiporter nhaB)	513		Y				transport|cellular sodium ion homeostasis|proton transport|sodium ion transport|response to lithium ion|ion transport|intracellular pH reduction	GO:0006810|GO:0051452|GO:0010226|GO:0006883|GO:0006814|GO:0015992|GO:0006811									
YJCE_ECOLI	P32703	C6ED59	B	 			Na+/H+ antiporter (Predicted cation/proton antiporter)	549		Y				transport|sodium ion transport|ion transport	GO:0006810|GO:0006814|GO:0006811			160	3,59E-01	1,60E+02				
PTYBC_ECOLI	P77272	C6EKS4	B	 			N-acetylmuramic acid phosphotransfer permease (Phosphotransferase system EIIC)	474		Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401									
PNTA_ECOLI	P07001	C6EDP5	B	 			NAD(P) transhydrogenase subunit alpha (EC 1.6.1.2) (NAD(P) transhydrogenase, alpha subunit) (EC 1.6.1.2)	510	Y	Y				oxidation-reduction process	GO:0055114			97	3,89E-01	1,67E+02	0,58	27,85		
PNTB_ECOLI	P0AB67	C6EDP6	B	 			NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase subunit beta)	462	Y	Y				oxidation-reduction process	GO:0055114			149	5,20E-01	1,98E+02	2,16	99,64		
NUPC_ECOLI	P0AFF2	C6EL76	B	 			Nucleoside (Except guanosine) transporter (Nucleoside transporter)	400		Y				transport	GO:0006810			198	5,20E-01	1,98E+02				
Null		C6EB50	B	 			O antigen polymerase (Wzy) (Putative uncharacterized protein)	391		Y														
KDPD_ECOLI	P21865	C6EJN9	B	 			Osmosensitive K channel His kinase sensor	894	Y	Y				two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160			183			0,11	5,56	0,003596	359,6
PBPB_ECOLI	P02919	C6EAD5	B	 			Penicillin-binding protein 1B (Penicillin-binding protein 1b) (EC 2.4.1.129) (EC 3.4.-.-)	841		Y		plasma membrane		response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|cellular cell wall organization|metabolic process	GO:0046677|GO:0009252|GO:0008152|GO:0008360|GO:0007047			26			0,32	15,65	0,00037298	37,298
DEGS_ECOLI	P0AEE3	C6EGZ7	B	 			Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	355		Y				cellular response to misfolded protein	GO:0071218			21			0,43	20,84		
Null		C6EFS7	B	 			Phage shock protein B	74	Y	Y														
PITA_ECOLI	P0AFJ7	C6EEJ2	B	 			Phosphate transporter (Phosphate transporter, low-affinity)	499		Y				transport|phosphate transport	GO:0006810|GO:0006817			193	7,78E-01	2,50E+02	2,98	136,13		
YEIU_ECOLI	P76445	C6EA23	B	 			Phosphoesterase PA-phosphatase related (Undecaprenyl pyrophosphate phosphatase)	237		Y				transport|Gram-negative-bacterium-type cell outer membrane assembly	GO:0006810|GO:0043165									
MRAY_ECOLI	P0A6W3	C6EAW8	B	 			Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	360		Y				regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization	GO:0009252|GO:0051301|GO:0008360|GO:0007049|GO:0007047									
KUP_ECOLI	P63183	C6EG56	B	 			Potassium transporter (Potassium uptake protein)	622		Y				transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811									
CVRA_ECOLI	P76007	C6EGS6	B	 			Potassium/proton antiporter (Sodium/hydrogen exchanger)	578		Y				transport	GO:0006810									
YHII_ECOLI	P37626	C6EEJ7	B	 			Predicted HlyD family secretion protein (Secretion protein HlyD family protein)	355	Y	Y								80	3,34E-01	1,53E+02	1,29	60,45	0,00025724	25,724
YEJM_ECOLI	P0AD27	C6EA09	B	 			Predicted hydrolase, inner membrane (Sulfatase)	586		Y														
YTFL_ECOLI	P0AE45	C6ECC7	B	 			Predicted inner membrane protein (Putative uncharacterized protein)	447	Y	Y								389			0,31	15,17	0,0076349	763,49
YBBM_ECOLI	P77307	C6EKX3	B	 			Predicted inner membrane protein (Putative uncharacterized protein)	259		Y														
YDIK_ECOLI	P0AFS7	C6ECR8	B	 			Predicted inner membrane protein (Putative uncharacterized protein)	370		Y														
AMPE_ECOLI	P0AE14	C6EAU6	B	 			Predicted inner membrane protein (Signaling modulator of AmpD, AmpE)	284		Y														
PURP_ECOLI	P31466	C6EG89	B	 			Predicted inner membrane protein (Xanthine/uracil/vitamin C permease)	445		Y				transport|adenine transport	GO:0006810|GO:0015853									
YGAP_ECOLI	P55734	C6EJV7	B	 			Predicted inner membrane protein with hydrolase activity (Rhodanese domain protein)	174		Y								4351					0,043509	4350,9
EPTA_ECOLI	P30845	C6ED10	B	 			Predicted metal dependent hydrolase (Sulfatase)	547	Y	Y		plasma membrane		response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process	GO:0046677|GO:0009103|GO:0008610|GO:0009245									
RMUC_ECOLI	P0AG71	C6EF64	B	 			Predicted recombination limiting protein (Putative uncharacterized protein)	475		Y				DNA recombination	GO:0006310			202	1,55E-01	9,79E+01			0,0030663	306,63
YIBN_ECOLI	P0AG27	C6EDH8	B	 			Predicted rhodanese-related sulfurtransferase (Rhodanese domain protein)	143	Y	Y								902	9,00E+00	1,04E+03	18,31	791,36	0,0087534	875,34
SDAC_ECOLI	P0AAD6	C6EJ75	B	 			Predicted serine transporter (Serine transporter)	429		Y				transport	GO:0006810			374	4,18E+00	6,64E+02	1,78	83		
YGIM_ECOLI	P0ADT8	C6EHU0	B	 			Predicted signal transduction protein (SH3 domain) (SH3 domain protein)	206	Y	Y								150	7,78E-01	2,50E+02	1,03	49		
SBMA_ECOLI	P0AFY6	C6ELL0	B	 			Predicted transporter (SbmABacA family protein)	406		Y				transport	GO:0006810									
YQEG_ECOLI	P63340	C6EIP8	B	 			Predicted transporter (Serine transporter)	409		Y				transport	GO:0006810									
YDJN_ECOLI	P77529	C6ECM9	B	 			Predicted transporter (Sodium:dicarboxylate symporter)	463	Y	Y				transport	GO:0006810									
YJBB_ECOLI	P0AF43	C6EE04	B	 			Predicted transporter (Sodium-dependent inorganic phosphate (Pi) transporter)	543	Y	Y														
FTSX_ECOLI	P0AC30	C6EFB2	B	 			Predicted transporter subunit: membrane component of ABC superfamily (Protein insertion ABC transporter, inner membrane subunit FtsX)	352	Y	Y		plasma membrane	cell cycle	cell cycle|cell division|cytokinesis	GO:0051301|GO:0000910|GO:0007049			613			1	42,64	0,011834	1183,4
HEMX_ECOLI	P09127	C6EG12	B	 			Predicted uroporphyrinogen III methylase (EC 2.1.1.107) (Uroporphyrinogen-III C-methyltransferase) (EC 2.1.1.107)	401	Y	Y		plasma membrane		porphyrin biosynthetic process|methylation	GO:0032259|GO:0006779			184			2,98	136,13	0,0023183	231,83
SECY_ECOLI	P0AGA2	C6EGG6	B	 			Preprotein translocase subunit secY	443	Y	Y		plasma membrane		transport|intracellular protein transmembrane transport|protein transport|protein transport by the Sec complex|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0043952|GO:0015031			750	1,29E+01	1,28E+03	4,88	220		
YAJC_ECOLI	P0ADZ7	C6ELH7	B	 			Preprotein translocase subunit YajC (Preprotein translocase, YajC subunit)	110	Y	Y		plasma membrane						46644	2,05E+01	1,68E+03	30,62	1302,81	1,3695	136950
SECG_ECOLI	P0AG99	C6EH52	B	 			Preprotein translocase, SecG subunit (Protein-export membrane protein)	110	Y	Y				transport|intracellular protein transmembrane transport|protein transport|protein transport by the Sec complex|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0043952|GO:0015031			398			9	398		
UBIB_ECOLI	P0A6A0	C6EF61	B	 			Probable ubiquinone biosynthesis protein ubiB	546		Y		plasma membrane		ubiquinone biosynthetic process	GO:0006744									
LGT_ECOLI	P60955	C6EJ41	B	 			Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	291		Y				transferase activity	GO:0016740			37			0,78	37,12		
HTPX_ECOLI	P23894	C6EC00	B	 			Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	293		Y				proteolysis|response to temperature stimulus|response to stress	GO:0006508|GO:0006950|GO:0009266			450	9,31E-01	2,78E+02	2,51	115,26	0,0095725	957,25
CYSZ_ECOLI	P0A6J3	C6EL65	B	 			Protein CysZ	253		Y				cellular amino acid biosynthetic process|transport|cysteine biosynthetic process	GO:0006810|GO:0008652|GO:0019344			368	1,51E+00	3,68E+02				
SECF_ECOLI	P0AG93	C6ELH5	B	 			Protein export protein SecF (Protein-export membrane protein SecF)	323	Y	Y				transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			156	6,68E-01	2,29E+02	1,78	83		
SECD_ECOLI	P0AG90	C6ELH6	B	 			Protein-export membrane protein SecD	604	Y	Y		plasma membrane		transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			382	3,89E+00	6,38E+02	2,73	125,04		
PTND_ECOLI	P69805	C6EC11	B	 			PTS system, mannose/fructose/sorbose family, IID subunit	283		Y				transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0006810|GO:0008643|GO:0009401			264	1,85E+00	4,14E+02	2,46	113,03		
TATB_ECOLI	P69425	C6EF59	B	 			Sec-independent translocase (Twin-arginine translocation protein, TatB subunit)	171	Y	Y				transport|intracellular protein transmembrane transport|protein transport|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0015031			930	7,78E-01	2,50E+02			0,016094	1609,4
YBHG_ECOLI	P75777	C6EIY7	B	 			Secretion protein HlyD family protein	331	Y	Y				cellular iron ion homeostasis	GO:0006879									
YDHJ_ECOLI	P76185	C6EDK1	B	 			Secretion protein HlyD family protein (Undecaprenyl pyrophosphate phosphatase)	285		Y														
SSTT_ECOLI	P0AGE4	C6EHQ5	B	 			Sodium:dicarboxylate symporter (Sodium:serine/threonine symporter)	414		Y				amino acid transport|transport|serine transport	GO:0032329|GO:0006810|GO:0006865									
GALP_ECOLI	P0AEP1	C6EIG8	B	 			Sugar transporter	464		Y				carbohydrate transport|galactose transport|transport	GO:0006810|GO:0008643|GO:0015757									
CYST_ECOLI	P16701	C6EL53	B	 			Sulfate ABC transporter, inner membrane subunit (Sulfate/thiosulfate transporter subunit)	277		Y				sulfate transport|transport	GO:0006810|GO:0008272									
YCHM_ECOLI	P0AFR2	C6EGR0	B	 			Sulfate transporter	550		Y				transport	GO:0006810			21			0,43	20,84		
LPXK_ECOLI	P27300	C6EI67	B	 			Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	328		Y				lipid biosynthetic process|lipid A biosynthetic process|phosphorylation	GO:0016310|GO:0008610|GO:0009245									
DSBD_ECOLI	P36655	C6ECY9	B	 			Thiol:disulfide interchange protein dsbD (EC 1.8.1.8) (Protein-disulfide reductase)	565		Y				oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain	GO:0006810|GO:0022900|GO:0017004|GO:0055114									
KCH_ECOLI	P31069	C6EFY6	B	 			TrkA-N domain protein (Voltage-gated potassium channel)	417		Y				transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811			1200					0,012004	1200,4
TATA_ECOLI	P69428	C6EF60	B	 			Twin arginate translocase protein A (Twin-arginine translocation protein, TatA/E family subunit)	89	Y	Y				transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			11179	2,98E+00	5,46E+02	9	398	0,32593	32593
WECA_ECOLI	P0AC78	C6EG28	B	 			UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase (EC 2.4.1.-) (Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase)	367		Y		plasma membrane		cell wall macromolecule biosynthetic process|lipopolysaccharide biosynthetic process|cellular cell wall organization	GO:0009103|GO:0044038|GO:0007047									
UPPP_ECOLI	P60932	C6EHT8	B	 			Undecaprenol kinase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	273		Y		plasma membrane		response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|response to drug|cellular cell wall organization	GO:0046677|GO:0009252|GO:0042493|GO:0008360|GO:0007047									
ARNT_ECOLI	P76473	C6E9U3	B	 			Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.n1) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	550		Y				response to iron(III) ion|lipid A biosynthetic process|lipid biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0010041|GO:0009245|GO:0008610									
ARNC_ECOLI	P77757	C6E9U6	B	 			Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.7.8.n1) (Undecaprenyl-phosphate Ara4FN transferase)	322	Y	Y		plasma membrane		response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process	GO:0046677|GO:0009103|GO:0008610|GO:0009245									
