Merge ID	Biological Process (Uniprot)	Biological Process (EcoCyc)	Biological Process (EcoliWiki)	Molecular Function (Uniprot)	Molecular Function(EcoCyc)	Molecular Function (EcoliWiki)	Entry Name K12		Entry Name BL21(DE3)	Category	Suggested Category		Description	Protein Length	UNTREATED	TREATED		Cellular Component	Biological Process	GO Annotation	GO ID				Ishihama2008		Masuda2009		Taniguchi2010	
P13035	oxidation-reduction process|glycerol metabolic process				oxidoreductase activity|glycerol-3-phosphate dehydrogenase activity|sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity|sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity		GLPD_ECOLI	P13035	C6EFE8	F1		curated	FAD dependent oxidoreductase	501	Y	Y		cytoplasm		oxidation-reduction process|glycerol metabolic process	GO:0006071|GO:0055114			1231	6,38E-01	2,23E+02	12,77	558,02	0,029121	2912,1
P00350	oxidation-reduction process|D-gluconate metabolic process|pentose-phosphate shunt				oxidoreductase activity|phosphogluconate dehydrogenase (decarboxylating) activity|protein homodimerization activity		6PGD_ECOLI	P00350	C6EB56	A	F1?	This study	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	468	Y					oxidation-reduction process|D-gluconate metabolic process|pentose-phosphate shunt	GO:0006098|GO:0019521|GO:0055114			5196	8,18E+02	1,42E+04	78,43	1366,35	0,00021234	21,234
P00452	oxidation-reduction process|DNA replication|metabolic process		nucleobase, nucleoside and nucleotide interconversion|deoxyribonucleotide biosynthetic process	ATP binding	oxidoreductase activity|ribonucleoside-diphosphate reductase activity|nucleotide binding|catalytic activity|ATP binding	ribonucleoside-diphosphate reductase activity	RIR1_ECOLI	P00452	C6E9W7	A	F1?	This study	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)/Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides.	761	Y			cytoplasm		oxidation-reduction process|nucleobase, nucleoside and nucleotide interconversion|deoxyribonucleotide biosynthetic process|DNA replication|metabolic process	GO:0009263|GO:0008152|GO:0006260|GO:0055114|GO:0015949			3749	9,72E+00	1,08E+03	6,15	275	0,098918	9891,8
P31979	oxidation-reduction process		anaerobic respiration|aerobic respiration	4 iron, 4 sulfur cluster binding|NAD binding	4 iron, 4 sulfur cluster binding|oxidoreductase activity|quinone binding|iron-sulfur cluster binding|NADH dehydrogenase (quinone) activity|metal ion binding		NUOF_ECOLI	P31979	C6E9R8	F1		curated	NADH-quinone oxidoreductase, F subunit (EC 1.6.99.5) (NADH:ubiquinone oxidoreductase, chain F) (EC 1.6.5.3)	445	Y	Y		plasma membrane		oxidation-reduction process|aerobic respiration|anaerobic respiration	GO:0009061|GO:0055114|GO:0009060			397	3,64E+00	6,13E+02	4,38	197,75	0,0038072	380,72
P33602	oxidation-reduction process		anaerobic respiration|aerobic respiration	4 iron, 4 sulfur cluster binding|oxidoreduction-driven active transmembrane transporter activity|2 iron, 2 sulfur cluster binding	4 iron, 4 sulfur cluster binding|iron-sulfur cluster binding|quinone binding|oxidoreductase activity|NADH dehydrogenase (quinone) activity|2 iron, 2 sulfur cluster binding|metal ion binding		NUOG_ECOLI	P33602	C6E9R9	F1		curated	NADH-quinone oxidoreductase (EC 1.6.99.5)	908	Y	Y		cytoplasm::plasma membrane		oxidation-reduction process|aerobic respiration|anaerobic respiration	GO:0009061|GO:0055114|GO:0009060			873	4,04E+00	6,52E+02	8,57	379,07	0,015867	1586,7
P0AFD6	oxidation-reduction process		anaerobic respiration|aerobic respiration	oxidoreduction-driven active transmembrane transporter activity	4 iron, 4 sulfur cluster binding|oxidoreductase activity|quinone binding|iron-sulfur cluster binding|NADH dehydrogenase (quinone) activity|metal ion binding		NUOI_ECOLI	P0AFD6	C6E9S1	F1		curated	NADH-quinone oxidoreductase subunit I (EC 1.6.99.5) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	180	Y	Y		plasma membrane		oxidation-reduction process|aerobic respiration|anaerobic respiration	GO:0009061|GO:0055114|GO:0009060			277			6	276,96		
P33599	oxidation-reduction process|transport|metabolic process		anaerobic respiration	oxidoreduction-driven active transmembrane transporter activity|NADH dehydrogenase (ubiquinone) activity	oxidoreductase activity|quinone binding|NADH dehydrogenase (quinone) activity|catalytic activity		NUOCD_ECOLI	P33599	C6E9R6	F1		curated	NADH dehydrogenase I, D subunit (NADH:ubiquinone oxidoreductase, chain C,D) (EC 1.6.5.3)	600	Y	Y		cytoplasm::plasma membrane	transport	oxidation-reduction process|transport|metabolic process|anaerobic respiration	GO:0006810|GO:0008152|GO:0009061|GO:0055114			800	2,92E+00	5,40E+02	13,53	590,19	0,012685	1268,5
P00393	oxidation-reduction process|transport|electron transport chain	aerobic electron transport chain|aerobic respiration			NADH dehydrogenase activity|oxidoreductase activity	NADH dehydrogenase (ubiquinone) activity|flavin adenine dinucleotide binding	DHNA_ECOLI	P00393	C6EGY3	F1		curated	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	434	Y	Y			transport	oxidation-reduction process|transport|aerobic electron transport chain|electron transport chain|aerobic respiration	GO:0006810|GO:0019646|GO:0022900|GO:0055114|GO:0009060			1089	3,22E+00	5,71E+02	4,74	213,48	0,024811	2481,1
P0AFC7	oxidation-reduction process|transport		electron transport coupled proton transport|anaerobic respiration|aerobic respiration	4 iron, 4 sulfur cluster binding|oxidoreduction-driven active transmembrane transporter activity|NADH dehydrogenase (ubiquinone) activity	4 iron, 4 sulfur cluster binding|oxidoreductase activity|quinone binding|iron-sulfur cluster binding|NADH dehydrogenase (quinone) activity|metal ion binding		NUOB_ECOLI	P0AFC7	C6E9R5	F1		curated	NADH-quinone oxidoreductase subunit B (EC 1.6.99.5) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	220	Y			plasma membrane		oxidation-reduction process|electron transport coupled proton transport|transport|anaerobic respiration|aerobic respiration	GO:0006810|GO:0015990|GO:0009061|GO:0055114|GO:0009060			1072	9,00E+00	1,04E+03	4,41	199,06	0,019762	1976,2
P37339	oxidation-reduction process			L-2-hydroxyglutarate oxidase activity|flavin adenine dinucleotide binding	(S)-2-hydroxy-acid oxidase activity|oxidoreductase activity		YGAF_ECOLI	P37339	C6EJW5	B			FAD dependent oxidoreductase (Predicted enzyme)	422		Y		cytoplasm		oxidation-reduction process	GO:0055114									
P0AFD4	oxidation-reduction process		anaerobic respiration|aerobic respiration	oxidoreduction-driven active transmembrane transporter activity	oxidoreductase activity|quinone binding|NADH dehydrogenase (quinone) activity		NUOH_ECOLI	P0AFD4	C6E9S0	B			NADH-quinone oxidoreductase subunit H (EC 1.6.99.5) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	325		Y				oxidation-reduction process|aerobic respiration|anaerobic respiration	GO:0009061|GO:0055114|GO:0009060			61			1,31	61,36		
P0AFE0	oxidation-reduction process		anaerobic respiration	oxidoreduction-driven active transmembrane transporter activity|NADH dehydrogenase (ubiquinone) activity	oxidoreductase activity|quinone binding|NADH dehydrogenase (quinone) activity		NUOJ_ECOLI	P0AFE0	C6E9S2	B			NADH dehydrogenase (Quinone) (EC 1.6.99.5) (NADH dehydrogenase subunit J) (EC 1.6.5.3)	184		Y				oxidation-reduction process|anaerobic respiration	GO:0009061|GO:0055114									
P33607	oxidation-reduction process				oxidoreductase activity|quinone binding|NADH dehydrogenase (quinone) activity		NUOL_ECOLI	P33607	C6E9S4	B			NADH dehydrogenase subunit L (EC 1.6.5.3) (Proton-translocating NADH-quinone oxidoreductase, chain L)	613		Y				oxidation-reduction process	GO:0055114									
P0AFC3	oxidation-reduction process|transport		anaerobic respiration	oxidoreduction-driven active transmembrane transporter activity|NADH dehydrogenase (ubiquinone) activity	oxidoreductase activity|quinone binding|NADH dehydrogenase (quinone) activity		NUOA_ECOLI	P0AFC3	C6E9R4	B			NADH-quinone oxidoreductase subunit (EC 1.6.99.5)	147	Y	Y				oxidation-reduction process|transport|anaerobic respiration	GO:0006810|GO:0009061|GO:0055114			2757	9,00E+00	1,04E+03	3,64	165,27	0,070659	7065,9
P0AFE4	oxidation-reduction process|transport		anaerobic respiration	oxidoreduction-driven active transmembrane transporter activity|NADH dehydrogenase (ubiquinone) activity	oxidoreductase activity|quinone binding|NADH dehydrogenase (quinone) activity		NUOK_ECOLI	P0AFE4	C6E9S3	B			NADH-quinone oxidoreductase subunit K (EC 1.6.99.5) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	100	Y	Y				oxidation-reduction process|transport|anaerobic respiration	GO:0006810|GO:0009061|GO:0055114									
P33940	oxidation-reduction process|tricarboxylic acid cycle				malate dehydrogenase (menaquinone) activity|malate dehydrogenase (quinone) activity|oxidoreductase activity		MQO_ECOLI	P33940	C6E9Y9	F1		curated	Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	548	Y					oxidation-reduction process|tricarboxylic acid cycle	GO:0006099|GO:0055114			72	2,02E-01	1,14E+02	0,64	30,64		
P0ABJ9	oxidation-reduction process|transport|electron transport chain		cytochrome complex assembly	electron carrier activity|oxidoreductase activity, acting on diphenols and related substances as donors|heme binding	oxidoreductase activity|metal ion binding		CYDA_ECOLI	P0ABJ9	C6EJK5	B			Cytochrome bd ubiquinol oxidase subunit I (Cytochrome d terminal oxidase, subunit I) (EC 1.9.3.-)	522	Y	Y		plasma membrane	transport	oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain	GO:0006810|GO:0022900|GO:0017004|GO:0055114			6813	2,73E+00	5,18E+02	3,64	165,27	0,19755	19755
P0ABJ1	oxidation-reduction process|transport|electron transport chain		aerobic electron transport chain	hydrogen ion transmembrane transporter activity|electron carrier activity|ubiquinone binding|oxidoreduction-driven active transmembrane transporter activity	oxidoreductase activity		CYOA_ECOLI	P0ABJ1	C6EL34	B			Cytochrome o ubiquinol oxidase subunit II (EC 1.10.3.-) (Ubiquinol oxidase, subunit II)	315	Y	Y			transport	oxidation-reduction process|transport|aerobic electron transport chain|electron transport chain	GO:0006810|GO:0019646|GO:0022900|GO:0055114			638	6,74E+00	8,77E+02	9	398		
P0ABK2	oxidation-reduction process|transport|electron transport chain		cytochrome complex assembly	electron carrier activity|oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor|iron ion binding|heme binding	oxidoreductase activity|metal ion binding		CYDB_ECOLI	P0ABK2	C6EJK4	B			Cytochrome d terminal oxidase, subunit II (EC 1.9.3.-) (Cytochrome d ubiquinol oxidase, subunit II)	379		Y		plasma membrane	transport	oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain	GO:0006810|GO:0022900|GO:0017004|GO:0055114			389	3,64E+00	6,13E+02	3,64	165,27		
P64612					nucleotide binding|ATP binding		YHCM_ECOLI	P64612	C6EH00	A	F1	This study	AFG1-family ATPase (Conserved protein with nucleoside triphosphate hydrolase domain)	375		Y				nucleotide binding|ATP binding, AFG1 ATPase family (includes Sec18 and PAS1)	GO:0005524|GO:0000166									
P16676	sulfate transport|transport				hydrolase activity|sulfate transmembrane-transporting ATPase activity|nucleotide binding|ATP binding		CYSA_ECOLI	P16676	C6EL55	F1		curated	Sulfate ABC transporter, ATPase subunit (Sulfate/thiosulfate transporter subunit)	365	Y	Y		plasma membrane	transport	sulfate transport|transport	GO:0006810|GO:0008272									
P30750	amino acid transport|transport			ATPase activity|D-methionine transmembrane transporter activity|ATP binding	hydrolase activity|nucleotide binding|ATP binding		METN_ECOLI	P30750	C6EA85	F1		curated	D-methionine ABC transporter, ATPase subunit (DL-methionine transporter subunit)	343	Y	Y		plasma membrane	transport	amino acid transport|transport	GO:0006810|GO:0006865									
P37624	transport				nucleotide binding|ATP binding		YHIH_ECOLI	P37624	C6EEJ8	B			ABC transporter related (Fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein)	911		Y		plasma membrane	transport	transport	GO:0006810									
Q59385	copper ion transport|transport|ion transport		response to acidity	glutaminase activity	hydrolase activity|nucleotide binding|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|metal ion binding|ATP binding		COPA_ECOLI	Q59385	C6EKY0	B			Copper transporter (EC 3.6.3.10) (Copper-translocating P-type ATPase)	834		Y				copper ion transport|transport|response to acidity|ion transport	GO:0006810|GO:0010447|GO:0006811|GO:0006825									
P03960	transport|potassium ion transport|ion transport	protein autophosphorylation|detection of chemical stimulus|osmosensory signaling pathway via two-component system			hydrolase activity|potassium-transporting ATPase activity|nucleotide binding|metal ion binding|ATP binding	two-component sensor activity|aspartate kinase activity	ATKB_ECOLI	P03960	C6EJN7	B			Potassium-transporting ATPase B chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	682		Y		plasma membrane		transport|potassium ion transport|protein autophosphorylation|ion transport|detection of chemical stimulus|osmosensory signaling pathway via two-component system	GO:0006810|GO:0006813|GO:0009593|GO:0006811|GO:0007234|GO:0046777									
P37617			response to cadmium ion|detoxification of zinc ion		hydrolase activity|zinc-exporting ATPase activity|cadmium-exporting ATPase activity|nucleotide binding|metal ion binding|ATP binding		ATZN_ECOLI	P37617	C6EFA5	B			Heavy metal translocating P-type ATPase	732	Y	Y		plasma membrane		response to cadmium ion|detoxification of zinc ion	GO:0046686|GO:0010312			135			0,43	20,84	0,0025014	250,14
P0ABB8					hydrolase activity|magnesium-importing ATPase activity|nucleotide binding|metal ion binding|ATP binding		ATMA_ECOLI	P0ABB8	C6ECA6	B			Magnesium transporter (EC 3.6.3.1) (Magnesium-translocating P-type ATPase) (EC 3.6.3.2)	898	Y	Y				hydrolase activity|magnesium-importing ATPase activity|nucleotide binding|metal ion binding|ATP binding	GO:0046872|GO:0005524|GO:0016787|GO:0000166|GO:0015444			360	1,93E+00	4,24E+02	0,18	8,96	0,00646	646
P25519			response to heat	ribosome binding|rRNA binding|GTP binding|ATP binding	GTP binding|nucleotide binding		HFLX_ECOLI	P25519	C6ECH6	F1		curated	GTP-binding proten HflX (GTPase and ATPase)	426	Y					response to heat	GO:0009408			107	3,89E-01	1,67E+02	0,98	46,31		
P0A6E6	transport|proton transport|ion transport|ATP biosynthetic process		ATP synthesis coupled proton transport				ATPE_ECOLI	P0A6E6	C6EG72	F1		curated	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	139	Y			plasma membrane		transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811			1530	9,90E+01	4,18E+03	9	398	0,00010535	10,535
P0AB98	transport|proton transport|ion transport|ATP biosynthetic process		ATP synthesis coupled proton transport				ATP6_ECOLI	P0AB98	C6EG65	B			ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	271		Y		plasma membrane		transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811			398			9	398		
P0A9V1	transport		lipopolysaccharide transport	lipopolysaccharide-transporting ATPase activity	hydrolase activity|nucleotide binding|ATP binding		LPTB_ECOLI	P0A9V1	C6EH26	F1		curated	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	241	Y					transport|lipopolysaccharide transport	GO:0006810|GO:0015920			161	4,25E-01	1,76E+02	3,22	146,75		
P0C8J8	galactitol metabolic process						GATZ_ECOLI	P0C8J8	C6EAL5	A	F1	This study	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit (Putative tagatose 6-phosphate kinase 1)	420	Y	Y				galactitol metabolic process/D-tagatose-1,6-bisphosphate aldolase subunit/Component of the tagatose-1,6-bisphosphate aldolase gatYZ that is required for full activity and stability of the Y subunit. Could have a chaperone-like function for the proper and stable folding of gatY.	GO:0019402			4990	6,50E+00	8,59E+02	43,67	1838,05	0,12273	12273
P0ABB0	transport|proton transport|ion transport|ATP biosynthetic process		ATP synthesis coupled proton transport		hydrolase activity|nucleotide binding|ATP binding		ATPA_ECOLI	P0ABB0	C6EG69	F1		curated	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	513	Y	Y		cytoplasm::plasma membrane		transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811			6385	2,77E+01	1,99E+03	28,29	1206,59	0,15958	15958
P0ABB4	transport|proton transport|ion transport|ATP biosynthetic process		ATP synthesis coupled proton transport		hydrolase activity|nucleotide binding|ATP binding		ATPB_ECOLI	P0ABB4	C6EG71	F1		curated	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	460	Y	Y		cytoplasm::plasma membrane		transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811			11526	5,96E+01	3,11E+03	64,29	2674,21	0,28794	28794
