Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein Length	UNTREATED	TREATED		GO Annotation			
PTNAB_ECOLI	C6EC13	F1	Fused mannose-specific PTS enzymes: IIA component/IIB component (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIA subunit) (EC 2.7.1.69)	323	Y			carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	C6EC13	transferase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|kinase activity	GO:0016301|GO:0016740|GO:0008982
PYRD_ECOLI	C6EI37	F1	Dihydroorotate dehydrogenase (EC 1.3.5.2) (DHOdehase) (Dihydroorotate oxidase)	336		Y		oxidation-reduction process|cellular amino acid biosynthetic process|pyrimidine nucleotide biosynthetic process|diaminopimelate biosynthetic process	C6EI37	oxidoreductase activity|dihydroorotate dehydrogenase activity	GO:0004152|GO:0016491
AAT_ECOLI	C6EI54	A	Aspartate aminotransferase, PLP-dependent (EC 2.6.1.1) (Aspartate transaminase) (EC 2.6.1.1)	396	Y			L-phenylalanine biosynthetic process from chorismate via phenylpyruvate|aspartate biosynthetic process	C6EI54	L-aspartate:2-oxoglutarate aminotransferase activity|pyridoxal phosphate binding|transaminase activity|transferase activity|protein homodimerization activity|kynurenine-oxoglutarate transaminase activity|L-tyrosine:2-oxoglutarate aminotransferase activity	GO:0004838|GO:0008483|GO:0016740|GO:0016212|GO:0004069|GO:0042803|GO:0030170
ACRB_ECOLI	C6EHG3	B	Glycosyl transferase family 2	837	Y	Y		glucan biosynthetic process|response to osmotic stress	C6EHG3	transferase activity, transferring glycosyl groups|transferase activity	GO:0016757|GO:0016740
ACRB_ECOLI	C6EAP0	B	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (Predicted diguanylate cyclase, GGDEF domain signalling protein)	1105		Y		diguanylate cyclase activity|GTP binding|transferase activity|nucleotide binding|metal ion binding	C6EAP0	diguanylate cyclase activity|GTP binding|transferase activity|nucleotide binding|metal ion binding	GO:0046872|GO:0052621|GO:0000166|GO:0016740|GO:0005525
ACRB_ECOLI	C6EKS4	B	N-acetylmuramic acid phosphotransfer permease (Phosphotransferase system EIIC)	474		Y		carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	C6EKS4	transferase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|kinase activity	GO:0016301|GO:0016740|GO:0008982
ARLY_ECOLI	C6EE49	A	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	457	Y			cellular amino acid biosynthetic process|arginine biosynthetic process	C6EE49	argininosuccinate synthase activity|lyase activity|argininosuccinate lyase activity|ATP binding	GO:0016829|GO:0005524|GO:0004056|GO:0004055
ARGB_ECOLI	C6EE50	A	Acetylglutamate kinase	258	Y			cellular amino acid biosynthetic process|arginine biosynthetic process|phosphorylation	C6EE50	transferase activity|nucleotide binding|ATP binding|acetylornithine deacetylase activity|cobalt ion binding|kinase activity|acetylglutamate kinase activity|zinc ion binding	GO:0005524|GO:0000166|GO:0008777|GO:0003991|GO:0016301|GO:0008270|GO:0016740|GO:0050897
PLSB_ECOLI	C6EDX9	F1	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	807	Y	Y		phospholipid biosynthetic process	C6EDX9	glycerol-3-phosphate O-acyltransferase activity|transferase activity|acyltransferase activity	GO:0008415|GO:0004366|GO:0016740
AMPM_ECOLI	C6EAB7	A	Methionine aminopeptidase (EC 3.4.11.18)	264	Y			protein initiator methionine removal	C6EAB7	hydrolase activity|peptidase activity|metalloaminopeptidase activity|ferrous iron binding|aminopeptidase activity|metal ion binding	GO:0046872|GO:0008233|GO:0004177|GO:0016787|GO:0070006|GO:0008198
ACRB_ECOLI	C6E9Y2	B	Histidine kinase	949		Y		protein autophosphorylation|cellular response to osmotic stress|single-species biofilm formation|two-component signal transduction system (phosphorelay)|phosphorylation	C6E9Y2	two-component sensor activity|transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding	GO:0000155|GO:0005524|GO:0000166|GO:0016301|GO:0016740|GO:0004673
FTSZ_ECOLI	C6EAW0	F1	Cell division protein ftsZ	383	Y	Y		protein polymerization|barrier septum formation|cell cycle|cell division	C6EAW0	protein binding|GTP binding|GTPase activity|nucleotide binding	GO:0005515|GO:0000166|GO:0005525|GO:0003924
ACRB_ECOLI	C6E9S3	B	NADH-quinone oxidoreductase subunit K (EC 1.6.99.5) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	100	Y	Y		oxidation-reduction process|transport|anaerobic respiration	C6E9S3	oxidoreductase activity|oxidoreduction-driven active transmembrane transporter activity|quinone binding|NADH dehydrogenase (quinone) activity|NADH dehydrogenase (ubiquinone) activity	GO:0050136|GO:0015453|GO:0048038|GO:0008137|GO:0016491
RL16_ECOLI	C6EGF3	A	50S ribosomal protein L16	136	Y	Y		RNA binding|rRNA binding|tRNA binding	C6EGF3	RNA binding|rRNA binding|tRNA binding	GO:0003723|GO:0000049|GO:0019843
LACI_ECOLI	C6EJI7	A	Transcriptional regulator, LacI family	363	Y	Y		regulation of transcription, DNA-dependent|transcription, DNA-dependent	C6EJI7	DNA binding	GO:0003677
ACRB_ECOLI	C6EA06	B	Cytochrome C biogenesis protein (Heme lyase, CcmH subunit)	350		Y		cytochrome complex assembly	C6EA06	metal ion binding	GO:0046872
LONH_ECOLI	C6EI27	A	Predicted peptidase (Putative ATP-dependent protease)	586	Y			hydrolase activity|serine-type peptidase activity|peptidase activity	C6EI27	hydrolase activity|serine-type peptidase activity|peptidase activity	GO:0016787|GO:0008233|GO:0008236
GATD_ECOLI	C6EAL9	A	Alcohol dehydrogenase GroES domain protein (Galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding) (EC 1.1.1.251)	346	Y			oxidation-reduction process|galactitol catabolic process|galactitol metabolic process	C6EAL9	oxidoreductase activity|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|galactitol-1-phosphate 5-dehydrogenase activity|metal ion binding	GO:0046872|GO:0016616|GO:0008868|GO:0016491
TALB_ECOLI	C6EBG1	A	Transaldolase (EC 2.2.1.2)	317	Y			pentose-phosphate shunt	C6EBG1	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity|transferase activity	GO:0004801|GO:0016740
ACRB_ECOLI	C6EGX4	B	Lipoprotein releasing system, transmembrane protein LolE	412	Y	Y		transport|lipoprotein transport	C6EGX4	lipoprotein transporter activity	GO:0042954
PLSX_ECOLI	C6EHC4	A	Fatty acid/phospholipid synthesis protein PlsX	346		Y		phospholipid biosynthetic process	C6EHC4	transferase activity, transferring acyl groups other than amino-acyl groups|transferase activity	GO:0016747|GO:0016740
ACRB_ECOLI	C6EC00	B	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	293		Y		proteolysis|response to temperature stimulus|response to stress	C6EC00	metallopeptidase activity|hydrolase activity|peptidase activity|metalloendopeptidase activity|zinc ion binding|metal ion binding	GO:0046872|GO:0008237|GO:0004222|GO:0008233|GO:0016787|GO:0008270
SUCC_ECOLI	C6EJL0	A	Succinyl-CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta)	388	Y			tricarboxylic acid cycle	C6EJL0	succinate-CoA ligase (ADP-forming) activity|nucleotide binding|metal ion binding|ATP binding|ligase activity	GO:0004775|GO:0046872|GO:0005524|GO:0000166|GO:0016874
ACRB_ECOLI	C6EJ86	B	Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	918		Y		transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	C6EJ86	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding	GO:0005524|GO:0000166|GO:0016301|GO:0016740|GO:0004673
SUCD_ECOLI	C6EJK9	A	Succinyl-CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5)	289	Y			tricarboxylic acid cycle	C6EJK9	succinate-CoA ligase (ADP-forming) activity|nucleotide binding|ligase activity|ATP binding	GO:0004775|GO:0005524|GO:0000166|GO:0016874
HEMG_ECOLI	C6EF48	A	Protoporphyrin oxidase, flavoprotein (EC 1.3.3.4) (Protoporphyrinogen oxidase) (EC 1.3.3.4)	181	Y	Y		oxidation-reduction process|heme biosynthetic process|porphyrin biosynthetic process	C6EF48	oxygen-dependent protoporphyrinogen oxidase activity|oxidoreductase activity|FMN binding|menaquinone-dependent protoporphyrinogen oxidase activity	GO:0010181|GO:0070819|GO:0016491|GO:0004729
ACRB_ECOLI	C6EG98	B	Inner membrane protein oxaA	548	Y	Y		protein insertion into membrane	C6EG98	membrane insertase activity	GO:0032977
ACRB_ECOLI	C6EJL5	B	Succinate dehydrogenase cytochrome b556 small membrane subunit (EC 1.3.99.1) (Succinate dehydrogenase, hydrophobic membrane anchor protein)	115		Y		cytochrome complex assembly|transport|electron transport chain|tricarboxylic acid cycle|aerobic respiration	C6EJL5	electron carrier activity|heme binding|metal ion binding	GO:0009055|GO:0046872|GO:0020037
PNP_ECOLI	C6EH61	F1	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	711	Y			response to stress	C6EH61	polyribonucleotide nucleotidyltransferase activity|RNA binding|transferase activity|nucleotidyltransferase activity	GO:0003723|GO:0016779|GO:0004654|GO:0016740
ACRB_ECOLI	C6EI68	B	Fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component (Lipid A ABC exporter, fused ATPase and inner membrane subunits MsbA)	582	Y	Y		transport|lipid transport	C6EI68	hydrolase activity|drug binding|lipopolysaccharide-transporting ATPase activity|lipid transporter activity|nucleotide binding|ATP binding|lipid binding|lipid-transporting ATPase activity	GO:0005524|GO:0005319|GO:0008289|GO:0016787|GO:0008144|GO:0015437|GO:0000166|GO:0034040
HTPG_ECOLI	C6EKZ1	F1	Chaperone protein htpG (Heat shock protein htpG) (High temperature protein G)	624	Y			protein folding|response to heat|response to stress	C6EKZ1	ATPase activity, coupled|nucleotide binding|ATP binding	GO:0005524|GO:0000166|GO:0042623
ACON2_ECOLI	C6EAT9	A	Aconitate hydratase 2 (EC 4.2.1.3)	865	Y			propionate catabolic process, 2-methylcitrate cycle|tricarboxylic acid cycle|regulation of translation	C6EAT9	4 iron, 4 sulfur cluster binding|lyase activity|mRNA 3'-UTR binding|isocitrate hydro-lyase (cis-aconitate-forming) activity|aconitate hydratase activity|2-methylisocitrate dehydratase activity|citrate hydro-lyase (cis-aconitate-forming) activity|iron-sulfur cluster binding|mRNA binding|metal ion binding	GO:0003729|GO:0003730|GO:0051536|GO:0003994|GO:0047456|GO:0046872|GO:0016829|GO:0051539|GO:0052632|GO:0052633
G3P1_ECOLI	C6EC50	A	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) (Glyceraldehyde-3-phosphate dehydrogenase, type I) (EC 1.2.1.12)	331	Y			oxidation-reduction process|glycolysis	C6EC50	oxidoreductase activity|glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	GO:0016491|GO:0004365
ACRB_ECOLI	C6E9U3	B	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.n1) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	550		Y		response to iron(III) ion|lipid A biosynthetic process|lipid biosynthetic process|lipopolysaccharide biosynthetic process	C6E9U3	transferase activity, transferring pentosyl groups|transferase activity, transferring glycosyl groups|transferase activity	GO:0016763|GO:0016757|GO:0016740
ACRB_ECOLI	C6EDN9	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with RstA)	433		Y		protein autophosphorylation|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	C6EDN9	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding	GO:0005524|GO:0000166|GO:0016301|GO:0016740|GO:0004673
ACRB_ECOLI	C6EJN9	B	Osmosensitive K channel His kinase sensor	894	Y	Y		two-component signal transduction system (phosphorelay)|phosphorylation	C6EJN9	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding	GO:0005524|GO:0000166|GO:0016301|GO:0016740|GO:0004673
DHSA_ECOLI	C6EJL4	F1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1) (Succinate dehydrogenase or fumarate reductase, flavoprotein subunit)	588	Y	Y		oxidation-reduction process|transport|tricarboxylic acid cycle|electron transport chain|aerobic respiration	C6EJL4	electron carrier activity|oxidoreductase activity|flavin adenine dinucleotide binding|succinate dehydrogenase activity	GO:0009055|GO:0000104|GO:0050660|GO:0016491
ACRB_ECOLI	C6EC90	B	Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	366		Y		transport|lipopolysaccharide transport	C6EC90	lipopolysaccharide-transporting ATPase activity	GO:0015437
RL4_ECOLI	C6EGE7	A	50S ribosomal protein L4	201	Y			response to antibiotic|regulation of transcription, DNA-dependent|transcription, DNA-dependent|transcription termination, DNA-dependent|regulation of translation	C6EGE7	RNA binding|rRNA binding|translation repressor activity	GO:0003723|GO:0030371|GO:0019843
RHLE_ECOLI	C6EIY5	A	DEAD/DEAH box helicase domain protein (RNA helicase)	454	Y			hydrolase activity|RNA binding|helicase activity|nucleotide binding|ATP-dependent RNA helicase activity|ATP binding	C6EIY5	hydrolase activity|RNA binding|helicase activity|nucleotide binding|ATP-dependent RNA helicase activity|ATP binding	GO:0003723|GO:0016787|GO:0004004|GO:0005524|GO:0000166|GO:0004386
ACRB_ECOLI	C6EDJ3	B	Fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components (PTS system, mannitol-specific IIC subunit)	637	Y	Y		carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	C6EDJ3	transferase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|kinase activity	GO:0016301|GO:0016740|GO:0008982
PROQ_ECOLI	C6EBZ8	A	ProQ activator of osmoprotectant transporter ProP (Putative solute/DNA competence effector)	232	Y	Y		positive regulation of transport	C6EBZ8	enzyme activator activity	GO:0008047
ACRB_ECOLI	C6EFY7	B	Cardiolipin synthase (CL synthase) (EC 2.7.8.-)	486		Y		phospholipid biosynthetic process	C6EFY7	transferase activity|cardiolipin synthase activity	GO:0008808|GO:0016740
RNE_ECOLI	C6EHC9	F1	Fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein (EC 3.1.4.-) (Ribonuclease, Rne/Rng family)	1061	Y	Y		RNA catabolic process	C6EHC9	hydrolase activity|RNA binding|nuclease activity|endonuclease activity	GO:0003723|GO:0016787|GO:0004519|GO:0004518
RPOE_ECOLI	C6EK14	F1	RNA polymerase sigma factor	191	Y			regulation of transcription, DNA-dependent|transcription, DNA-dependent|response to stress	C6EK14	sigma factor activity|DNA binding	GO:0003677|GO:0016987
CISY_ECOLI	C6EJL8	A	Citrate synthase (EC 2.3.3.1)	427	Y			tricarboxylic acid cycle|metabolic process	C6EJL8	transferase activity|citrate (Si)-synthase activity|catalytic activity	GO:0016740|GO:0003824|GO:0004108
KBL_ECOLI	C6EDH2	A	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	398	Y			pyridoxal phosphate binding|transferase activity|glycine C-acetyltransferase activity|acyltransferase activity|ligase activity|metal ion binding	C6EDH2	pyridoxal phosphate binding|transferase activity|glycine C-acetyltransferase activity|acyltransferase activity|ligase activity|metal ion binding	GO:0008415|GO:0046872|GO:0016740|GO:0030170|GO:0008890|GO:0016874
RS14_ECOLI	C6EGF9	A	30S ribosomal protein S14 (Ribosomal protein S14)	101	Y	Y		translation	C6EGF9	structural constituent of ribosome	GO:0003735
ACRB_ECOLI	C6EHW7	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with QseB) (EC 2.7.3.-)	449		Y		two-component signal transduction system (phosphorelay)|phosphorylation	C6EHW7	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding	GO:0005524|GO:0000166|GO:0016301|GO:0016740|GO:0004673
ACRB_ECOLI	C6EF60	B	Twin arginate translocase protein A (Twin-arginine translocation protein, TatA/E family subunit)	89	Y	Y		transport|protein transport|transmembrane transport	C6EF60	protein transporter activity|proton motive force dependent protein transmembrane transporter activity	GO:0009977|GO:0008565
FADI_ECOLI	C6ELB2	A	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	436	Y	Y		fatty acid metabolic process|lipid catabolic process|lipid metabolic process	C6ELB2	transferase activity|acetyl-CoA C-acyltransferase activity|acyltransferase activity	GO:0008415|GO:0003988|GO:0016740
MUKB_ECOLI	C6EI58	A	Chromosome partition protein mukB (Structural maintenance of chromosome-related protein)	1486	Y	Y		chromosome segregation|chromosome condensation|cell cycle|cell division	C6EI58	GTP binding|DNA binding|nucleotide binding|ATP binding	GO:0003677|GO:0005524|GO:0000166|GO:0005525
ACRB_ECOLI	C6EK19	B	Signal peptidase I (EC 3.4.21.89)	324	Y	Y		proteolysis|protein processing	C6EK19	hydrolase activity|peptidase activity|toxin binding	GO:0016787|GO:0008233|GO:0015643
RSMC_ECOLI	C6EBK1	A	16S ribosomal RNA m2G1207 methyltransferase (EC 2.1.1.52) (rRNA (Guanine-N(2)-)-methyltransferase) (EC 2.1.1.52)	343	Y			rRNA base methylation|methylation|rRNA processing|rRNA methylation	C6EBK1	methyltransferase activity|transferase activity|rRNA (guanine-N2-)-methyltransferase activity	GO:0008990|GO:0008168|GO:0016740
RS21_ECOLI	C6EHT0	A	30S ribosomal protein S21	71	Y	Y		translation	C6EHT0	structural constituent of ribosome	GO:0003735
ACRB_ECOLI	C6EGZ7	B	Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	355		Y		cellular response to misfolded protein	C6EGZ7	hydrolase activity|serine-type peptidase activity|peptidase activity|serine-type endopeptidase activity	GO:0004252|GO:0016787|GO:0008233|GO:0008236
ACRB_ECOLI	C6EGP2	B	Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	598		Y		nitrate assimilation|two-component signal transduction system (phosphorelay)|phosphorylation	C6EGP2	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding	GO:0005524|GO:0000166|GO:0016301|GO:0016740|GO:0004673
