Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein Length	Unique Peptides 301	Unique Spectra 301	Total #spectra 301	Unique Peptides 303	Unique Spectra 303	Total #spectra 303	Unique Peptides 11	Unique Spectra 11	Total #spectra 11	Unique Peptides 12	Unique Spectra 12	Total #spectra 12	Unique Peptides 13	Unique Spectra 13	Total #spectra 13	Unique Peptides MS6_11	Unique Spectra MS6_11	Total #spectra MS6_11	Unique Peptides MS6_12	Unique Spectra MS6_12	Total #spectra MS6_12	Unique Peptides MS6_13	Unique Spectra MS6_13	Total #spectra  MS6_13		Unique Peptides MS5_11	Unique Spectra MS5_11	Total #spectra MS5_11	Unique Peptides MS5_12	Unique Spectra MS5_12	Total #spectra MS5_12	Unique Peptides MS5_13	Unique Spectra MS5_13	Total #spectra  MS5_13	
MIND_ECOLI	C6EGU1	F1	Membrane ATPase of the MinC-MinD-MinE system (Septum site-determining protein MinD)	270																																2	2	3
PT1_ECOLI	C6EL61	F1	PEP-protein phosphotransferase of PTS system (Enzyme I) (EC 2.7.3.9) (Phosphoenolpyruvate-protein phosphotransferase)	575																																1	1	1
LPXB_ECOLI	C6EAA3	F1	Lipid-A-disaccharide synthase (EC 2.4.1.182)	382																																2	2	2
LCFA_ECOLI	C6EC26	F1	Long-chain-fatty-acid--CoA ligase	583																																1	1	1
RNFB_ECOLI	C6EDL8	F1	Electron transport complex protein rnfB	192				2	2	2							2	2	2																			
HISP_ECOLI	C6ELE7	F1	ABC transporter related (Histidine/lysine/arginine/ornithine transporter subunit)	257							1	1	1																									
DACA_ECOLI	C6EK61	F2	Beta-lactamase (EC 3.5.2.6) (D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 5)) (EC 3.4.16.4)	403	14	14	23	13	13	19	8	8	9	9	9	9	11	11	11	8	8	12	10	11	15	11	11	16		6	7	9	5	6	7	6	7	9
DACC_ECOLI	C6EIU4	F2	Beta-lactamase (EC 3.5.2.6) (D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 6a)) (EC 3.4.16.4)	400	15	17	30	19	20	36	14	16	20	13	14	16	16	17	19	10	11	17	12	14	21	16	18	27		2	2	2	1	1	1	2	2	2
YDGA_ECOLI	C6EDN4	F2	Putative uncharacterized protein (Putative uncharacterized protein ydgA)	502	8	8	9	6	6	6	3	3	3	3	3	3	3	3	3	2	2	2	1	1	1	1	1	1		2	2	3	3	3	4	3	3	4
MACA_ECOLI	C6EIA3	F2	Efflux transporter, RND family, MFP subunit (Macrolide transporter subunit, membrane fusion protein (MFP) component)	371	8	9	12	6	6	10	3	3	3	3	3	3	5	5	5	4	4	10	4	4	6	3	3	8								2	2	2
MDTA_ECOLI	C6EAN1	F2	Multidrug resistance protein mdtA (Multidrug transporter mdtA)	415	6	6	8	4	4	5	1	1	1	1	1	1				2	2	3	1	1	2	1	1	2										
MLAD_ECOLI	C6EH34	G	Mammalian cell entry related domain protein (Predicted ABC-type organic solvent transporter)	183	3	3	4	4	5	6	1	1	1	3	3	3	2	2	2	5	5	5	5	5	7	4	4	5		1	1	1	1	1	1	1	1	2
DEGP_ECOLI	C6EAC3	G	Protease Do (EC 3.4.21.108) (Serine endoprotease (Protease Do), membrane-associated) (EC 3.4.21.-)	474	6	6	10													3	3	10	2	2	4	3	3	5		4	4	6	4	4	8	4	4	6
SKP_ECOLI	C6EAA7	G	Outer membrane chaperone Skp (OmpH) (Periplasmic chaperone)	161	3	3	3																			1	1	1		3	4	8	4	5	8	4	5	10
YCIM_ECOLI	C6EFV4	G	Putative uncharacterized protein yciM (Tetratricopeptide domain protein)	389	3	3	3	3	3	3	2	2	2				1	1	1	2	2	2	3	3	5	3	3	3										
TOLB_ECOLI	C6EJJ7	G	Protein tolB	430	4	4	5																1	1	1	1	1	2										
FKBA_ECOLI	C6EGB7	G	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	270	2	2	3																										1	2	7	1	2	10
AMIC_ECOLI	C6EJ52	G	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	417																										1	1	1	2	2	3	2	2	3
OSMY_ECOLI	C6EBJ6	G	Transport-associated	199																										1	1	1	1	1	1	2	2	2
YDGH_ECOLI	C6EDP4	G	Putative uncharacterized protein (Putative uncharacterized protein ydgH)	314																										3	3	4	3	3	4	2	2	3
YBIS_ECOLI	C6EIW3	G	ErfK/YbiS/YcfS/YnhG family protein (Putative uncharacterized protein ybiS)	306																																1	1	1
OPGG_ECOLI	C6EHG4	G	Glucan biosynthesis protein, periplasmic (Periplasmic glucan biosynthesis protein MdoG)	511																																1	1	2
DEGQ_ECOLI	C6EGZ8	G	Protease Do (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	455	1	1	1																															
YAET_ECOLI	C6EAA8	H	Outer membrane protein assembly complex, YaeT protein (Putative uncharacterized protein yaeT)	810	10	11	15	10	10	14	9	9	9	8	8	8	9	9	9	7	7	9	8	9	12	8	8	11		3	3	4	5	5	5	5	5	6
OMPA_ECOLI	C6EI25	H	"OmpA domain protein transmembrane region-containing protein (Outer membrane protein A (3a;II*;G;d))"	346	16	22	59	15	19	63	13	17	20	11	13	17	13	17	27	12	13	29	11	12	29	13	14	31		8	8	12	7	7	13	7	9	17
OMPF_ECOLI	C6EI53	H	"Outer membrane porin 1a (Ia;b;F) (Porin Gram-negative type)"	362	7	7	7	4	4	4	7	7	7	4	4	4	4	4	4	5	5	6	5	5	6	5	5	6										
LPTD_ECOLI	C6EAZ9	H	LPS-assembly protein lptD (Organic solvent tolerance protein)	784	3	4	4	4	4	6	2	2	2	4	5	5	4	4	4	2	3	6	3	3	3	2	2	4										
YHDP_ECOLI	C6EGL5	H	Conserved membrane protein, predicted transporter (Uncharacterized protein YhdP)	1266	1	1	1	2	2	2													1	1	1	1	1	2										
TOLC_ECOLI	C6EHV8	H	Outer membrane channel protein (Type I secretion outer membrane protein, TolC family)	493	2	2	2																			2	2	3										
YTFM_ECOLI	C6ECC5	H	Predicted outer membrane protein and surface antigen (Surface antigen (D15))	577																1	1	1	2	2	2	2	2	2										
TSX_ECOLI	C6ELH3	H	Nucleoside channel, receptor of phage T6 and colicin K (Nucleoside-specific channel-forming protein Tsx)	294													2	2	2																			
YNCD_ECOLI	C6EER2	H	Predicted iron outer membrane transporter (TonB-dependent receptor)	700	1	1	3	1	1	1																												
FEPA_ECOLI	C6EKB2	H	Iron-enterobactin outer membrane transporter (TonB-dependent siderophore receptor)	746				1	1	1																												
YCFM_ECOLI	C6EGY7	I	Membrane lipoprotein lipid attachment site (Predicted outer membrane lipoprotein)	213	4	5	19	7	8	22	5	7	9	6	8	9	5	6	10	6	7	17	7	8	16	7	8	17		1	1	2	1	1	2	3	3	4
YFGL_ECOLI	C6EKJ7	I	Outer membrane assembly lipoprotein YfgL (Protein assembly complex, lipoprotein component)	392	8	9	12	9	9	13	9	9	9	9	9	9	10	10	10	4	4	5	7	7	8	6	6	7		3	3	4	3	3	5	4	4	5
YBAY_ECOLI	C6EL10	I	Glycoprotein/polysaccharide metabolism (Predicted outer membrane lipoprotein)	190	6	8	15	6	8	15	4	5	5	2	2	2	4	4	5	2	2	4	2	2	3	3	3	6								1	1	1
YRAM_ECOLI	C6EH78	I	LppC family lipoprotein (Putative uncharacterized protein yraM)	678	10	10	15	10	10	13	10	10	10	11	11	11	12	12	12	11	11	15	10	10	13	11	11	14		1	1	1	1	1	1	1	1	1
YRAP_ECOLI	C6EH75	I	Putative uncharacterized protein yraP (Transport-associated)	191	1	1	2	1	1	2	5	5	5	4	4	4	4	4	4	4	4	5	3	3	4	4	4	5		2	2	4	3	3	4	4	4	6
YFIO_ECOLI	C6EJZ5	I	Outer membrane assembly lipoprotein YfiO (Predicted lipoprotein)	245	9	11	23	13	15	29	12	14	16	12	12	15	13	17	21	8	9	14	9	9	15	9	9	14					1	1	2	2	2	3
LPP_ECOLI	C6ECS8	I	LPP repeat-containing protein (Murein lipoprotein)	78	4	5	9	4	4	7	3	4	5	3	4	5	3	3	4	5	6	9	3	3	6	5	6	10		3	4	6	3	3	5	3	3	5
YIAD_ECOLI	C6EEC9	I	OmpA/MotB domain protein (Predicted outer membrane lipoprotein)	219	7	11	18	9	10	17	5	6	6	4	5	5	7	8	9	4	5	8	5	5	8	5	6	11		2	2	4	2	3	5	2	2	5
YBJP_ECOLI	C6EIB6	I	Predicted lipoprotein (Putative lipoprotein)	171	4	5	6	2	3	5	2	2	2	2	2	4	2	2	2	2	2	3	2	2	3	2	2	2								1	1	1
NLPB_ECOLI	C6EKN4	I	Lipoprotein (NlpBDapX family lipoprotein)	344	3	4	8	2	4	8	5	5	5	2	2	4	3	3	3				1	1	4	2	3	11								1	1	1
SLYB_ECOLI	C6EDK4	I	17 kDa surface antigen (Outer membrane lipoprotein)	155	3	4	5	4	5	6	2	2	2	2	2	2	2	2	2							3	3	3								1	1	1
YAJG_ECOLI	C6EL32	I	Predicted lipoprotein (Uncharacterized lipoprotein)	192	5	6	10	4	5	11	6	7	7	4	4	4	5	6	6	3	3	6	3	3	6	5	5	9										
MLTB_ECOLI	C6EJT0	I	Lytic murein transglycosylase B (Membrane-bound lytic murein transglycosylase B) (EC 3.2.1.-)	361	2	2	3	2	2	4										1	1	1	2	2	2	2	2	2										
YEAY_ECOLI	C6EC25	I	Outer membrane lipoprotein, Slp family (Predicted lipoprotein)	193	4	4	6	5	5	7	3	3	3	3	3	3	4	4	4	3	3	5	3	3	5	3	3	5
YGGG_ECOLI	C6EIH3	I	Peptidase M48 Ste24p	252	5	6	10	3	4	12	3	4	4	4	5	5	5	6	6	5	6	8	6	7	9	4	5	8
YGER_ECOLI	C6EIP3	I	Peptidase M23 (Tetratricopeptide repeat transcriptional regulator)	251	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2
YAIW_ECOLI	C6ELK9	I	Predicted DNA-binding transcriptional regulator (Putative uncharacterized protein)	364	4	4	4	4	4	6				2	2	2	2	2	2	2	2	2	4	4	5	4	4	4
LOLB_ECOLI	C6EGQ7	I	Outer-membrane lipoprotein lolB	207	8	8	10	6	7	10	10	10	10	8	8	9	7	7	8	3	3	4	5	5	7	5	5	6
NLPD_ECOLI	C6EJC5	I	Peptidase M23 (Predicted outer membrane lipoprotein)	379	8	9	10	7	8	10	7	7	8	5	5	5	8	8	9	4	4	4	3	3	3	5	5	5
RCSF_ECOLI	C6EA88	I	Outer membrane lipoprotein (Predicted outer membrane protein, signal)	134	1	1	2	1	1	2	2	2	2	3	3	3	1	1	1	2	2	3	1	1	1	2	2	3
NLPE_ECOLI	C6EA92	I	Copper resistance lipoprotein NlpE (Lipoprotein involved with copper homeostasis and adhesion)	236	3	4	4	4	4	4	2	3	3	2	3	3	3	4	4	2	3	3	2	3	3	3	4	4
BLC_ECOLI	C6ECX4	I	Lipocalin family protein (Outer membrane lipoprotein (Lipocalin))	178	4	5	8	4	5	6	2	2	3	2	2	2	4	5	8	3	3	3	2	2	2	3	4	5
MLAA_ECOLI	C6ELA7	I	Predicted lipoprotein (VacJ family lipoprotein)	251	1	1	1	3	3	4	2	2	2	3	3	3	3	3	3	3	3	4	4	4	6	3	3	6
MLTA_ECOLI	C6EJ53	I	Membrane-bound lytic murein transglycosylase A (EC 3.2.1.-) (MltA domain protein)	365	5	6	16	6	6	9	4	4	4	2	2	2	7	7	7	2	2	2	2	2	3	2	2	3
RLPA_ECOLI	C6EK60	I	Minor lipoprotein (Rare lipoprotein A)	362	6	6	6	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	5	5	6
YDCL_ECOLI	C6EET2	I	Predicted lipoprotein (Uncharacterized lipoprotein YdcL)	222	2	2	3	4	4	5	2	2	2				2	2	2	2	2	2	2	2	2	1	1	1
OSME_ECOLI	C6ECL9	I	DNA-binding transcriptional activator (SmpA/OmlA domain protein)	112	2	2	6	2	3	7	2	4	5	2	3	5	2	4	5	3	4	8	3	4	9	3	4	10
EMTA_ECOLI	C6EGS4	I	Lytic murein endotransglycosylase E (EC 2.4.99.-) (Lytic transglycosylase catalytic)	203	1	1	1	1	1	1							3	3	3	1	1	1	1	1	2	1	1	1
YBHC_ECOLI	C6EJI8	I	Pectinesterase (Predicted pectinesterase)	427	5	5	8	4	4	7	1	1	1	4	4	4	3	3	3	4	4	5	4	4	7	3	3	5
YJEI_ECOLI	C6ECY1	I	Putative uncharacterized protein (Putative uncharacterized protein yjeI)	117	1	1	2	2	2	4										2	3	4	1	1	2	1	1	2										
YCEB_ECOLI	C6EHF0	I	Predicted lipoprotein (Putative uncharacterized protein)	186	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2							1	1	1										
YFEY_ECOLI	C6EKS2	I	Putative uncharacterized protein (Putative uncharacterized protein yfeY)	191	3	4	7	3	4	7	4	4	4	3	3	3	3	3	3																	2	2	3
YIFL_ECOLI	C6EG06	I	Predicted lipoprotein (Putative uncharacterized protein)	67																						1	1	1										
YOAF_ECOLI	C6EC38	I	Conserved outer membrane protein (Putative uncharacterized protein)	84				2	2	3							1	1	1																			
MLTC_ECOLI	C6EIE7	I	Lytic transglycosylase catalytic	360	3	3	4	3	3	4							1	1	1																			
LPTE_ECOLI	C6EK52	I	Minor lipoprotein (Rare lipoprotein B)	193													2	2	2																			
SLP_ECOLI	C6EEH9	I	Outer membrane lipoprotein (Outer membrane lipoprotein, Slp family)	188	1	1	1	1	1	1																												
PAL_ECOLI	C6EJJ6	I	Peptidoglycan-associated lipoprotein (Peptidoglycan-associated outer membrane lipoprotein)	173	2	3	3	1	1	1																												
SMPA_ECOLI	C6EJX6	I	SmpA/OmlA domain protein	113	2	3	5	2	3	4																												
YFHG_ECOLI	C6EKF2	I	Putative uncharacterized protein (Putative uncharacterized protein yfhG)	237	1	1	2	2	2	4																												
NLPI_ECOLI	C6EH62	I	Putative uncharacterized protein nlpI (Tetratricopeptide TPR_2 repeat protein)	294	1	1	1																															
